"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","comments"
"1",NA,"F","Botany","V0218947F","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,NA,"3960378e-5066-44f2-8f64-61f7195411ff",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
"2","2/06/17 16:02","INPA","INPA","19478","Acmanthera longifolia","Malpighiaceae","Acmanthera",NA,"Nied.","Anderson, WR",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas","Taruṃ, Cachoeira baixa do Taruṃ",NA,NA,NA,NA,NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
