"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","fieldNumber","comments","bibliographicCitation"
"1",NA,"Instituto de Botânica, IBT","SP","445313","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Almeida, RF","2012-09-01T00:00:00.000+0000",NA,"942","Magnago, LFS; Demuner, V; Cruz, T; Bausen, E",2006,4,19,"Brazil","Espírito Santo","Marilândia","Alto Liberdade, propr.: Deuclecio Lorenzini",-40.516944,-19.353611,NA,"BRA:IBt:SP:0000445313","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"2",NA,"USP","SPF","177642","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Francener, A","2014-12-12T00:00:00.000+0000",NA,"3006","Ceccantini, GCT",2006,12,2,"Brazil","Minas Gerais","Matozinhos","Fazenda Cauaia - arredores da Lapa do Santo.",-44.015167,-19.477194,"Árvore, h = 3.5 m, CAP - 23 cm. Flores novas de corola branca ficando rosada quando velhas, uma pétala modificada amarela quando jovem e vermelha quando madura. Madeira de galho coletada.","BRA:USP:SPF:0000177642","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"3",NA,"USP","SPF","132491","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Elias, SI","2004-01-01T00:00:00.000+0000",NA,"61600","Hatschbach, G",1995,1,17,"Brazil","Espírito Santo","Domingos Martins","Rod. BR 262, próximo a Vitor Hugo, Rio Jucu Braço Sul. Mata pluvia às margens do rio.",0,0,"Árvore copada, 12 m, pétalas alvas.","BRA:USP:SPF:0000132491","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"4",NA,"NY","NY","233095","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson",NA,NA,"ISOTYPE","459","M. J. N. Rodal",1995,2,4,"Brazil","Pernambuco",NA,"Brejo de Madre de Deus, Butiri",0,0,NA,"72ac85aa-604e-4dd2-aaad-c09c5dab5e8b","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"5",NA,"UFRPE","PEUFR","17788","Byrsonima pedunculata subsp. kunth","Malpighiaceae","Byrsonima","pedunculata","kunth","subsp. kunth","W.R.Anderson","1997-01-01T00:00:00.000+0000","ISOTYPE","459","M.J.N. Rodal; M.F.Sales",1995,2,4,"Brazil","Pernambuco","Brejo da Madre de Deus",NA,NA,NA,"Árvore com ca. De 7m, folhas concolor, flores com sépalas esverdeadas e pétalas alvas.","BRA:UFRPE:PEUFR:0000017788","Byrsonima pedunculata subsp. kunth",NA,NA,NA,NA
"6","2010-02-05T15:46:40.000+0000","CAS","BOT-BC","123131","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson",NA,NA,"ISOTYPE","459","Rodal, M. J. N.; Sales, M. F.",1995,4,NA,"Brazil","Pernambuco",NA,"Brejo da Madre de Deus, Bituri. (Brejos de Altitude de Pernambuco)",NA,NA,"Arvore com ca. de 7 m., folhas concolor, flores com sepalas esverdeadas e petalas alvas.","urn:catalog:CAS:BOT-BC:123131","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"7",NA,"IPA","IPA","46029","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Anderson, W.R.","2015-08-11T00:00:00.000+0000",NA,"81-8981","Andrade-Lima",1981,2,18,"Brazil","Pernambuco","Brejo da Madre de Deus",NA,0,0,NA,"BRA:IPA:IPA:0000046029","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","2964","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson",NA,NA,NA,"845","Ferrari, JM",1980,10,NA,"Brazil","Minas Gerais","Belo Horizonte","Campus da UFMG. Veterinária.",0,0,"Mata;sub-arbusto;cálice c/ 8 glândulas;flores róseas;nº845","BRA:UFMG:BHCB:0000002964","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"9",NA,"UNICAMP","UEC","22796","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Elias, S.I.","2005-01-01T00:00:00.000+0000",NA,"11925","Leitão Filho, H.F.; Martins, F.R.; Shepherd, G.J.; et al.",1980,12,10,"Brazil","Minas Gerais","Lavras","Estrada de Minas Gerais",0,0,"Arbusto até 4 metros, flores creme e rosada.; Em campo rupestre.&nf;A beira de mata úmida.","BRA:UNICAMP:UEC:0000022796","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
"10",NA,"MBM","MBM","68538","Byrsonima pedunculata W.R.Anderson","Malpighiaceae","Byrsonima","pedunculata",NA,"W.R.Anderson","Elias-Rolim, SI",NA,NA,"12006","Leitão Filho, HF",1980,12,11,"Brazil","Minas Gerais","Lavras","Fazenda Polo, próximo a Reserva Biológica Poço Bonito",0,0,NA,"BRA:MBM:MBM:0000068538","Byrsonima pedunculata W.R.Anderson",NA,NA,NA,NA
