"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","157157","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.","Anderson, W.R.",NA,NA,"10736",NA,"Mike Hopkins",1987,10,24,"Brazil","Amazonas",NA,"Cucuí. Rio Xié., Rio Xié, 30 min. de motor de popa acima da boca e pouco abaixo da comunidade Batista de São José",-67.17,0.966667,NA,"urn:catalog:inpa:herbarium:165207",NA,"Burdachia duckei Steyerm."
"2",NA,"NY","NY","2360913","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"10736",NA,"W. A. Rodrigues",1987,10,24,"Brazil","Amazonas",NA,"Rio Xie, 30 minutos de motor de popa acima da boca acima da boca e pouco abaixo da comunidade Batista de Sao Jose",-67.17,0.966667,NA,"928a7a9e-ca6d-4c92-aadb-d9f1173ecf91",NA,"Burdachia duckei Steyerm."
"3",NA,"Faculdade São Lucas (FSL)","HFSL","847","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.","Anderson, W.R.","1989-01-01T00:00:00.000+0000",NA,"10736",NA,"Rodrigues, W.A.",1987,10,24,"Brazil","Amazonas","Cucuí","Rio Xié, Rio Xié, 30 min. de motor de popa acima da boca e pouco abaixo da comunidade Batista de São José",-67.166667,0.966667,"Árvore ocasional à beira do rio; flores róseas; frutos jovens esverdeados. ; DE","BRA:FSL:HFSL:0000000847",NA,"Burdachia duckei Steyerm."
"4",NA,"UFV","VIC","44812","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"s.n.",NA,"Varejão, Mde J",1986,11,NA,"Brazil","Amazonas","Rio Cueiras","Igarapé da Cachoeira",0,0,"Sem dados de coleta.","BRA:UFV:VIC:0000044812",NA,"Burdachia duckei Steyerm."
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","130464a","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.","Anderson, W.R.","1990-01-01T00:00:00.000+0000",NA,"1270",NA,"Mike Hopkins",1982,5,30,"Brazil","Amazonas",NA,"Rio Tarumã-Açu., Rio Tarumã-Açu between Cachoeira Baixa de Tarumã and the Manaus Yacht Club",NA,NA,NA,"urn:catalog:inpa:herbarium:115650",NA,"Burdachia duckei Steyerm."
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","80428","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"INPA80428",NA,"Mike Hopkins",1978,12,8,"Brazil","Amazonas",NA,"Rio Ariaú, afluente do rio Negro, ao lado direito ( subindo o rio Negro )",NA,NA,NA,"urn:catalog:inpa:herbarium:243610",NA,"Burdachia duckei Steyerm."
"7",NA,"US","Botany","2929468","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"23741",NA,"G. T. Prance & E. Lleras",1976,7,7,"Brazil","Amazonas",NA,"Rio Tarumâzinho",NA,NA,NA,"http://n2t.net/ark:/65665/30211dcaa-8134-4ddb-8e73-04b57dbb9f17",NA,"Burdachia duckei Steyerm."
"8",NA,"US","Botany","2860889","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"21729",NA,"K. Kubitzki, J. C. Ongley & J. F. Ramos",1974,3,30,"Brazil","Amazonas",NA,"Rio Cuieiras, 50 Km upstream, igapó near the farm of Sr. Nemerio",NA,NA,NA,"http://n2t.net/ark:/65665/34abfbe1e-c0b6-45ea-bcf4-cafda4bbeb38",NA,"Burdachia duckei Steyerm."
"9",NA,"NY","NY","2360915","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.",NA,NA,NA,"17867",NA,"G. T. Prance",1973,9,13,"Brazil","Amazonas",NA,"Rio Brancinho",-60.3608,-2.2761,NA,"dad49c9f-6aad-410d-ad41-62687e879475",NA,"Burdachia duckei Steyerm."
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","41171","Burdachia duckei Steyerm.","Malpighiaceae","Burdachia","duckei",NA,"Steyerm.","Anderson, W.R.","1990-01-01T00:00:00.000+0000",NA,"17867",NA,"Mike Hopkins",1973,9,14,"Brazil","Amazonas",NA,"Rio Brancinho",NA,NA,NA,"urn:catalog:inpa:herbarium:141305",NA,"Burdachia duckei Steyerm."
