"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceID","acceptedNameUsage"
"1",NA,"F","Botany","V0077217F","Acmanthera cowanii W.R.Anderson","Malpighiaceae","Acmanthera","cowanii","W.R.Anderson","ISOTYPE",38597,"R. S. Cowan",1954,11,25,"Brazil",NA,NA,NA,-52.8731,-10.8339,"ef44bebb-49ce-40af-97af-f0b9b82259fe","Acmanthera cowanii W.R.Anderson"
"2",NA,"NY","NY","55061","Acmanthera cowanii W.R.Anderson","Malpighiaceae","Acmanthera","cowanii","W.R.Anderson","ISOTYPE",38597,"R. S. Cowan",1954,11,25,"Brazil","AmapÃ¡",NA,"Rio Amaparia from Serra do Navio Camp to Porto Terezinha, left bank.",0,0,"b127e2df-6ea4-4c91-bf0a-fa96bfa13b2a","Acmanthera cowanii W.R.Anderson"
