"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","227399","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"805",NA,"Almeida, R.F.",2015,12,7,"Brazil","São Paulo","Itanhaém","BR-101",NA,NA,NA,"BRA:UEFS:HUEFS:0000227399",NA,"Byrsonima ligustrifolia Mart."
"2",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA116570","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Souza, V.C.","2012-01-01T00:00:00.000+0000",NA,"34052",NA,"Souza, V.C.",2012,1,3,"Brazil","São Paulo","Miracatu",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA116570",NA,"Byrsonima ligustrifolia Mart."
"3",NA,"UNICAMP","UEC","176040","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Stival-Santos, A.","2010-01-25T00:00:00.000+0000",NA,"1647",NA,"Stival-Santos, A.; Legal, E.; Silveira, S.",2010,2,1,"Brazil","Santa Catarina","Angelina","Rancho das Tábuas,&nf;27º 37' 49''S&nf;49º 02' 58''O&nf;590m alt.",-49.049722,-27.54,"Florística IFFSC314 (Arbórea);altura 8m; fruto imaturo verde.; Ecótono Floresta Ombrófila Densa e F.O. Mista; estágio suces.: avançado.","BRA:UNICAMP:UEC:0000176040",NA,"Byrsonima ligustrifolia Mart."
"4",NA,"UFPI","TEPB","29729","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"68",NA,"Sousa, R. S.",2009,1,11,"Brazil","Piauí","Cajueiro da Praia","Terreno do Sr. Oliveira",-41.417306,-2.928056,"arbusto com inflorescência amarela e frutos amarelos Ambiente: Tabuleiro <ll>dwc_commonname:</ll> murici-pitanga","BRA:UFPI:TEPB:0000029729",NA,"Byrsonima ligustrifolia Mart."
"5",NA,"Universidade Federal do Paraná, UFPR","EFC","12051","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Blum, C.T.","2009-12-02T00:00:00.000+0000",NA,"686",NA,"Blum, C.T.; Brotto, M.L.; Mancinelli, W.S.",2009,12,2,"Brazil","Paraná","Morretes","Serra da Prata",-48.6987,-25.614,"Árvore com aprox. 12m de altura, aos 830 m.s.n.m. Flores rosa-claro até vermelha.","BRA:UFPR:EFC:0000012051",NA,"Byrsonima ligustrifolia Mart."
"6",NA,"UNICAMP","UEC","200227","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"M632",NA,"Padgurschi, M.C.G.; Belinello, R.",2009,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.183333,-23.4,"Parcela M - Projeto Biota-FAPESP. Árvore com 11 metros de altura. Frequência da espécie na parcela: n=3","BRA:UNICAMP:UEC:0000200227",NA,"Byrsonima ligustrifolia Mart."
"7",NA,"UFPI","TEPB","26730","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"11",NA,"Sousa, R. S.",2008,4,4,"Brazil","Piauí","Ilha Grande","Depois da primeira lagoa após a Lagoa Pantanal",-41.804333,-2.843361,"arbusto com inflorescência amarela e frutos amarelos Ambiente: Tabuleiro <ll>dwc_commonname:</ll> murici-pitanga","BRA:UFPI:TEPB:0000026730",NA,"Byrsonima ligustrifolia Mart."
"8",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA105609","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","M. Sobral","2008-04-01T00:00:00.000+0000",NA,"1761",NA,"Gasper, A.L.",2008,5,5,"Brazil","Santa Catarina","Petrolândia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA105609",NA,"Byrsonima ligustrifolia Mart."
"9",NA,"IF","SPSF","40012","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","G.A.D.C. Franco","2008-05-27T00:00:00.000+0000",NA,"931",NA,"F.M.Souza & R.C.Sousa & H.F.A.Pereira & L.G.L.Araújo",2007,10,18,"Brazil","Sp","São Paulo","Parque Estadual do Jaraguá",-46.765833,-23.452778,"COLETA: Arbusto, 1,20m. Botões verdes.; GEOGRAFIA: Trilha do Pai Zé;","BRA:IF:SPSF:0000040012",NA,"Byrsonima ligustrifolia Mart."
"10",NA,"IF","SPSF","37816","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","G.A.D.C. Franco","2006-04-01T00:00:00.000+0000",NA,"25",NA,"R.T. Polisel",2006,4,6,"Brazil","Sp","Juquitiba","Rio Juquiá.",-47.1,-23.966667,"COLETA: Árvore 7 m, com frutos imaturos verdes.;","BRA:IF:SPSF:0000037816",NA,"Byrsonima ligustrifolia Mart."
