"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"NY","NY","01418868","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","R. Reis",NA,"852","S. A. da M. Souza",1987,1,27,"Brazil","ParÃ¡",NA,"Rio Xingu.  Reserva indÃ­gena dos Assurinis.",0,0,NA,"e1e12e59-1ea3-4c46-85f7-f3d4d97983b6","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"2",NA,"USP","SPF","156237","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","Santos, RR","1987-01-01T00:00:00.000+0000","862","Dias, ATG",1987,1,24,"Brazil","Pará","Altamira","Rio Xingu",0,0,NA,"BRA:USP:SPF:0000156237","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"3",NA,"IEPA","HAMAB","1135","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","Bemerguy",NA,"450","Maciel, U.N.",1979,12,7,"Brazil","Pará","Paragominas","Itinga do Pará",0,0,"µrvore de 9m; fruto imaturo.&nf;Col. madeira.","BRA:IEPA:HAMAB:0000001135","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"4",NA,"NY","NY","01418869","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","I. Bemerguy","1980-06-23T00:00:00.000+0000","450","U. N. Maciel",1979,12,7,"Brazil","Pará",NA,"Itinga do Pará, Fazenda Caboré.",-47.538503,-4.436442,NA,"c5735045-2679-4a99-99d5-48ca724de935","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","131016","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","Bemerguy, I.","1980-06-01T00:00:00.000+0000","450","Mike Hopkins",1979,12,7,"Brazil","Pará",NA,"Itinga, Fazenda Cabore.",NA,NA,NA,"urn:catalog:inpa:herbarium:95363","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"6",NA,"NY","NY","01418871","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","I. Bemerguy","1980-06-23T00:00:00.000+0000","450","U. N. Maciel",1979,12,7,"Brazil","Pará",NA,"Itinga do Pará, Fazenda Caboré.",-47.538503,-4.436442,NA,"79e1438d-0f51-407e-b37c-0b07d2a85550","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"7","2014-07-22T12:21:06.000+0000","JBRJ","RB","RB00306621","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,"13304","J.M. Pires",1973,10,28,"Brazil","Pará","Belém","IPEAN.",NA,NA,"Amostra para estudo químico nº 92","urn:catalog:JBRJ:RB:306621","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"8",NA,"UnB","UB","190704","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,"13304","Pires, JM",1973,10,28,"Brazil","Pará","Belém","IPEAN.",0,0,"Amostra para estudo químico nº 92.&nf;NY 1418870 e RB 374143","BRA:UnB:UB:0000190704","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"9",NA,"NY","NY","01418870","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,"13304","J. M. Pires",1973,11,20,"Brazil","ParÃ¡",NA,"IPEAN.",-48.44475,-1.438098,NA,"26a9c5db-15e9-4781-a142-82fb7f4a1ac5","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"10",NA,"US","Botany","2652915","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,"66","S. Vogel",1964,10,10,"Brazil","Pará",NA,"Niedriger Baum, Capoeira ""Black"" auf dem Territorium der I.N.P.A.",NA,NA,NA,"http://n2t.net/ark:/65665/368b058bb-a600-429d-a715-5eccff6a104b","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"11",NA,"IAC","IAC","12785","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh","M.E.G. Sobral","2018-07-08T00:00:00.000+0000","1854","J.M. Pires",1950,1,5,"Brazil","Pará",NA,NA,NA,NA,"Planta recebidas do Instituto Agronômicos do Norte, do Sr. J. Murça Pires em maio de 1950","BRA:IAC:IAC:0000012785","Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
"12",NA,"ULM","Herbarium University Ulm","8242","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eugenia belemitana McVaugh",NA,NA,NA,NA,NA,NA
