"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","2017-08-08T16:11:30.000+0000","JBRJ","RB","RB01349102","Myrcia ruschii B.S.Amorim","Myrtaceae","Myrcia","ruschii","B.S.Amorim","B.S. Amorim",NA,NA,"2035","B.S. Amorim; J.R. Maciel",2014,9,9,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha do Palmito",-40.531389,-19.965,NA,"urn:catalog:JBRJ:RB:1349102","Myrcia ruschii B.S.Amorim",NA,NA,NA,NA,NA
"2",NA,"MBML","MBML-HERBARIO","25046","Myrcia ruschii B.S.Amorim","Myrtaceae","Myrcia","ruschii","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","8278","L. Kollmann; et al",2005,9,2,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Arvoreto 8m. Fuste 6m, DAP 12 cm, sépalas marrons, pétalas esbranquiçadas.","BRA:MBML:MBML-HERBARIO:0000025046","Myrcia ruschii B.S.Amorim",NA,NA,NA,NA,NA
"3",NA,"UFPE","UFP","75973","Myrcia ruschii B.S.Amorim","Myrtaceae","Myrcia","ruschii","B.S.Amorim","Amorim, B.S.","2017-04-01T00:00:00.000+0000",NA,"8278","Kollmann, L.",2005,9,2,"Brazil","Espírito Santo","Santa Teresa","Estação Bilógica de Santa Lúcia-Trilha do Palmiteiro.",0,0,"DESC:Arvoreto 8m. Fuste 6m, DAP 12CM, Sépalas marrons, pétalas esbranquiçadas.;","BRA:UFPE:UFP:0000075973","Myrcia ruschii B.S.Amorim",NA,NA,NA,NA,NA
"4",NA,"MBML","MBML-HERBARIO","14550","Myrcia ruschii B.S.Amorim","Myrtaceae","Myrcia","ruschii","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","3931","L. Kollmann; et al",2001,6,13,"Brazil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito",-40.583333,-19.984167,"Arvoreto 7m. DAP 4cm. Fuste 6m. Caule, nervuras pedúnculo botões, frutos com pêlos marrons avermelhados.","BRA:MBML:MBML-HERBARIO:0000014550","Myrcia ruschii B.S.Amorim",NA,NA,NA,NA,NA
"5",NA,"MBML","MBML-HERBARIO","5669","Myrcia ruschii B.S.Amorim","Myrtaceae","Myrcia","ruschii","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","1315","W. Boone; et al",1989,7,12,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Escandente com pêlos marrons. Frutos amarelos claros. Semi-sombra.","BRA:MBML:MBML-HERBARIO:0000005669","Myrcia ruschii B.S.Amorim",NA,NA,NA,NA,NA
