"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","modified","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1","USP","SPF",214615,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Santos, MF","2015-01-01T00:00:00.000+0000","828","Santos, MF",2012,2,12,"Brazil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina, Trilha Guiné-Pati, depois da subida da trilha a partir de Guiné, no platô.",-41.508167,-12.757667,"Arvoreta, 2,5 m alt. Folha com face abaxial opaca. Ráquis da infrutescência verde. Fruto imaturo verde, cálice idem; receptáculo ocre. Amostra armazenada em sílica-gel. Material prensado em álcool.; Vegetação arbórea na margem de cór","BRA:USP:SPF:0000214615","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"2","NY","NY",2532584,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","B. S. Amorim","2015-09-01T00:00:00.000+0000","92","F. Hurbath",2011,1,11,"Brazil","Bahia",NA,"Chapada Diamantina. Córrego do boiadeiro.",-42.5228,-14.5347,NA,"eca408af-6cbe-4713-9c1e-5fcd026ffae7","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"3","UEFS","HUEFS",174049,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","M.Sobral","2016-01-01T00:00:00.000+0000","9667","Melo, E.",2011,4,30,"Brazil","Bahia","Morro do Chapéu","Estrada para a gruta da Boa Esperança.",-41.12,-11.915556,"Cerrado.","BRA:UEFS:HUEFS:0000174049","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"4","Universidade Federal da Bahia (UFBA)","ALCB",73980,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Guedes, ML","2016-12-01T00:00:00.000+0000","27","Santana, FA; Guedes, ML; Valadão, RM; Santos, JS; Sousa, DC de; Nogueira, T; Carvalho, G",2006,8,3,"Brazil","Bahia","Miguel Calmon","Piemonte da Diamantina",-40.520833,-11.346389,"Altura ca. 4,0m. Folhas coriáceas discolores. Inflorecência axilar. Frutos 'de vez' laranjas, maduros vináceos.","BRA:UFBA:ALCB:0000073980","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"5","UEFS","HUEFS",91692,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","M.Sobral","2016-01-01T00:00:00.000+0000","321","Nascimento, J.G.A.do",2005,1,21,"Brazil","Bahia","Mucugê","Serra do Gobira.",-41.379444,-13.073333,NA,"BRA:UEFS:HUEFS:0000091692","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"6","UEFS","HUEFS",94676,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","M.Sobral","2016-01-01T00:00:00.000+0000","440","Cardoso, D.",2005,4,17,"Brazil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina, Serra do Esbarrancado.",-41.509167,-12.730833,"Campo rupestre.","BRA:UEFS:HUEFS:0000094676","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"7","USP","SPF",171407,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Amorim, BS","2014-12-01T00:00:00.000+0000","720","Conceição, AA",2000,1,17,"Brazil","Bahia","Mucugê",NA,0,0,NA,"BRA:USP:SPF:0000171407","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"8","USP","SPF",123418,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Amorim, BS","2014-12-01T00:00:00.000+0000","494","Conceição, AA",1997,4,5,"Brazil","Bahia","Palmeiras",NA,0,0,NA,"BRA:USP:SPF:0000123418","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"9","Universidade Federal da Bahia (UFBA)","ALCB",37384,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Guedes, ML","2016-12-01T00:00:00.000+0000","PCD1585","Giulietti, AM; Funch, L",1995,2,6,"Brazil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha, ao longo do córrego Chapadinha",-41.418611,-12.450833,"4,00 m. Folhas simples, discolores, face adaxial de verde mais escuro. Flores com hipano e cálice amarelo-esverdeado; pétalas, filetes e anteras alvas e perfumadas. Planta com formiga. Ocasional.; Mata ciliar ao longo do córrego Chapa","BRA:UFBA:ALCB:0000037384","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"10","USP","SPF",94931,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Amorim, BS","2014-12-01T00:00:00.000+0000","CFCR14325","Harley, RM",1994,2,21,"Brazil","Bahia","Mucugê",NA,-41.342222,-12.975,NA,"BRA:USP:SPF:0000094931","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"11","UEFS","HUEFS",21173,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","M.Sobral","2016-01-01T00:00:00.000+0000","PCD1490","Guedes, M.L.S.",1994,11,29,"Brazil","Bahia","Lençóis","Morro da Chapadinha.",-41.433333,-12.45,"Terreno plano fraturado, com instalação de espécies arbustivas e arbóreas. Afloramento rochoso de arenito.","BRA:UEFS:HUEFS:0000021173","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"12","Universidade Federal da Bahia (UFBA)","ALCB",48123,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Guedes, ML","2016-12-01T00:00:00.000+0000","PCD1490","Guedes, ML; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argolo, AS",1994,12,29,"Brazil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha",-41.440278,-12.459722,"8,00 m. Folhas simples, coriáceas, discolores. Flores com sépalas averlhadas.; Terreno plano fraturado, rochoso, com instalação de espécies arbustivas e arbóreas. Afloramento rochoso de arenito.","BRA:UFBA:ALCB:0000048123","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"13","USP","SPF",103627,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Amorim, BS","2014-12-01T00:00:00.000+0000","PCD1490","Guedes, ML",1994,12,29,"Brazil","Bahia","Lençóis","Morro da Chapadinha",-41.440278,-12.459722,NA,"BRA:USP:SPF:0000103627","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
