"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","modified","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","UNICAMP","UEC","187136","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,34,"Kamimura, V.A.; Assis, M.A.",2009,1,14,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba,localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.",-44.844444,-23.355556,"Indivíduo nº C 647.; Floresta Ombrófila Densa de Terras Baixas","BRA:UNICAMP:UEC:0000187136","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"2","UNICAMP","UEC","187135","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,33,"Kamimura, V.A.; Assis, M.A.",2009,2,13,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, localizada ao longo da trilha do Corisco, no Sertãoda Casa da Farinha.",-44.844444,-23.355556,"Indiíduo nº C 1029.; Floresta Ombrófila Densa de Terras Baixas.","BRA:UNICAMP:UEC:0000187135","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"3","UNICAMP","UEC","160960","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,72,"Cavalin, P.O.",2009,3,15,"Brazil","São Paulo","Ubatuba","Sertão da Fazenda",-44.8325,-23.365556,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","BRA:UNICAMP:UEC:0000160960","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"4","UNICAMP","UEC","160897","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,9,"Cavalin, P.O.",2009,6,23,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia",-45.067778,-23.341111,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","BRA:UNICAMP:UEC:0000160897","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"5","IAC","IAC","49679","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","L.D. Meireles","2017-10-15T00:00:00.000+0000",NA,1887,"R.B. Torres; J.A.M.A. Gomes & C.B. Virillo",2008,6,19,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, Casa da Farinha",-45.0711,-23.4339,NA,"BRA:IAC:IAC:0000049679","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"6","UNICAMP","UEC","178174","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,176,"Ramos, E.; Gonçalves, H.R.; Santos, S.",2007,2,9,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio; floresta Ombrófila densa submontana.",-45.113644,-23.730906,"Arvoreta de 2-3m akt.; botões.","BRA:UNICAMP:UEC:0000178174","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"7","IAC","IAC","49187","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","L.D. Meireles","2017-09-15T00:00:00.000+0000",NA,392,"E. Ramos; H.R. Gonçalves & S. Santos",2007,5,4,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F",-45.079465,-23.380814,"Subparcela 38 indivíduo F0512.&nf;Nome popular: araçarana","BRA:IAC:IAC:0000049187","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"8","UFPE","UFP","82266","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Sobral, M.E.G.","2007-05-16T00:00:00.000+0000",NA,1674,"Torres, R.B.",2006,2,22,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio",-45.119722,-23.7275,"HABITAT:Floresta ombrófila densa de encosta.; DESC:Arvoreta 3,5m alt; botões florais brancos envolvidos por brácteas verdes.;","BRA:UFPE:UFP:0000082266","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"9","UFPE","UFP","82268","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Sobral, M.E.G.","2007-05-16T00:00:00.000+0000",NA,1673,"Torres, R.B.",2006,2,22,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio",-45.119722,-23.7275,"HABITAT:Floresta ombral densa de encosta, sub-bosque.; DESC:Arvoreta de 2,5 m de alt; flores com cálice creme, corola e estames brancos.;","BRA:UFPE:UFP:0000082268","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
"10","UNICAMP","UEC","147707","Myrcia congestiflora Caliari & V.C.Souza","Myrtaceae","Myrcia","congestiflora","Caliari & V.C.Souza","Meireles, L.D.","2017-09-01T00:00:00.000+0000",NA,106,"Campos, M.C.R.; Assis, M.A.; Guilherme, F.A.G.; Mania, L.; Grejanin, M.",2006,3,27,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",0,0,"indivíduo E0137, altura 5m","BRA:UNICAMP:UEC:0000147707","Myrcia congestiflora Caliari & V.C.Souza",NA,NA,NA,NA,NA,NA
