"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"195",NA,"Instituto de Botânica, IBT","SP","299161","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"883",NA,"Kawasaki, ML; Landrum, LR; Landrum, SS",1995,10,13,"brazil","minas gerais","caete","Serra da Piedade",0,0,NA,"BRA:IBt:SP:0000299161",NA,"Myrcia retorta Cambess.",NA,NA,2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.86804,-43.637744
"196",NA,"UFPR","UPCB","25787","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Uhlmann, A.","1995-08-01T00:00:00.000+0000",NA,NA,NA,"Uhlmann, A.",1994,8,5,"brazil","parana","jaguariaiva","Parque Estadual do Cerrado",NA,NA,"Árvore, ca. 6,5m. Ecótono savana/ floresta..","BRA:UFPR:UPCB:0000025787",NA,"Myrcia arborescens Berg",NA,NA,1000,"Jaguariaíva",4112009,-49.705016,-24.330567,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.330567,-49.705016
"197",NA,"Universidade Estadual de Londrina, UEL","FUEL","17632","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH","1996-05-01T00:00:00.000+0000",NA,"s.n.",NA,"Dias, MC; et al.",1994,10,10,"brazil","parana","tibagi","Canion Guartelá",0,0,"Arvoreta; flores claras. Beira da mata.","BRA:UEL:FUEL:0000017632",NA,"Myrcia arborescens Berg",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"198",NA,"Universidade Estadual de Londrina, UEL","FUEL","12302","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH","1996-04-01T00:00:00.000+0000",NA,"362",NA,"Soares-Silva, LH",1994,11,5,"brazil","parana","tibagi","Salto Santa Rosa",0,0,"Arvore c. 7,0m alt.; botoes florais e flores brancas, casca c. fissuras longitudinais e liquens.","BRA:UEL:FUEL:0000012302",NA,"Myrcia arborescens Berg",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"199",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","5572","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","V.C. Souza","2012-06-11T00:00:00.000+0000",NA,"1044",NA,"G.F. Arbocz",1994,12,1,"brazil","pr","turvo","Coletado nas margens da BR 466 a 3km do trevo da cidade.",NA,NA,NA,"BRA:JBP:HPL:0000005572",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,"NY","NY","616038","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","M. Silveira","1994-01-01T00:00:00.000+0000",NA,"3989",NA,"A. C. Cervi",1994,12,23,"brazil","parana",NA,"Parque Estadual do GuartelÃ¡",-50.3,-24.5,NA,"61cf26e0-77c9-4983-96d9-a0eaa2ebd078",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.5,-50.3
"201","2014-07-22T12:49:55.000+0000","JBRJ","RB","RB00313876","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"153",NA,"E.N. Lughadha",1993,1,21,"brazil","espirito santo","linhares","Reserva Florestal da CVRD. Reserva Florestal da CVRD",NA,NA,"2 a 5m de altura. Folhas coriáceas.","urn:catalog:JBRJ:RB:313876",NA,"Myrcia retorta Cambess.",NA,NA,2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.66114896,-19.64267182,-19.38214,-40.028138
"202","2014-07-22T12:49:54.000+0000","JBRJ","RB","RB00313868","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","G.M. Barroso","2003-01-01T00:00:00.000+0000",NA,"152",NA,"E.N. Lughadha",1993,1,21,"brazil","espirito santo","linhares","Reserva Florestal de CVRD. Final da estrada Paraju, ant. 211.",NA,NA,"2 a 5m de altura. Com fruto imaturo cor verde. Flor Branca de botão creme. Folhas coriáceas.","urn:catalog:JBRJ:RB:313868",NA,"Myrcia retorta Cambess.",NA,NA,2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.66114896,-19.64267182,-19.38214,-40.028138
"203",NA,"UFPE","UFP","24625","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M.","2006-01-01T00:00:00.000+0000",NA,"2263",NA,"Schlindwein, C.",1993,10,20,"brazil","rio grande do sul","serra geral","São Francisco de Paula-Reserva da PUC, campo, mata mixta de araucaria.",0,0,NA,"BRA:UFPE:UFP:0000024625",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",-53.31683674,-29.7378389,NA,NA
"204",NA,"UNICAMP","UEC","178665","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Kawasaki, M.L.","1996-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Cristina; Jorge; Miriam",1993,11,11,"brazil",NA,NA,"Estrada para Fazenda do Manso. Parque do Itacolomi.",0,0,"Habitat: Capoeira","BRA:UNICAMP:UEC:0000178665",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,"Universidade Estadual de Londrina, UEL","FUEL","18989","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH","1996-01-01T00:00:00.000+0000",NA,"2149",NA,"Francisco das Chagas e Silva; Soares-Silva, LH",1992,12,5,"brazil","parana","imbituva",NA,0,0,"Árvore 10m alt; botões creme-ferrugineos","BRA:UEL:FUEL:0000018989",NA,"Myrcia arborescens Berg",NA,NA,906,"Imbituva",4110102,-50.654306,-25.226099,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.226099,-50.654306
"206","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","186012","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N.J.E.","1994-05-01T00:00:00.000+0000",NA,"3989",NA,"Cervi, AC",1992,12,23,"brazil","parana",NA,"Parque Estadual do Guartelá",NA,NA,NA,"urn:catalog:inpa:herbarium:25223",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"207",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","26123","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","T.O.Pereira, MSobral","2003-01-01T00:00:00.000+0000",NA,"s.n.",NA,"M.C. Brügger; R.C. Forzza; R.G. Silveira",1991,11,23,"brazil","minas gerais","juiz de fora","Distrito de Toledo",0,0,"Arbusto com flores brancas, ocorrendo no campo e borda das matas.","BRA:UFJF:CESJ:0000026123",NA,"Myrcia retorta Cambess.",NA,NA,1798,"Juiz de Fora",3136702,-43.46587,-21.745758,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.745758,-43.46587
"208",NA,"MBM","MBM","175716","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M",NA,NA,"132",NA,"Pedralis, D; et al.",1991,11,27,"brazil","minas gerais","ouro preto","Estação Ecológica do Tripuí",0,0,NA,"BRA:MBM:MBM:0000175716",NA,"Myrcia arborescens Berg",NA,NA,2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.391209,-43.611642
"209",NA,"MBM","MBM","161251","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"3608",NA,"Cervi, AC; et al.",1991,12,17,"brazil","parana","jaguariaiva","Rod. PR-151, próximo a ponte sobre o Rio das Mortes",0,0,NA,"BRA:MBM:MBM:0000161251",NA,"Myrcia arborescens Berg",NA,NA,1000,"Jaguariaíva",4112009,-49.705016,-24.330567,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.330567,-49.705016
"210",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","52841","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"s.n.",NA,"Vasconcelos, MF de",1990,4,14,"brazil","minas gerais","catas altas","Serra do Caraça.",0,0,NA,"BRA:UFMG:BHCB:0000052841",NA,"Myrcia retorta Cambess.",NA,NA,2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.07551,-43.408175
"211",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","17301","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"s.n.",NA,"Torquato, MGV; et al.",1989,9,13,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,NA,"BRA:UFMG:BHCB:0000017301",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"212",NA,"UFRGS","ICN","096234","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M","1992-01-01T00:00:00.000+0000",NA,"53575",NA,"Hatschbach, G; Nicolack, V",1989,11,19,"brazil","pr","pirai do sul","Estrada do Cerne, Serra das Furnas",0,0,"Pequena árvore de 5 m de altura; flores alvas odoríferas.; Mata dos Peraus","BRA:UFRGS:ICN:0000096234",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA016363","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"53575",NA,"Hatschbach, G. ; Nicolack, V.",1989,11,19,"brazil","parana","pirai do sul",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA016363",NA,"Myrcia retorta Cambess.",NA,NA,982,"Piraí do Sul",4119400,-49.937452,-24.470226,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.470226,-49.937452
"214",NA,"MBM","MBM","153666","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"26498",NA,"Mattos, J; et al.",1989,11,30,"brazil","parana","guarapuava","Km 46 da rodovia para Ponta Grossa",0,0,NA,"BRA:MBM:MBM:0000153666",NA,"Myrcia arborescens Berg",NA,NA,889,"Guarapuava",4109401,-51.494887,-25.377378,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.377378,-51.494887
"215",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","18312","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2012-04-01T00:00:00.000+0000",NA,"99",NA,"Atalla, NC; et al.",1989,11,16,"brazil","minas gerais","belo horizonte","Reserva da Mutuca - COPASA.",0,0,NA,"BRA:UFMG:BHCB:0000018312",NA,"Myrcia retorta Cambess.",NA,NA,2451,"Belo Horizonte",3106200,-43.960102,-19.90276,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.90276,-43.960102
"216",NA,"UFRGS","ICN","096233","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M","1992-01-01T00:00:00.000+0000",NA,"93",NA,"Nicolack, V; Ribas, OS",1989,12,15,"brazil","pr","colombo","Campestre",0,0,"Árvore de 4 m de alura; flores alvescentes.; Mata","BRA:UFRGS:ICN:0000096233",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,"Universidade Estadual de Londrina, UEL","FUEL","7832","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M","1993-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Colli, S; et al.",1989,12,12,"brazil","parana","tibagi","Sitio Estrela, Vale do Rio Iapo.Saltinho",0,0,"Arbusto ca. 1,5m alt; frutos avermelhados. Em Campo.","BRA:UEL:FUEL:0000007832",NA,"Myrcia arborescens Berg",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"218","2018-08-21T16:08:38.000+0000","JBRJ","RB","RB00310165","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","D. F. Lima",NA,NA,"599",NA,"M. Peron",1988,1,13,"brazil","minas gerais","caete","Serra da Piedade, 1300-1400mam.",NA,NA,"Arbusto 2m, heliófilo, frutos verdes amarelos e vinosos","urn:catalog:JBRJ:RB:310165",NA,"Myrcia retorta Cambess.",NA,NA,2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.86804,-43.637744
"219","2018-08-21T16:08:39.000+0000","JBRJ","RB","RB00310214","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","D. F. Lima",NA,NA,"624",NA,"M.Peron",1988,1,16,"brazil","minas gerais","belo horizonte","Serra da Muda, Reserva da MBR.",NA,NA,"Arbusto 1,5m, heliofilo, frutos vermelhos","urn:catalog:JBRJ:RB:310214",NA,"Myrcia retorta Cambess.",NA,NA,2451,"Belo Horizonte",3106200,-43.960102,-19.90276,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.90276,-43.960102
"220",NA,"IF","SPSF","12608","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"611",NA,"M.J.Robim",1988,11,16,"brazil","sp","campos do jordao","P.E. de Campos do Jordão",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000012608",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,"Universidade Estadual de Londrina, UEL","FUEL","6096","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Ribeiro, C","2013-04-12T00:00:00.000+0000",NA,"375",NA,"Dias, MC; et al.",1988,12,5,"brazil","parana","jaguariaiva","Faixa de vegetação arbórea em grota no cerrado",0,0,"Arvore 8 m. Frutos avermelhados e maduros pretos.","BRA:UEL:FUEL:0000006096",NA,"Myrcia retorta Cambess.",NA,NA,1000,"Jaguariaíva",4112009,-49.705016,-24.330567,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.330567,-49.705016
"222",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","14557","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"s.n.",NA,"Sousa, HC",1987,10,7,"brazil","minas gerais","lima duarte","Parque Estadual do Ibitipoca",0,0,NA,"BRA:UFMG:BHCB:0000014557",NA,"Myrcia retorta Cambess.",NA,NA,1776,"Lima Duarte",3138609,-43.887694,-21.799694,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.799694,-43.887694
"223",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","35324","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2012-04-01T00:00:00.000+0000",NA,"7",NA,"Simeão, RM",1987,10,3,"brazil","minas gerais","caete","Serra da Piedade",0,0,NA,"BRA:UFMG:BHCB:0000035324",NA,"Myrcia retorta Cambess.",NA,NA,2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.86804,-43.637744
"224",NA,"UEFS","HUEFS","100042","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"464",NA,"Peron, M.",1987,11,17,"brazil","minas gerais","ouro preto","Reserva do Tripui (CETEC_MG).",NA,NA,NA,"BRA:UEFS:HUEFS:0000100042",NA,"Myrcia arborescens Berg",NA,NA,2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.391209,-43.611642
"225",NA,"Instituto de Botânica, IBT","SP","315640","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"531",NA,"Peron, M",1987,11,17,"brazil","minas gerais","ouro preto","Distrito da Chapada, Cachoeira do Castelinho.",0,0,NA,"BRA:IBt:SP:0000315640",NA,"Myrcia retorta Cambess.",NA,NA,2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.391209,-43.611642
"226","2018-08-21T16:08:43.000+0000","JBRJ","RB","RB00310169","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","D. F. Lima",NA,NA,"463",NA,"M.Perón",1987,11,17,"brazil","minas gerais","ouro preto","Reserva do Tripuí.",NA,NA,"arbusto + ou - 1,5m, heliófilo, ramoso, folhas coriaceas, verde escuro na superficie superior, falidas na inferior, frutos verdes, amarelados e vinosos","urn:catalog:JBRJ:RB:310169",NA,"Myrcia retorta Cambess.",NA,NA,2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.391209,-43.611642
"227",NA,"Universidade Estadual Paulista, UNESP","BOTU","17336","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"65",NA,"Carmello, S.C.",1987,11,6,"brazil","sao paulo","camppos do jordao","Pico de Itapeva e arredores",-45.5,-22.75,NA,"BRA:UNESPIBB:BOTU:0000017336",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.73276064,-22.26541286,-22.75,-45.5
"228",NA,"NY","NY","00906446","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","P. O. Rosa","2011-01-01T00:00:00.000+0000",NA,"CFCR10159",NA,"T. B. Cavalcanti",1986,9,6,"brazil","minas gerais",NA,"Grao Mogol. Faz. Boa Vista. PrÃ³ximo a torre de TV",0,0,NA,"2a7eb35f-6c4c-42df-b595-b9ab6f33af1c",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"229",NA,"Cenargen","CEN","99587","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. F. Santos","2007-01-01T00:00:00.000+0000",NA,"10214",NA,"Inês Cordeiro - CFCR",1986,9,8,"brazil","mg","rio vermelho","Pedra Menina, Serra do Ambósio, Espigão do Meio. faz. Vargem do Anjo",NA,NA,"Sépalas verdes pétalas alvas, estiletes e filetes alvos, anteras amarelo-claras, Doação Departamento de Botânica - Universidade de São Paulo. Flora de Campos Rupestres. SPF nº 44679","BRA:Cenargen:CEN:0000099587",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2017-10-31T12:58:30.000+0000","JBRJ","RB","RB01373259","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M.F.Santos","2017-01-01T00:00:00.000+0000",NA,"s.n.",NA,"I. Cordeiro; et al.",1986,9,8,"brazil","minas gerais","rio vermelho","Pedra Menina. Serra do Ambrósio. Espigão do Meio. Faz. Vargem do Anjo",NA,NA,NA,"urn:catalog:JBRJ:RB:1373259",NA,"Myrcia retorta Cambess.",NA,NA,2759,"Rio Vermelho",3156007,-43.055899,-18.254851,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-18.254851,-43.055899
"231",NA,"NY","NY","00906839","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Santos","2017-01-01T00:00:00.000+0000",NA,"CFCR10214",NA,"I. Cordeiro",1986,9,8,"brazil","minas gerais",NA,"Rio Vermelho. Pedra Menina. Serra do AmbrÃ³sio. Espigao do Meio. Faz. Vargem do Anjo",-43.0594,-18.1422,NA,"4ede8017-91c1-4f38-aeaa-0b8e2067f2b6",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.1422,-43.0594
"232",NA,"IF","SPSF","10550","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"412",NA,"M.J.Robim",1986,9,9,"brazil","sp","campos do jordao","P.E. de Campos do Jordão",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000010550",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,"Universidade Estadual de Londrina, UEL","FUEL","23887","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Ribeiro, C","2013-04-12T00:00:00.000+0000",NA,"s.n.",NA,"Alves, J; et al.",1986,10,23,"brazil","parana","ventania","Sítio Pinheiro",0,0,"Arvoreta 3m, botões cremes.","BRA:UEL:FUEL:0000023887",NA,"Myrcia retorta Cambess.",NA,NA,1024,"Ventania",4128534,-50.245328,-24.176615,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.176615,-50.245328
"234",NA,"MBM","MBM","49347","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"3133",NA,"Leitão Filho, HF; et al.",1986,10,8,"brazil","sao paulo","jundiai","Serra do Japí, ca. 10 Km SW de Jundiaí",0,0,NA,"BRA:MBM:MBM:0000049347",NA,"Myrcia arborescens Berg",NA,NA,1271,"Jundiaí",3525904,-46.912706,-23.194593,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-23.194593,-46.912706
"235",NA,"UNICAMP","UEC","118538","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, L.H.","2001-01-01T00:00:00.000+0000",NA,"23887",NA,"Pilla, J.C.",1986,10,29,"brazil","parana","ventania","Sítio Pinheiro",0,0,"Arvoreta 3 m dealt, botões cremes.","BRA:UNICAMP:UEC:0000118538",NA,"Myrcia arborescens Berg",NA,NA,1024,"Ventania",4128534,-50.245328,-24.176615,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.176615,-50.245328
"236",NA,"IF","SPSF","28229","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,NA,NA,"J.C.Pilla",1986,10,29,"brazil","pr","ventania",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000028229",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","8644","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2004-01-01T00:00:00.000+0000",NA,"33",NA,"Horta, MB; et al.",1986,12,12,"brazil","minas gerais","caraca","Caminho para Belchior.",0,0,NA,"BRA:UFMG:BHCB:0000008644",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,NA,NA
"238","2018-08-21T16:08:41.000+0000","JBRJ","RB","RB00310220","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","D. F. Lima",NA,NA,"033",NA,"M.B.Horta",1986,12,12,"brazil","minas gerais",NA,"Caraça. Caminho p/Cach. do Belchior.",NA,NA,"fruto avermelhado","urn:catalog:JBRJ:RB:310220",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"239",NA,"UFSJ","HUFSJ","6406","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2014-01-01T00:00:00.000+0000",NA,"413",NA,"Roderjan, CV",1985,1,9,"brazil","parana","ponta grossa","Margem da BR - 376. Floresta Ombrófila Mista Montana.",0,0,"Árvore em capão, flores brancas.","BRA:UFSJ:HUFSJ:0000006406",NA,"Myrcia retorta Cambess.",NA,NA,912,"Ponta Grossa",4119905,-50.080932,-25.14133,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.14133,-50.080932
"240",NA,"US","Botany","3207156","Myrcia itambensis Berg",NA,"Myrtaceae","Myrcia","itambensis","Berg",NA,NA,NA,"49768",NA,"G. Hatschbach & F. J. Zelma",1985,9,16,"brazil","minas gerais",NA,"Biri-Biri",NA,NA,NA,"http://n2t.net/ark:/65665/3b1656768-b649-4afa-beca-d4ab961dd10c",NA,"Myrcia itambensis Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-18.45798563,-44.65770348
"241",NA,"UFRGS","ICN","083492","Myrcia itambensis Berg",NA,"Myrtaceae","Myrcia","itambensis","Berg","Sobral, M","1988-05-01T00:00:00.000+0000",NA,"49768",NA,"Hatschbach, G; Zelma, FJ",1985,9,16,"brazil","mg","diamantina","Biri-Biri",0,0,"Arbusto ramoso de 2 m de altura; flores alvas.; Campo rupestre, afloramentos rochosos","BRA:UFRGS:ICN:0000083492",NA,"Myrcia itambensis Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,"MBM","MBM","104274","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Silveira, N",NA,NA,"50194",NA,"Hatschbach, G; Silva, JM",1985,11,26,"brazil","minas gerais","berilo","Leliveldia",0,0,NA,"BRA:MBM:MBM:0000104274",NA,"Myrcia arborescens Berg",NA,NA,2923,"Berilo",3106507,-42.494763,-16.862213,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-16.862213,-42.494763
