"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","2017-10-15T14:05:06.000+0000","JBRJ","RB","RB01152547","Psidium rotundidiscum Proença & Tuler","Myrtaceae","Psidium","rotundidiscum","Proença & Tuler","A. Tuler",NA,"PARATYPE",4160,"J.E.Q. Faria; V.G. Staggemeier; T.N.C. Vasconcelos; E.J. Lucas",2014,10,19,"Brazil","Bahia","Maracás","Margem da estrada entre Maracás e Planaltino.",-40.472778,-13.388611,"Arvoreta ca. 3 m de altura. Frutos imaturos verdes","urn:catalog:JBRJ:RB:1152547","Psidium rotundidiscum Proença & Tuler",NA,NA,NA,NA,NA
"3","2017-10-15T14:40:44.000+0000","JBRJ","RB","RB00816400","Psidium rotundidiscum Proença & Tuler","Myrtaceae","Psidium","rotundidiscum","Proença & Tuler","A. Tuler","2017-01-01T00:00:00.000+0000","PARATYPE",2005,"L.Y.S. Aona; G.M. Costa, W.O. Fonseca, J.G. Jardim, S. Simões",2013,1,8,"Brazil","Bahia","Boa Nova","Parque Nacional de Boa Nova, Rancho do Sacramento, Gurutunga.",-40.25,-14.35,"Arvoreta 2-3m alt.; ritidoma esfoliante, folhas verdes com face inferior mais clara, as juvenis ferrugíneas, botões florais ferrugíneos","urn:catalog:JBRJ:RB:816400","Psidium rotundidiscum Proença & Tuler",NA,NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","193967","Psidium rotundidiscum Proença & Tuler","Myrtaceae","Psidium","rotundidiscum","Proença & Tuler","A.Stadnik","2018-01-01T00:00:00.000+0000",NA,1217,"Machado, A.F.P.",2013,3,23,"Brazil","Bahia","Boa Nova","Mata de Cipó.",NA,NA,NA,"BRA:UEFS:HUEFS:0000193967","Psidium rotundidiscum Proença & Tuler",NA,NA,NA,NA,NA
"5","2017-10-15T14:40:12.000+0000","JBRJ","RB","RB00264682","Psidium rotundidiscum Proença & Tuler","Myrtaceae","Psidium","rotundidiscum","Proença & Tuler","Amélia Tuler","2017-01-01T00:00:00.000+0000","HOLOTYPE",10049,"S. A. Mori; L. A. M. Silva; J. A. Kallunki & T. S. dos Santos",1978,4,27,"Brazil","Bahia","Maracás","13 a 22 Km ao S. de Maracás, peça antiga rod. para Jequié. .",NA,NA,"Árvore 5m x 15cm .Casca lisa. flores em alcool","urn:catalog:JBRJ:RB:264682","Psidium rotundidiscum Proença & Tuler",NA,NA,NA,NA,NA
