"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"27",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","109524","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,NA,1326,"Kollmann, L; Bausen, E; Pizziolo, W",1998,12,16,"Brazil","Espírito Santo","Santa Teresa","Aparecidinha, Terreno de Luiz Bringhenti",0,0,NA,"BRA:UFMG:BHCB:0000109524","Myrcia verrucosa Sobral"
"29",NA,"IPA","IPA","68276","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Amorim, B.S.","2010-07-21T00:00:00.000+0000",NA,300,"Jost, T.; Ferreira, M.C.; Ferreira, M.C.",1996,5,29,"Brazil","Bahia","Esplanada","Fazenda do Bu, margem da mata do Fundão.",-37.733333,-12.066667,"Árvore ca. 3m de altura, folhas opostas, coriáceas, discolores, glabras; frutos imaturos esverdeados.","BRA:IPA:IPA:0000068276","Myrcia verrucosa Sobral"
"30",NA,"UnB","UB","168605","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Proença, CEB","2010-01-01T00:00:00.000+0000",NA,971,"Landim, MF",1996,8,12,"Brazil","Sergipe","Itaporanga d'Ajuda","P.A 8 de março",-37.31,-11,"Arbusto com ca. 2,5m. frutos em diferentes estágios de maturação.; Mata","BRA:UnB:UB:0000168605","Myrcia verrucosa Sobral"
"32",NA,"UnB","UB","168921","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Proença, CEB","2010-01-01T00:00:00.000+0000",NA,218,"Souza, MFL",1995,3,14,"Brazil","Sergipe","Santa Luzia do Itanhy","Estrada para o Castro- entrada à direita. Beira da trilha.",-37.45,-11.35,"Árvore co ca. de 7,0m de altura. Presença de frutos (carnosos) verdes. associação com formigas.; Mata.","BRA:UnB:UB:0000168921","Myrcia verrucosa Sobral"
"33",NA,"Universidade Federal de Sergipe, UFS","ASE","5954","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Proença, C","2009-01-01T00:00:00.000+0000",NA,210,"Landim, M",1995,3,14,"Brazil","Sergipe","Santa Luzia do Itanhy","Estrada para o Crasto, - entrada á direita. Beira de trilha",-37.424278,-11.378056,"Árvore. 7. m. Presença de frutos carnosos verdes. Associação com formigas. Beira da trilha.; Árvore. 7. m. Presença de frutos carnosos verdes. Associação com formigas. Beira da trilha.; Mata","BRA:UFS:ASE:0000005954","Myrcia verrucosa Sobral"
"35",NA,"UnB","UB","168922","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Proença, CEB","2010-01-01T00:00:00.000+0000",NA,430,"Souza, MFL",1995,6,26,"Brazil","Sergipe","Santa Luzia do Itanhy","Mata do Castro. Borda da Mata.",-37.45,-11.35,"Árvore comcerca de 6,50m de altura. Frutos carnosos imaturos (verdes) e maduros(pretos). Associação com formigas.; Mata.","BRA:UnB:UB:0000168922","Myrcia verrucosa Sobral"
"38",NA,"UFRPE","PEUFR","35255","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","B.S.Amorim","2010-07-22T00:00:00.000+0000",NA,93,"D.R.Siqueira; M.M.Buarque",1995,8,11,"Brazil","Pernambuco","Cabo de Santo Agostinho","Engenho Boa vista",NA,NA,"Árvore de 9m; CAP 28cm; frutos imaturos verdes.","BRA:UFRPE:PEUFR:0000035255","Myrcia verrucosa Sobral"
"39",NA,"UEFS","HUEFS","23008","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M.Ibrahim","2012-02-01T00:00:00.000+0000",NA,623,"Landim, M.",1995,9,15,"Brazil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto.",NA,NA,NA,"BRA:UEFS:HUEFS:0000023008","Myrcia verrucosa Sobral"
"44",NA,"NY","NY","01095590","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral",NA,NA,425,"S. C. de Sant'Ana",1993,10,9,"Brazil","Sergipe",NA,"Cerca de 2,0 km do Distrito de Crasto, na estrada para Ste. Luzia de Itambi",-37.4478844629906,-11.3544256439251,NA,"f671abe1-3d01-41c7-b4ee-c62cf3d7c281","Myrcia verrucosa Sobral"
"45","2014-07-22T12:52:43.000+0000","JBRJ","RB","RB00314712","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M.Sobral","2010-01-01T00:00:00.000+0000",NA,36,"Andrade-Lima; Medeiros-Costa",1977,10,19,"Brazil","Pernambuco","Pernambuco","Cabo, Área-projeto Suape. Mata do Zumbí (Estação BO).",NA,NA,NA,"urn:catalog:JBRJ:RB:314712","Myrcia verrucosa Sobral"
"48",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","57393","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral",NA,NA,105,"J. G. Jardim",NA,NA,NA,"Brazil","Bahia","una","Reserva Biologica do Mico-leão (REBIO) (IBAMA.. Entrada Km 46 BA-001 Ilheus/Una.",-39.083333,-15.15,"Ambiente: Mata Higrofila. Habito: Árvore, ca. 12m.","BRA:CEPLAC:CEPEC:0000057393","Myrcia verrucosa Sobral"
"49",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","88796","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral",NA,NA,2120,"J. G. Jardim",NA,NA,NA,"Brazil","Bahia","una","Reserva Biológica do Mioc-leão (REBIO). (IBAMA). Entrada no Km 46 Rod. BA-001 Ilheus/Uma. Trilha paralela a área de plantação de cacau-cabruca.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore, ca. 20m.","BRA:CEPLAC:CEPEC:0000088796","Myrcia verrucosa Sobral"
