"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1","2017-10-18T16:35:09.000+0000","JBRJ","RB","RB00589420","Gomidesia crocea Berg",NA,"Myrtaceae","Myrcia","crocea","Berg",NA,NA,NA,"1107",NA,"S. de V.A.Pessoa; A.Pintor & A.T.Oliveira",2005,6,27,"Brazil","Rio de Janeiro","Silva Jardim","Fazenda Santa Helena, área I., floresta submontana.",-42.347778,-22.530833,"Árvore, ca. 12m. de altura, heliófila, folhas discolores verdes, frutos imaturos amarelo-esverdeados, ramos e nervuras foliares c/ pelos ferrugíneos, ind. FSh 321.","urn:catalog:JBRJ:RB:589420","Gomidesia crocea Berg",NA,NA,NA
"2",NA,"MBML","MBML-HERBARIO","15944","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","B.S. Amorim/Set.2014",NA,NA,"5296",NA,"L. Kollmann; et al",2002,1,10,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arvoreto 9m. DAP 10m. Fuste 6m. Flores brancas.","BRA:MBML:MBML-HERBARIO:0000015944","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"3",NA,"UFSJ","HUFSJ","2500","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","Sobral, M","2011-01-01T00:00:00.000+0000",NA,"5577",NA,"Kollmann, L; Bausen, E; Pizziolo, W",2002,2,19,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Nova Lombardia. Divisa em frente a sede velha.",0,0,"Arvoreto de 8m. Frutos verdes.","BRA:UFSJ:HUFSJ:0000002500","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"4",NA,"MBML","MBML-HERBARIO","18580","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","M. Sobral/Dez.2002",NA,NA,"1515",NA,"R.R. Vervloet; et al",2002,12,11,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore com 12m, flores de cor branca, folhas parte ventral verde, dorsal com nervuras marrom, dossel 15m.","BRA:MBML:MBML-HERBARIO:0000018580","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"5",NA,"MBML","MBML-HERBARIO","14697","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","M. Sobral/Dez.2002",NA,NA,"1575",NA,"V. Demuner; et al",2000,11,30,"Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti",-40.593889,-19.973333,"Arvoreta 7m de altura, botões florais, flores brancas, folhas jovens e nervuras avermelhadas. Borda de mata próximo ao cafezal.","BRA:MBML:MBML-HERBARIO:0000014697","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","173963","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.",NA,"2011-01-01T00:00:00.000+0000",NA,"1575",NA,"Demuner, V; Bausen, E",2000,11,30,"Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Terreno do Luiz Bringhente",0,0,NA,"BRA:UFMG:BHCB:0000173963","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","173965","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.",NA,"2011-01-01T00:00:00.000+0000",NA,"1640",NA,"Kollmann, L; Bausen, E",1999,1,20,"Brazil","Espírito Santo","Santa Maria de Jetiba","Rio Nove, Terreno de L. Kollmann",0,0,NA,"BRA:UFMG:BHCB:0000173965","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"8","2017-10-19T03:31:40.000+0000","JBRJ","RB","RB00310210","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","B.S. Amorim",NA,NA,"191",NA,"E.M.Nic.Lughadha; et al",1999,2,12,"Brazil","Espírito Santo","Santa Teresa","estaçãoBiológica de Santa Lúcia. Mata de encosta na margem direira do Rio Timbuí.",-40.543611,-19.956667,"Árvore até 10 m de altura. Folhas coriáceas, convexas. Frutos imaturos verdes, não sulcadas ou raramente ligeiramente sulcada.","urn:catalog:JBRJ:RB:310210","Myrcia amplexicaulis Hook.f.",NA,NA,NA
"9","2008-07-09T10:15:54.000+0000","K","Herbarium","K000331861","Gomidesia crocea Berg",NA,"Myrtaceae","Myrcia","crocea","Berg",NA,NA,NA,"189",NA,"Stannard, B.L.; Nic Lughadha, E.; Mello-Silva, R.; Assis, M.C.; Kollmann, L.; Bausen, E.",1999,2,12,"Brazil",NA,"Santa Teresa","Estacao Biologica de Santa Lucia.",-40.53,-19.95,NA,"http://specimens.kew.org/herbarium/K000331861","Gomidesia crocea Berg",NA,NA,NA
"10","2017-10-19T04:29:07.000+0000","JBRJ","RB","RB00433555","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","B.S. Amorim",NA,NA,"191",NA,"E. M. Nic Lughadha ; R. Mello - Silva, B. L. Stannard & M. C. Assis",1999,2,12,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Estação Biológica de Santa Lúcia",-40.543611,-19.956667,"Árvore até 10 m de altura. Folhas coriáceas, convexas. Frutos imaturos verdes, não sulcadas ou raramente ligeiramente sulcada (1 exemplar)","urn:catalog:JBRJ:RB:433555","Myrcia amplexicaulis Hook.f.",NA,NA,NA
