"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-07-12T11:37:32.000+0000","JBRJ","RB","RB01394751","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","P. Schwirkowski","2017-07-29T00:00:00.000+0000",NA,"2295",NA,"P. Schwirkowski",2017,7,29,"Brazil","Santa Catarina","São Bento do Sul","Serra Alta. Em caíva, atrás da Implantec",-49.388889,-26.293889,"Heliófita. Frutos imaturos","urn:catalog:JBRJ:RB:1394751","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"2",NA,"MBM","MBM","397806","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Brotto, ML","2015-07-08T00:00:00.000+0000",NA,"1934",NA,"Brotto, ML",2015,6,1,"Brazil","Paraná","Piraquara","Recreio da Serra",-49.015444,-25.447472,"Árvore de 10m de altura; flores alvas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","BRA:MBM:MBM:0000397806","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"3",NA,"Universidade Federal do Paraná, UFPR","EFC","15894","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Brotto, M.L.","2015-07-08T00:00:00.000+0000",NA,"1934",NA,"Brotto, M.L.",2015,6,1,"Brazil","Paraná","Piraquara","Recreio da Serra",-49.0055,-25.265,"Árvore 10m; flores alvas.Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista","BRA:UFPR:EFC:0000015894","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"4",NA,"MBM","MBM","384149","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Brotto, ML","2013-07-10T00:00:00.000+0000",NA,"1298",NA,"Brotto, ML",2013,7,7,"Brazil","Paraná","Piraquara","Recreio da Serra",-49.021236,-25.447206,"Árvore, 7m; flores alvas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","BRA:MBM:MBM:0000384149","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"5",NA,"UEFS","HUEFS","201416","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,"1298",NA,"Brotto, M.L.",2013,7,7,"Brazil","Paraná","Piraquara","Recreio da Serra",-49.021111,-25.447222,NA,"BRA:UEFS:HUEFS:0000201416","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"6","2017-10-15T12:54:44.000+0000","JBRJ","RB","RB01331405","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral",NA,NA,"252",NA,"E. Caglioni; et al",2012,5,27,"Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí",NA,NA,NA,"urn:catalog:JBRJ:RB:1331405","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"7",NA,"MBML","MBML-HERBARIO","20162","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.","M. Sobral/2003",NA,NA,"2063",NA,"R.R. Vervloet; et al",2003,3,26,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arbusto de 4m, frutos imaturos de cor verde, maduros de cor vermelha. Fundo de vale, dossel 18m.","BRA:MBML:MBML-HERBARIO:0000020162","Eugenia pseudodichasiantha Kiaersk."
"8",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA087845","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"121",NA,"Lucas, E.J. et al.",2003,10,25,"Brazil","Paraná","São José dos Pinhais",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA087845","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"9",NA,"Instituto de Botânica, IBT","SP","370328","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral",NA,"Myrtaceae","Plinia","pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Faria Jr, JEQ","2012-10-01T00:00:00.000+0000",NA,"5027",NA,"Kollmann, L; Bausen, E",2001,11,27,"Brazil","Espírito Santo","Santa Teresa","Nova Lomardia, Reserva Biológica Augusto Ruschi, Estrada de Lombardia.",0,0,"Árvore 7m alt., flores brancas.","BRA:IBt:SP:0000370328","Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral"
"10",NA,"MBML","MBML-HERBARIO","15590","Eugenia pseudodichasiantha Kiaersk.",NA,"Myrtaceae","Plinia","pseudodichasiantha","Kiaersk.","M. Sobral/2001",NA,NA,"5027",NA,"L. Kollmann; et al",2001,11,27,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arvoreto 7m. Flores brancas.","BRA:MBML:MBML-HERBARIO:0000015590","Eugenia pseudodichasiantha Kiaersk."
