"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"UFSJ","HUFSJ","6206","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","Sobral, M","2014-01-01T00:00:00.000+0000",2934,"Aona, LYS; et al.",2013,7,23,"Brazil","Bahia","Ubirataia","Mata próximo a Torre, entre o povoado de Mineiros e Algodão, vegetação perturbada com retirada de árvore entre a fazenda do Sr. Juju e a do",-39.686667,-13.881667,"Árvore de 6m de altura, frutos creme a amarelo claro.","BRA:UFSJ:HUFSJ:0000006206","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"3","2018-06-18T13:51:37.000+0000","JBRJ","RB","RB01373914","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","M.Sobral",NA,12000,"M.C.S. Mota",2013,8,23,"Brazil","Alagoas","Flexeiras","Estação Ecológica de Murici, Fazenda São João",NA,NA,NA,"urn:catalog:JBRJ:RB:1373914","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"4",NA,"IMA","MAC","50535","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","M.Sobral","2017-01-01T00:00:00.000+0000",9574,"Chagas-Mota; J.M.Ferreira",2010,11,24,"Brazil","Alagoas","Messias","Serra da Saudinha.",-36.3925,-9.701944,"Arbusto ca. 3,5 m de altura. Frutos verdes.; Mata Atlântica.","BRA:IMA:MAC:0000050535","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","92629","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","Sobral, M","2014-09-01T00:00:00.000+0000",16500,"Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC",2009,1,8,"Brazil","Bahia","Itagibá","Litoral Sul, Mata do Laterítico",-39.733333,-14.176667,"de ca 7 m de altura. Folhas cartáceas, discolores. Frutos jovens.","BRA:UFBA:ALCB:0000092629","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"6",NA,"IMA","MAC","40855","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","M.Sobral","2017-01-01T00:00:00.000+0000",12502,"R.P.Lyra-Lemos; F.Cavalcante",2009,8,29,"Brazil","Alagoas","Coruripe","Fazenda Capiatã",-36.285278,-10.225833,"Árvore ca. 4 m de altura. Flores caídas; Mata Atlântica","BRA:IMA:MAC:0000040855","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"7",NA,"IMA","MAC","33199","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","M.Sobral","2017-01-01T00:00:00.000+0000",655,"Chagas-Mota",2008,6,14,"Brazil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela.",-36.201944,-10.118611,"Árvore ca. 5 m de altura. Fruto verde-claro.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000033199","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","112642","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença",NA,"2014-01-01T00:00:00.000+0000",11757,"Thomas, WW; Amorim, AMA; Paixão, JL",1998,2,9,"Brazil","Bahia","Jussari","Serra do Teimoso, 7,5km N of Jussari on road to Palmira, then 2km W to fazenda Teimoso, then 45 miutes walk W to Reserva da Fazenda Teimoso, transect Quadrat 1",-39.583333,-15.166667,NA,"BRA:UFMG:BHCB:0000112642","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
"9",NA,"Universidade Federal de Sergipe, UFS","ASE","2394","Eugenia tephrogyna Sobral & Proença","Myrtaceae","Eugenia","tephrogyna","Sobral & Proença","Proença, C","2014-01-01T00:00:00.000+0000",471,"Viana, G",1982,6,15,"Brazil","Sergipe","Carmópolis","Faz. Santa Barbára",-36.988611,-10.648333,"Árvore. 20. m. Flores alvas e perfumadas e vistosas, folhas simples e opostas.; Árvore. 20. m. Flores alvas e perfumadas e vistosas, folhas simples e opostas.; Mata subperenifolia","BRA:UFS:ASE:0000002394","Eugenia tephrogyna Sobral & Proença",NA,NA,NA,NA,NA,NA
