"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"24",NA,"UFES","VIES","25809","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"2790",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.",2012,1,2,"Brazil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Guriri / Meleiras.",-39.742778,-18.654722,"Arbusto. Botões e flores amareladas. Borda de floresta de restinga","BRA:UFES:VIES:0000025809",NA,"Myrcia vittoriana Kiaersk."
"25",NA,"UnB","UB","191600","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Sobral, M","2013-01-01T00:00:00.000+0000",NA,"2501",NA,"Faria, JEQ; Staggemeier, VG; Siqueira, GS",2012,3,29,"Brazil","Espírito Santo","Linhares","Resereva Natural da Vale do Rio Doce, estrada da Mantegueira, próximo ao escritório",-40.066389,-19.1525,"Arvoreta ca. 3,5 m de altura, fruto imaturo amarelo e maduro cinza, testa da semente marrom brilhante, escura, embrião verde (coletado material em sílica gel); Mussununga","BRA:UnB:UB:0000191600",NA,"Myrcia vittoriana Kiaersk."
"27",NA,"UnB","UB","191618","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Rosa, PO","2014-06-01T00:00:00.000+0000",NA,"2522",NA,"Faria, JEQ; Staggemeier, VG",2012,3,31,"Brazil","Espírito Santo","Linhares","Resereva Natural da Vale do Rio Doce, próximo à guarita de entrada",-40.073611,-19.153611,"Arvoreta ca. 2,5 m de altura, caule rugoso castanho, fruto imaturo amarelo e maduro cinza; Mussununga de porte alto","BRA:UnB:UB:0000191618",NA,"Myrcia vittoriana Kiaersk."
"28",NA,"UnB","UB","191599","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Rosa, PO","2014-06-01T00:00:00.000+0000",NA,"2500",NA,"Faria, JEQ; Staggemeier, VG; Siqueira, GS",2012,3,29,"Brazil","Espírito Santo","Linhares","Resereva Natural da Vale do Rio Doce, estrada da Mantegueira, próximo ao escritório",-40.066389,-19.1525,"Arvoreta ca. 2,5 m de altura, fruto imaturo amarelo e maduro cinza, testa da semente marrom brilhante, escura, embrião verde (coletado material em sílica gel); Mussununga","BRA:UnB:UB:0000191599",NA,"Myrcia vittoriana Kiaersk."
"29","2014-08-29T09:28:16.000+0000","JBRJ","RB","RB00753305","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","M. Sobral","2014-01-01T00:00:00.000+0000",NA,"102",NA,"M. Melito; J.L. Paixão; M.H. Cardozo",2012,3,25,"Brazil","Bahia","Una","REBIO de Una, trilha da Roda d´Água.",-39.054722,-15.159722,"Arbustiva, ca. 3m. Folhas discolores, coriáceas, nervura central da face adaxial verde-clara, na face abaxial bege continuando a coloração do ramo e pecíolo. Pedúnculo e raque bege, frutos imaturos verdes e cálice persistente amarelado","urn:catalog:JBRJ:RB:753305",NA,"Myrcia vittoriana Kiaersk."
"30",NA,"Reserva Natural Vale (CVRD)","CVRD","14166","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Geovane S. Siqueira","2012-10-22T00:00:00.000+0000",NA,"2522",NA,"J.E.Q. Faria",2012,3,31,"Brazil","Es","LINHARES",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, caule castanho rugoso, fruto imaturo amarelo e maduro cinza <ll>dwc_commonname:</ll> Batinga da mussununga","BRA:CVRD:CVRD:0000014166",NA,"Myrcia vittoriana Kiaersk."
"31",NA,"Reserva Natural Vale (CVRD)","CVRD","14180","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Geovane S. Siqueira","2012-10-22T00:00:00.000+0000",NA,"2500",NA,"J.E.Q. Faria",2012,3,29,"Brazil","Es","LINHARES",NA,-40.065,-19.150556,"Arvoreta ca. 2,5 m de altura, fruto imaturo amarelo e maduro cinza, testa da semente castanho escuro brilhante, embrião verde <ll>dwc_commonname:</ll> Batinga da mussununga","BRA:CVRD:CVRD:0000014180",NA,"Myrcia vittoriana Kiaersk."
"32",NA,"Reserva Natural Vale (CVRD)","CVRD","14179","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Geovane S. Siqueira","2012-10-22T00:00:00.000+0000",NA,"2501",NA,"J.E.Q. Faria",2012,3,29,"Brazil","Es","LINHARES","mussununga ao lado do escritório",-40.065,-19.150556,"Arvoreta ca. 3,5 m de altura, fruto imaturo amarelo e maduro cinza, testa da semente castanho escuro brilhante, embrião verde <ll>dwc_commonname:</ll> Batinga da mussununga","BRA:CVRD:CVRD:0000014179",NA,"Myrcia vittoriana Kiaersk."
"33",NA,"UFSJ","HUFSJ","5829","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Sobral, M","2013-01-01T00:00:00.000+0000",NA,"2565",NA,"Faria, JEQ; Staggemeier, VG",2012,4,5,"Brazil","Bahia","Una","Estrada entrando à direita no sentido Una/Ihéus, ca. 2 km do rio Maruim",0,0,"Arvoreta ca. 3 m de altura, fruto imaturo verde","BRA:UFSJ:HUFSJ:0000005829",NA,"Myrcia vittoriana Kiaersk."
"34",NA,"UEFS","HUEFS","188512","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","B.S.Amorim","2013-12-01T00:00:00.000+0000",NA,"3388",NA,"Matos, E.N.de",2012,4,21,"Brazil","Bahia","Una","Fazenda Bolandeira",-39.007778,-15.34,"Restinga. Floresta","BRA:UEFS:HUEFS:0000188512",NA,"Myrcia vittoriana Kiaersk."
"36",NA,"MBML","MBML-HERBARIO","47645","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","M. Sobral/Março-2016",NA,NA,"3121",NA,"A. M. Assis; J. Santos",2012,6,17,"Brazil","Espírito Santo","Linhares","Regência - floresta inundável de restinga",-39.825833,-19.608528,"Arbusto 2m. Frutos amarelos","BRA:MBML:MBML-HERBARIO:0000047645",NA,"Myrcia vittoriana Kiaersk."
"37",NA,"Reserva Natural Vale (CVRD)","CVRD","15034","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Geovane S. Siqueira","2014-09-10T00:00:00.000+0000",NA,"9633",NA,"Lombardi, J.A.",2012,12,5,"Brazil","Es","LINHARES",NA,-40.019556,-19.165833,"Prensado em álcool, amostra em sílica. Floresta atlântica de restinga. Árvore ca. 3 m, folhas cartáceas, botões creme, flores velhas <ll>dwc_commonname:</ll> Batinga da mussununga","BRA:CVRD:CVRD:0000015034",NA,"Myrcia vittoriana Kiaersk."
"39","2015-05-21T12:32:30.000+0000","JBRJ","RB","RB00746125","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"956",NA,"A.G. Oliveira; T.L. Rocha",2011,2,11,"Brazil","Espírito Santo","Conceição da Barra","Itaúnas. Área atrás da fazenda Jequitaia.",NA,NA,"Árvore de 7m com pétalas e hipanto e sépalas creme. Foto","urn:catalog:JBRJ:RB:746125",NA,"Myrcia vittoriana Kiaersk."
"40","2014-07-08T00:21:04.000+0000","JBRJ","RB","RB00722797","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","ANA TEREZA A. RODARTE","2011-02-16T00:00:00.000+0000",NA,"29",NA,"P. de Oliveira; A.T.A. Rodarte; C.V. Suizani; A.V. Greco.",2011,2,16,"Brazil","Rio de Janeiro","Maricá","APA Restinga de Marica, Transecto do Lab de Biologia da Reprodução.",-42.8925,-22.9625,"arbóireo com cerca de 3,5m de alt., helifólio. folhas cartaceas discolores verdes, frutos verdes.","urn:catalog:JBRJ:RB:722797",NA,"Myrcia vittoriana Kiaersk."
"41",NA,"UFPE","UFP","82255","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Amorim, B.S.","2014-02-01T00:00:00.000+0000",NA,"8479",NA,"Lombardi, J.A.",2011,4,15,"Brazil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos órgãos-Trilha do Poço Verde.",-43.001361,-22.493944,"DESC:Árvore ca. 5m, frutos imaturos verde-amarronzados.;","BRA:UFPE:UFP:0000082255",NA,"Myrcia vittoriana Kiaersk."
"43",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA114960","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"332",NA,"Morokawa, R.",2011,4,15,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA114960",NA,"Myrcia vittoriana Kiaersk."
"44",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA114977","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"350",NA,"Morokawa, R.",2011,4,15,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA114977",NA,"Myrcia vittoriana Kiaersk."
"45",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA115464","Gomidesia martiana Berg",NA,"Myrtaceae","Myrcia","martiana",NA,"Berg","Carnier, F.E.",NA,NA,"229",NA,"Lima, D.F.",2011,4,17,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA115464",NA,"Gomidesia martiana Berg"
"46",NA,"IF","SPSF","49098","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","B.S. Amorim",NA,NA,"8479",NA,"J.A.Lombardi & Taxonomia de Campo 2011",2011,4,15,"Brazil","Rj","Teresópolis","Parque Nacional da Serra dos Órgãos",-43.001111,-22.493889,"COLETA: Árvore com aprox. 5m de altura; frutos imaturos verdes- amarronzados.; GEOGRAFIA: Trilha do Poço Verde.;","BRA:IF:SPSF:0000049098",NA,"Myrcia vittoriana Kiaersk."
"47",NA,"IMA","MAC","51924","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","M.C.S.Mota",NA,NA,"193",NA,"R.C.Pinto; M.N.Rodrigues; A.S.Costa; E.S.França; W.T.C.C.Santos",2011,5,21,"Brazil","Alagoas","Flexeiras","Fazenda Triunfo.",-35.724414,-9.275003,"Árvore ca. de 12m de altura. Frutos verdes; Mata Atlântica.","BRA:IMA:MAC:0000051924",NA,"Myrcia vittoriana Kiaersk."
"48",NA,"MBML","MBML-HERBARIO","42349","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","B.S. Amorim/Março-2014",NA,NA,"3574",NA,"R.R. Vervloet; J. Silva",2011,5,30,"Brazil","Espírito Santo","Aracruz","Barra do Riacho",NA,NA,"Árvore 5m alt., frutod maduros de cor amarela. Vegetação de tabuleiro","BRA:MBML:MBML-HERBARIO:0000042349",NA,"Myrcia vittoriana Kiaersk."
"49",NA,"UFES","VIES","24460","Gomidesia martiana Berg",NA,"Myrtaceae","Myrcia","martiana",NA,"Berg",NA,NA,NA,"4692",NA,"Gomes, J.M.L",2011,10,15,"Brazil","Espírito Santo","Linhares","Cacimbas.",NA,NA,NA,"BRA:UFES:VIES:0000024460",NA,"Gomidesia martiana Berg"
"50",NA,"UEFS","HUEFS","182974","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"1000",NA,"Matos, E.N.de",2011,12,16,"Brazil","Bahia","Caravelas","Cardoso-Treme.",-39.389444,-17.799722,"Floresta.","BRA:UEFS:HUEFS:0000182974",NA,"Myrcia vittoriana Kiaersk."
"51",NA,"UEFS","HUEFS","182965","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"907",NA,"Matos, E.N.de",2011,12,10,"Brazil","Bahia","Caravelas","Mata da Chinesa.",-39.153889,-13.673611,"Floresta.","BRA:UEFS:HUEFS:0000182965",NA,"Myrcia vittoriana Kiaersk."
"52",NA,"IMA","MAC","45588","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","E.C.O.Chagas","2010-01-28T00:00:00.000+0000",NA,"7092",NA,"Chagas-Mota",2010,1,28,"Brazil","Alagoas","Viçosa","Fazenda Jussara.",-36.402222,-9.620556,"Árvore ca. 8 m de altura. Frutos amarelos.; Mata Atlântica.","BRA:IMA:MAC:0000045588",NA,"Myrcia vittoriana Kiaersk."
"53",NA,"IMA","MAC","45828","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","E.C.O.Chagas","2010-01-29T00:00:00.000+0000",NA,"7332",NA,"Chagas-Mota",2010,1,29,"Brazil","Alagoas","Mar Vermelho","Fazenda Canadá.",-36.618611,-9.75,"Arbusto ca. 3 m de altura. Estéril.; Mata Atlântica.","BRA:IMA:MAC:0000045828",NA,"Myrcia vittoriana Kiaersk."
"54",NA,"UNICAMP","UEC","174572","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"947",NA,"Moura, T.M.; Cardoso, D.; Silva, K.M.; Pereira, O.S.",2010,4,27,"Brazil","Amazonas","Manaus","Várzea. Rio Cuieiras, 5-msm.",-60.468861,-2.814361,"Árvore, frutos imaturos verdes.","BRA:UNICAMP:UEC:0000174572",NA,"Myrcia vittoriana Kiaersk."
"55","2015-05-21T12:32:30.000+0000","JBRJ","RB","RB00746129","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","A.G. Oliveira","2011-02-21T00:00:00.000+0000",NA,"129",NA,"M. Ribeiro; A.G. Oliveira",2010,4,11,"Brazil","Espírito Santo","Conceição da Barra","Itaúnas. Área atrás da fazenda Jequitaia.",NA,NA,"Árvore de 3,5m de altura. Áspera na parte abaxial da folha, principalmente na nervura, fruto amarelo","urn:catalog:JBRJ:RB:746129",NA,"Myrcia vittoriana Kiaersk."
"56",NA,"IMA","MAC","48232","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","E.C.O.Chagas","2010-05-14T00:00:00.000+0000",NA,"7778",NA,"Chagas-Mota; A.M.T.Bastos",2010,5,14,"Brazil","Alagoas","Viçosa","Fazenda Mata Verde.",-36.402222,-9.620556,"Árvore ca. 5 m de altura. Frutos amarelos.; Mata Atlântica.","BRA:IMA:MAC:0000048232",NA,"Myrcia vittoriana Kiaersk."
"57",NA,"IMA","MAC","50595","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","E.C.O.Chagas","2010-11-25T00:00:00.000+0000",NA,"9634",NA,"Chagas-Mota; J.M.Ferreira",2010,11,25,"Brazil","Alagoas","Viçosa","Fazenda Jussara.",-36.402222,-9.620556,"Árvore ca. 7 m de altura. Flores alvas.; Mata Atlântica.","BRA:IMA:MAC:0000050595",NA,"Myrcia vittoriana Kiaersk."
"58",NA,"IMA","MAC","51803","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","M.C.S.Mota",NA,NA,"72",NA,"R.C.Pinto; R.P.Lyra-Lemos; J.M.Ferreira",2010,12,19,"Brazil","Alagoas","Murici","Fazendas Jitituba e Cachoeira.",-36.559167,-9.535278,"Árvore ca. de 8m de altura. Flores cremes; Mata Atlântica.","BRA:IMA:MAC:0000051803",NA,"Myrcia vittoriana Kiaersk."
"59",NA,"IMA","MAC","36673","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","E.C.O.Chagas","2009-02-13T00:00:00.000+0000",NA,"2043",NA,"Chagas-Mota; A.I.L.Pinheiro",2009,2,13,"Brazil","Alagoas","Murici","Serra do Ouro.",-36.559167,-9.535278,"Árvore ca. 6 m de altura. Frutos verdes, com cálice alaranjado.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000036673",NA,"Myrcia vittoriana Kiaersk."
"60","2015-05-21T12:32:29.000+0000","JBRJ","RB","RB00746123","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","A.G. Oliveira","2011-02-24T00:00:00.000+0000",NA,"140",NA,"M.M. Monteiro; A.G. Oliveira; M.G. Oliveira",2009,2,3,"Brazil","Espírito Santo","Conceição da Barra","Itaúnas. Área atrás da fazenda Jequitaia.",-39.739167,-18.423889,"Planta de 5m com flores alvas e tricomas na face abaxial","urn:catalog:JBRJ:RB:746123",NA,"Myrcia vittoriana Kiaersk."
"62",NA,"UFES","VIES","19552","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","Folli, D.A.","2009-11-20T00:00:00.000+0000",NA,"909",NA,"Valadares, R.T.; Peres, A.L.S.S.",2009,10,19,"Brazil","Espírito Santo","Linhares","Canivete.",NA,NA,"SW1940","BRA:UFES:VIES:0000019552",NA,"Myrcia vittoriana Kiaersk."
"63",NA,"UFES","VIES","15319","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.",NA,NA,NA,"51",NA,"Calatrone, J.W.; et al.",2008,3,14,"Brazil","Espírito Santo","Marechal Floriano",NA,NA,NA,"SW2040","BRA:UFES:VIES:0000015319",NA,"Myrcia vittoriana Kiaersk."
"64",NA,"MBML","MBML-HERBARIO","33177","Myrcia vittoriana Kiaersk.",NA,"Myrtaceae","Myrcia","vittoriana",NA,"Kiaersk.","M. Sobral/2008",NA,NA,"7340",NA,"A. M. Amorim; et al",2008,5,4,"Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas",-40.502778,-20.280278,"Erva no sol, no brejo, flores lilás.","BRA:MBML:MBML-HERBARIO:0000033177",NA,"Myrcia vittoriana Kiaersk."
