"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"USP","SPF","214629","Myrcia neorostrata Sobral","Myrtaceae","Myrcia","neorostrata","Sobral","Santos, MF","2007-01-01T00:00:00.000+0000","1331","Vervloet, RR",2002,10,29,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi",0,0,NA,"BRA:USP:SPF:0000214629","Myrcia neorostrata Sobral"
"2",NA,"UEFS","HUEFS","87835","Aulomyrcia rostrata Berg","Myrtaceae","Myrcia","rostrata","Berg",NA,NA,"1880","Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000087835","Aulomyrcia rostrata Berg"
