"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UFPE","UFP","81941","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Amorim, B.S.","2017-02-01T00:00:00.000+0000",NA,"2034","Amorim, B.S.",2014,9,9,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia-Próximo à trilha do Palmito.",-40.531389,-19.965,"HABITAT:Floresta Atlântica.; DESC:Arbusto 1,8m alt, frutos passados.;","BRA:UFPE:UFP:0000081941","Myrcia espiritosantensis B.S.Amorim"
"2",NA,"MBML","MBML-HERBARIO","38323","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"ISOTYPE","5397","R. C. Forzza; et al",2009,1,17,"Brazil","Espírito Santo","Santa Leopoldina","Arredores da Reserva Biológica de Duas Bocas",-40.522222,-20.242222,NA,"BRA:MBML:MBML-HERBARIO:0000038323","Myrcia espiritosantensis B.S.Amorim"
"3","2017-10-17T19:04:22.000+0000","JBRJ","RB","RB00548991","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","HOLOTYPE","5397","R.C. Forzza; C.N. Fraga, R. Goldenberg, A.P. Fontana, P.B. Schwartsburd & P.H. Labiak",2009,1,17,"Brazil","Espírito Santo","Santa Leopoldina","Estrada para Viana. Boqueirão do Santilho. Floresta Ombrófila Densa Montana. Arredores da Reserva Biológica de Duas Bocas",-40.522222,-20.242222,"Arbusto ca. 2 m alt., com ramos decumbentes. Folhas discolores; indumento ferrugíneo. Flores com cálice, corola e estames creme.","urn:catalog:JBRJ:RB:548991","Myrcia espiritosantensis B.S.Amorim"
"4","2017-10-18T13:07:10.000+0000","JBRJ","RB","RB00572021","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","PARATYPE","7849","A. M. Amorim; R. Goldenberg, C.N. Fraga, A.P. Fontana, L. Kollmann & L. Daneu",2009,4,11,"Brazil","Espírito Santo","Cariacica","Estrada do entorno da reserva em acesso a Alegre. Floresta Ombrófila Densa Montana.",-40.481944,-20.3025,"Arvoreta ca 3m alt. Folhas brilhantes na face superior. Raque pendula, densamente ferrugínea, frutos imaturos verdes com indumento ferrugíneo.","urn:catalog:JBRJ:RB:572021","Myrcia espiritosantensis B.S.Amorim"
"5",NA,"UFPR","UPCB","70549","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Phytotaxa 272 (4): 288","2016-01-01T00:00:00.000+0000",NA,"7849","Amorim, A.M.",2009,4,11,"Brazil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"Arvoreta ca. 3m, folhas brilhantes na face superior, raque pendula, densamente ferrugínea, frutos imaturos verdes com indumento ferrugíneo. Floresta ombrófila densa montana..","BRA:UFPR:UPCB:0000070549","Myrcia espiritosantensis B.S.Amorim"
"6",NA,"MBML","MBML-HERBARIO","39539","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","7849","A. M. Amorim; R.Goldenberg, A.P.Fontana. C.N. Fraga, L.Kollmann, L.Daneu",2009,4,11,"Brazil","Espírito Santo","Cariacica","Estrada do entorno da reserva em acesso a Alegre. Floresta Ombrófila Densa Montana.",-40.481944,-20.3025,"Arvoreta ca 3m alt. Folhas brilhantes na face superior. Raque pendula, densamente ferruginea, frutos imaturos verdes com indumento ferrugineo.","BRA:MBML:MBML-HERBARIO:0000039539","Myrcia espiritosantensis B.S.Amorim"
"7",NA,"MBML","MBML-HERBARIO","32976","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","4895","V. Demuner; T. A. Cruz, M.Belizário.",2008,1,28,"Brazil","Espírito Santo","Santa Leopoldina","Morro Agudo, propr.: Dona Maria",-40.428889,-20.0975,"Arbusto 4m frutos jovens verdes. Interior de mata.","BRA:MBML:MBML-HERBARIO:0000032976","Myrcia espiritosantensis B.S.Amorim"
"8",NA,"UFPR","UPCB","69836","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Amorim, B.S.","2016-01-01T00:00:00.000+0000","PARATYPE","5237","Forzza, R.C. et al.",2008,7,20,"Brazil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"Árvore ca. 8m alt. Frutos verdes passando a vináceos..","BRA:UFPR:UPCB:0000069836","Myrcia espiritosantensis B.S.Amorim"
"9",NA,"MBML","MBML-HERBARIO","36162","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE","5237","R. C. Forzza; et al",2008,7,20,"Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas",-40.525,-20.267778,NA,"BRA:MBML:MBML-HERBARIO:0000036162","Myrcia espiritosantensis B.S.Amorim"
"10","2017-10-18T17:24:49.000+0000","JBRJ","RB","RB00542967","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","PARATYPE","5237","R.C. Forzza; A. M. Amorim, J.L. Paixão & L.C.J. Gomes",2008,7,20,"Brazil","Espírito Santo","Cariacica","Localidade de Alegre, trilha do Pau-oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",-40.525,-20.267778,"Árvore ca. 8 m alt. Frutos verdes passando a vináceos.","urn:catalog:JBRJ:RB:542967","Myrcia espiritosantensis B.S.Amorim"
