"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UFPE","UFP","80343","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","Amorim, B.S.","2017-04-01T00:00:00.000+0000",NA,"2016","Amorim, B.S.",2014,5,29,"Brazil","Bahia","Porto Seguro","Estrada para RPPN da Veracel.",-39.144722,-16.368889,"HABITAT:Restinga arbórea, Floresta Atlântica.; DESC:Árvore 15m alt., frutos imaturos amarelos.;","BRA:UFPE:UFP:0000080343",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"2","2017-11-19T08:39:01.000+0000","JBRJ","RB","RB00722725","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","J.E.Q. Faria",NA,NA,"173","L. Daneu",2009,9,22,"Brazil","Bahia","Porto Seguro","Parque  Nacional  do  Pau  Brasil  .",-36.25,-16.5,"Árvore ca. 6m alt. Folhas verde-brilhante com a face inferior opaca. Frutos maduros amarelos.","urn:catalog:JBRJ:RB:722725",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","125349","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.",NA,"2012-11-01T00:00:00.000+0000",NA,"416","Menezes, CM",2006,4,16,"Brazil","Bahia","Itacaré","Fazenda Patizeiro",0,0,NA,"BRA:UFMG:BHCB:0000125349",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"4",NA,"Cenargen","CEN","49038","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","J. E. Q. Faria Júnior",NA,NA,"105","Leila de Paula Almeida - Pau Brasil",2002,5,9,"Brazil","Ba","PORTO SEGURO","Estação Pau Brasil - CEPLAC, na EPB5 - Trilha da Represa, próximo à estaca 0/984.",-39.18583,-16.39111,"Doação do Banco Genético do Pau Brasil. (Registro 1212). Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","BRA:Cenargen:CEN:0000049038",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","112754","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.",NA,"2012-11-01T00:00:00.000+0000",NA,"849","Borges, RAX; Amorim, A; Thomas, WW; Gomes, LC; SantAna, S; Cruz, O",2000,2,12,"Brazil","Bahia","Itamaraju","RPPN - Fazenda Riacho das Pedras, prop. Sr. Gersino Antônio Bronzon.",-39.364722,-17.146667,NA,"BRA:UFMG:BHCB:0000112754",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"6",NA,"Instituto de Botânica, IBT","SP","351051","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","Faria Jr, JEQ","2012-10-01T00:00:00.000+0000",NA,"859","Sant'Ana, SC; Santos, EB; Santos, JAL; Filho, SR",2000,5,19,"Brazil","Bahia","Itacaré","APA sw Itacaré/Serra Grande, km 13 da rod. Itacaré/Serra Grande. Região de mata higrófila sul baiana.",0,0,"Árvore ca. 8m alt., folhas verdes discolores, frutos maduros amarelos.","BRA:IBt:SP:0000351051",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"7",NA,"Instituto de Botânica, IBT","SP","332222","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","Woodgyer, E","2013-01-01T00:00:00.000+0000",NA,"68532","Hatschbach, G; Silva, JM; Ferreira, LA",1998,10,15,"Brazil","Bahia","Ituberá","Ligação da rodovia entre BA-001 a Praia Prati-Gi, Rio Pancada Rosa",0,0,NA,"BRA:IBt:SP:0000332222",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"8","2016-01-27T14:49:00.000+0000","MO","MO","3207796","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","B.S. Amorim","2015-01-01T00:00:00.000+0000",NA,"Thomas 10001","W. Wayt Thomas",1993,10,20,"Brazil","Bahia",NA,"Mun. Prado. 8 km West of Cumuruxatiba on road to Itamaraju.",-39.25,-17.25,NA,"urn:catalog:MO:Tropicos:3207796","http://www.tropicos.org/Specimen/3207796","Myrcia grazielae NicLugh.",NA,NA,NA,NA
"9",NA,"NY","NY","1552351","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","B. S. Amorim","2015-01-01T00:00:00.000+0000",NA,"10001","W. W. Thomas",1993,10,20,"Brazil","Bahia",NA,"8 km west of Cumuruxatiba on road to Itamaraju",-39.25,-17.25,NA,"44ce30c7-b68c-4e69-b6fb-b7fa22eee02a",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
"10",NA,"NY","NY","00895779","Myrcia grazielae NicLugh.","Myrtaceae","Myrcia","grazielae","NicLugh.","B. S. Amorim","2012-01-01T00:00:00.000+0000",NA,"9397","W. W. Thomas",1992,5,16,"Brazil","Bahia",NA,"Marambaia, 1 km N and 2.5 km W of junction Marambaia rd and rd from BR 101 to ItacarÃ© (BA 654), 6 km W of ItacarÃ©",-39.08,-14.33,NA,"473aba50-5ce9-41de-b3b5-ae6732c0db14",NA,"Myrcia grazielae NicLugh.",NA,NA,NA,NA
