"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"IPA","IPA","89538","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Cano, O.","2014-09-01T00:00:00.000+0000",NA,"29","Roseane Karla; Barros, R.; Chagas, M.; Barros, R.; Chagas, M.",2014,2,15,"Brazil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Jaguaré",-35.185,-8.558056,NA,"BRA:IPA:IPA:0000089538","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"2",NA,"UFPE","UFP","81944","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Amorim, B.S.","2013-04-01T00:00:00.000+0000",NA,"228","Guerra, T.N.F.",2013,4,2,"Brazil","Pernambuco","Paulista","Estação Ecológica de Catés-Acesso ao interior da mata pela canaleta, coletando próximo a trilha.",0,0,"HABITAT:Floresta Atlântica.; DESC:Árvore 4m alt, frutos verdes.;","BRA:UFPE:UFP:0000081944","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"3","2017-08-08T14:26:07.000+0000","JBRJ","RB","RB01348920","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","B.S. Amorim",NA,NA,"228","T.N.F. Guerra; M. Chagas",2013,4,2,"Brazil","Pernambuco","Paulista","Estação Ecológica de Catés, Acesso ao interior da mata pela canaleta, coletando próximo a trilha",NA,NA,NA,"urn:catalog:JBRJ:RB:1348920","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"4",NA,"Universidade Federal de Sergipe, UFS","ASE","19190","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Proença, C","2011-12-01T00:00:00.000+0000",NA,"776","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS",2010,12,2,"Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, &nf;Área aberta da Mata do Crasto.",-37.425861,-11.385528,"Árvore, ca. de 5 m alt. Flores cremes.; Árvore, ca. de 5 m alt. Flores cremes.; Mata Atlântica.","BRA:UFS:ASE:0000019190","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"5",NA,"UFPE","UFP","65916","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Sobral, M.","2008-12-01T00:00:00.000+0000",NA,"355","Lins-Silva, A.C.B.",2008,7,19,"Brazil","Pernambuco","Igarassu","Usina São José-Engenho Cruzinha. Borda fundo de vale ripária., Mata da Zambana.",-34.9775,-7.721389,"HABITAT:Mata Atlântica.; DESC:Arvoreta, 2,8 m alt., frutos verdes imaturos.;","BRA:UFPE:UFP:0000065916","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"6",NA,"UFPR","UPCB","64862","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Sobral, M.","2008-12-01T00:00:00.000+0000",NA,"355","Lins e Silva, A.C.B.",2008,7,19,"Brazil","Pernambuco","Igarassu","Usina São José, Engenho Cruzinha, Mata da Zambana.",-34.9775,-7.721389,"Arvoreta 2,8m, frutos verdes imaturos. Mata Atlântica. Borda fundo de vale ripário..","BRA:UFPR:UPCB:0000064862","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"7",NA,"MBML","MBML-HERBARIO","25847","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral/2007",NA,NA,"9011","L. Kollmann; et al",2006,5,4,"Brazil","Espírito Santo","Santa Teresa","Goiapaba-Açu",-40.479444,-19.919722,"Arvoreto 5m no sol. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000025847","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"8",NA,"UFSJ","HUFSJ","5044","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Sobral, M","2011-01-01T00:00:00.000+0000",NA,"283","Da Paixão, JL; Jardim, JG; Sant'Ana, SSC",2004,11,12,"Brazil","Bahia","Camamu","Rod. BA.650/Camamu/Travessão, Fazenda Zumbi dos Palmares, cachoeira de Crespe. Floresta Higrófila.",-39.168611,-14.001889,"Árvore, ca. 16m. Flores com estames castanho e cpalice esverdeado, folhas discolores.","BRA:UFSJ:HUFSJ:0000005044","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"9",NA,"UnB","UB","167984","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Faria, JEQ","2013-03-01T00:00:00.000+0000",NA,"283","Paixão, JL",2004,11,12,"Brazil","Bahia","Camamu","Rod. BA 650/Camamú/Travessão",-39.168611,-14.001889,"Árvore ca. 16 m alt.Flores com estames e cálice esverdeados, folhas discolores.; Floresta higrófila","BRA:UnB:UB:0000167984","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"10",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","109529","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,"ISOTYPE","1749","Vervloet, RR; Bausen, E",2003,1,23,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, divisa com propriedade Vanildo Bragacha.",0,0,NA,"BRA:UFMG:BHCB:0000109529","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
