"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2018-07-05T11:18:03.000+0000","JBRJ","RB","RB01394460","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","A. Kassner-Filho",NA,NA,"2581",NA,"A. Kassner-Filho; D. Santos; G. Bollmann; L. F. Althoff",2018,4,6,"Brazil","Santa Catarina","Alfredo Wagner",NA,-49.322222,-27.811667,"Fruto imaturo  IFFSC - 2/249/coleta extra/arvoreta","urn:catalog:JBRJ:RB:1394460",NA,"Myrcia hatschbachii D.Legrand"
"3",NA,"USP","SPF","217567","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Santos, MF","2015-01-01T00:00:00.000+0000",NA,"3738",NA,"Mello-Silva, R",2015,1,26,"Brazil","Paraná","Bocaiúva do Sul","Beira da cachoeira Saltinho, no rio Sete Porteiras (afluente do Capivari).",-48.979083,-25.195694,NA,"BRA:USP:SPF:0000217567",NA,"Myrcia hatschbachii D.Legrand"
"4",NA,"Universidade Regional de Blumenau, FURB","FURB","45654","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Oliveira, AA de","2015-02-05T00:00:00.000+0000",NA,"1074",NA,"Oliveira, A.A. de",2015,2,5,"Brazil","Santa Catarina","Leoberto Leal","Rio do Meio.",-49.316667,-27.5375,"Regeneração IFFSC 345 /O/55","BRA:FURB:FURB:0000045654",NA,"Myrcia hatschbachii D.Legrand"
"5",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","55270","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","P. I. Martins","2015-12-28T00:00:00.000+0000",NA,"149",NA,"P. I. Martins",2015,11,16,"Brazil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do rio Taquari.",-53.40875,-18.157611,"HABITAT:Floresta Estacional Semidecídual; HABITO:Árvore.;","BRA:UFMS:CGMS:0000055270",NA,"Myrcia hatschbachii D.Legrand"
"6",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","5934","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Saueressig, D.","2014-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Janiski, A.",2014,5,9,"Brazil","Paraná","Rebolças",NA,0,0,"Arbóreo, estéril; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, estéril","BRA:UNICENTRO:HUCO:0000005934",NA,"Myrcia hatschbachii D.Legrand"
"7",NA,"UFRGS","ICN","179589","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Picada, DS",NA,NA,"s.n.",NA,"Matzenbacher, NI",2014,5,8,"Brazil","Rs","Porto Alegre","Jardim Botânico, FZB",0,0,"árvore de pequeno porte","BRA:UFRGS:ICN:0000179589",NA,"Myrcia hatschbachii D.Legrand"
"8",NA,"Universidade Federal do Paraná, UFPR","EFC","13415","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Miller, D.Z.","2014-12-02T00:00:00.000+0000",NA,"67",NA,"Miller, D.Z.",2014,12,2,"Brazil","Paraná","Curitiba","Capão do Cifloma",-49.2404,-25.4481,"Árvore com 3 m de altura, flores brancas, em solo hidromórfico. __COMMOM_NAME__: Caingá","BRA:UFPR:EFC:0000013415",NA,"Myrcia hatschbachii D.Legrand"
"9",NA,"Universidade Federal de Sergipe, UFS","ASE","38929","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand",NA,NA,NA,"39",NA,"Kulkamp, J",2014,12,18,"Brazil","Santa Catarina","Santa Rosa de Lima","Comunidade de Santa Catarina",-49.1278,-28.0392,"Arvore 5 m de altura, com flores amareladas","BRA:UFS:ASE:0000038929",NA,"Myrcia hatschbachii D.Legrand"
"10",NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)","HAS","91575","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Molz, M.","2015-09-01T00:00:00.000+0000",NA,"s.n.",NA,"Molz, M.",2014,12,NA,"Brazil","Rio Grande do Sul","Porto Alegre","Jardim Botânico de Porto Alegre (cultivada)",-51.178068,-30.051692,"Arboreto do Jardim Botânico","BRA:MCN/FZBRS:HAS:0000091575",NA,"Myrcia hatschbachii D.Legrand"
"11",NA,"UFSJ","HUFSJ","8360","Myrcia hatschbachii D.Legrand","Myrtaceae","Myrcia","hatschbachii","D.Legrand","Scipioni, MC",NA,NA,"s.n.",NA,"Scipioni, MC",2013,3,8,"Brazil","Santa Catarina","Curitibanos","Praça do Capão.",0,0,NA,"BRA:UFSJ:HUFSJ:0000008360",NA,"Myrcia hatschbachii D.Legrand"
