"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","modified","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1","UnB","UB",215774,"Eugenia caatingicola K.Cout. & M.Ibrahim","Myrtaceae","Eugenia","caatingicola","K.Cout. & M.Ibrahim","Coutinho, K","2015-12-09T00:00:00.000+0000",171,"Souza, PF",2015,3,12,"Brazil","Paraíba","Lagoa","Assentamento Santa Mônica. A 3 metros do caminho principal que dá acesso a Serra do Peru",-37.916944,-6.613056,"Avaliação de gradientes altiduniais em três áreas de vegetação lenhosa de caatinga na Paraíba.; Árvore com 4,5m de alt., apresenta folhas membranáceas, com flores de cor creme, fruto de cor amarela com aproximadadmente 1,5 a 2cm de diÂmetro, caule li","BRA:UnB:UB:0000215774","Eugenia caatingicola K.Cout. & M.Ibrahim",NA,NA,NA,NA,NA,NA,NA
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
