"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"ULM","Herbarium University Ulm","8242","Eugenia belemitana McVaugh","Myrtaceae","Eugenia","belemitana","McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eugenia belemitana McVaugh"
"2","2/06/17 16:08","INPA","INPA","131016","Eugenia belemitana","Myrtaceae","Eugenia",NA,"McVaugh","Bemerguy, I",NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Itinga, Fazenda Cabore.",NA,NA,NA,NA,"Eugenia belemitana McVaugh"
