"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,NA,"Botany","L.2503355","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels",NA,NA,NA,NA,"Ule EHG",NA,NA,NA,"unknown or invalid",NA,NA,"Jurua Miry. Rio Jurua.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.2503355","Eugenia agathopoda Diels",NA,NA,NA,NA
"2",NA,"HBG","Ule_nummeriert","5850","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels",NA,NA,NA,NA,"Ule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eugenia agathopoda Diels",NA,NA,NA,NA
