"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UNIVASF","HVASF","23673","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","A. Stadnik","2018-03-02T00:00:00.000+0000",NA,"180",NA,"E.D.S. Almeida",2017,12,16,"Brazil","Bahia","Sento Sé","Povoado do Alegre, Serra do Canta Galo",-41.460972,-10.341917,"Arbusto ca. 80 cm alt. Flores passadas, com sepálas persistentes.","BRA:UNIVASF:HVASF:0000023673",NA,"Eugenia pistaciifolia DC."
"2",NA,"MBML","MBML-HERBARIO","49956","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","A. Giaretta/20-09-2017",NA,NA,"13129",NA,"L. Kollmann",2016,2,17,"Brazil","Espírito Santo","Santa Teresa","Pátio do Museu",NA,NA,NA,"BRA:MBML:MBML-HERBARIO:0000049956",NA,"Eugenia pistaciifolia DC."
"3",NA,"UNIVASF","HVASF","23032","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","C. Proença","2016-12-01T00:00:00.000+0000",NA,"3703",NA,"J.A. Siqueira Filho",2016,2,17,"Brazil","Piauí","Piracuruca","Parque Nacional de Sete Cidades, segunda cidade temática",-41.695917,-4.095556,"Árvore ca. 3-4 m alt. Flores alvas com corola reflexa. Odor cítrico levemente adocicado.","BRA:UNIVASF:HVASF:0000023032",NA,"Eugenia pistaciifolia DC."
"4",NA,"UEFS","HUEFS","228072","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","A.Stadnik","2018-01-01T00:00:00.000+0000",NA,"1522",NA,"Carneiro-Torres, D.S.",2016,11,26,"Brazil","Bahia","Mucugê","Caraíbas Caraíbas. Morro do Sobral.",-41.391111,-13.120833,"Cerrado.","BRA:UEFS:HUEFS:0000228072",NA,"Eugenia pistaciifolia DC."
"5",NA,"UEFS","HUEFS","222615","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.",NA,NA,NA,"4420",NA,"Faria, J.E.Q.",2015,4,20,"Brazil","Bahia","Piatã","Chapada Diamantina, entrada da estrada para Inúbia.",-41.796111,-13.073611,"Campo sujo.","BRA:UEFS:HUEFS:0000222615",NA,"Eugenia pistaciifolia DC."
"6",NA,"UnB","UB","209318","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","Faria, JEQ","2015-04-01T00:00:00.000+0000",NA,"4420",NA,"Faria, JEQ; Ribeiro, ARO",2015,4,20,"Brazil","Bahia","Piatã","Chapada Diamntina, entrada da estrada para Inúbia",-41.796111,-13.073611,"Subarbusto em touceira ca. 0,5 m de altura, frutos imaturos verdes; Campo sujo","BRA:UnB:UB:0000209318",NA,"Eugenia pistaciifolia DC."
"7",NA,"UEFS","HUEFS","231035","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.",NA,NA,NA,"317",NA,"Stadnik,A.",2015,5,13,"Brazil","Bahia","Licínio de Almeida","Caminho para o cachoeirão",NA,NA,NA,"BRA:UEFS:HUEFS:0000231035",NA,"Eugenia pistaciifolia DC."
"8",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128251","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","Stadnik, A","2015-05-01T00:00:00.000+0000",NA,"317",NA,"Stadnik, A; Lopes, R; Coelho, J; Santana, A",2015,5,13,"Brazil","Bahia","Licínio de Almeida","Caminho para o cachoeirão",-42,-14,"ca. 1,6m alt. Folhas levemente discolores. Sépalas verdes, pétalas e filetes alvos.","BRA:UFBA:ALCB:0000128251",NA,"Eugenia pistaciifolia DC."
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","121100","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","Stadnik, A",NA,NA,"23575",NA,"Guedes, ML; Alunos de Botânica BIO C05",2015,6,13,"Brazil","Bahia","Ipupiara","Serra do Carranca.",-42.527778,-11.743056,"Folhas coriáceas, discolores. Inflorescência axilar.","BRA:UFBA:ALCB:0000121100",NA,"Eugenia pistaciifolia DC."
"10",NA,"UFES","VIES","40564","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","A. Giantta","2017-09-01T00:00:00.000+0000",NA,"160",NA,"Luber, J.; Alves-Araújo, A.; Souza, W.O.; Sossai, B.G.; Silva, L.A. & Freitas, J.",2015,7,8,"Brazil","Espírito Santo","Pancas","Monumento Natual dos Pontões Capixabas.",NA,NA,NA,"BRA:UFES:VIES:0000040564",NA,"Eugenia pistaciifolia DC."
"11",NA,"UNIVASF","HVASF","22959","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","C. Proença","2016-11-30T00:00:00.000+0000",NA,"3631",NA,"J.A. Siqueira Filho",2015,12,15,"Brazil","Bahia","Sento Sé","Povoado do Alegre, Trilha da Cachoeira do Zé Leite, solo arenoso",NA,NA,"Arbusto ca. de 4,0 m alt. folhas glabras. Flores alvas. corola quase ereta. botões florais com manchas vermelhas","BRA:UNIVASF:HVASF:0000022959",NA,"Eugenia pistaciifolia DC."
"12",NA,"UNIVASF","HVASF","22932","Eugenia pistaciifolia DC.",NA,"Myrtaceae","Eugenia","pistaciifolia","DC.","C. Proença","2016-11-03T00:00:00.000+0000",NA,"3602",NA,"J.A. Siqueira Filho",2015,12,15,"Brazil","Bahia","Sento Sé","Povoado do Alegre, Trilha da Cachoeira do Zé Leite, solo arenoso",NA,NA,"Arvoreta com cerca de 2-3 m alt. Flores alvas, tetrâmeras e polistêmones. Folhas vináceas quando jovens.","BRA:UNIVASF:HVASF:0000022932",NA,"Eugenia pistaciifolia DC."
