"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","VIES","25435","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Valadares, R.T.","2018-07-09","","13","","Pereira, W.C.","2018","3","31","brazil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.547524","-20.585141","Pequeno arbusto com partes rastejantes na areia, frutos levemente esverdeados","","centroide mpo","GBIF","Myrcia vittoriana Kiaersk."
"2","","","VIES","28634","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Wandekoken, D.T.","2018-09-12","","28","","Carneiro, M.A.M.","2018","5","7","brazil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.317778","-20.398611","Ávore. Frutos amarelos quando maduros.","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"3","","","VIES","37372","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","","","","233","","Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","2014","2","12","brazil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.832833","-18.445026","SW1839","","centroide mpo","GBIF","Myrcia vittoriana Kiaersk."
"4","","","CVRD","14795","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Geovane S. Siqueira","2014-02-28","","974","","Biral, L.","2014","2","19","brazil","Es","LINHARES","","-40.019889","-19.154583","rotatória da torre, no estrada do flamengo <ll>dwc_commonname:</ll> Batinga da mussununga","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"5","","","NY","2422949","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","D. F. Lima","2016-01-01","","1765","","R. Goldenberg","2014","2","21","brazil","Bahia","","Nova EsperanÃ§a, E.E. Wenceslau GuimarÃ£es; trilha do Pico do Urubu, Pedra da Antena","-39.7192","-13.5875","","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"6","","","MAC","62965","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","M.C.S.Mota","2014-02-04","","12346","","M.C.S.Mota","2014","2","4","brazil","Alagoas","Murici","Estação Ecológica de Murici, Serra do Ouro.","-35.857983","-9.227494","Árvore ca. 5 m. Flores brancas.; Mata Atlântica.","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"7","","","UFP","81970","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Amorim, B.S.","2014-03-01","","1968","","Amorim, B.S.","2014","3","22","brazil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas-Trilha da restinga, borda da mata.","-39.832833","-18.445026","HABITAT:Floresta Atlântica.; DESC:Arbusto 3m alt, frutos jovens amarelos.;","","centroide mpo (0)","GBIF","Myrcia vittoriana Kiaersk."
"8","","","UFP","80323","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Amorim, B.S.","2014-05-01","","2025","","Amorim, B.S.","2014","5","31","brazil","Bahia","Una","Estrada para Vila Brasil.","-39.0125","-15.099722","HABITAT:Restinga arbórea. Floresta Atlântica.; DESC:Arvoreta 6m alt., frutos imaturos amarelos.;","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"9","","","UFP","80342","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Amorim, B.S.","2014-05-01","","2017","","Amorim, B.S.","2014","5","29","brazil","Bahia","Porto Seguro","Estrada para RPPN da Veracel.","-39.144722","-16.368889","HABITAT:Restinga arbórea, Floresta Atlântica.; DESC:Arvoreta 3m alt., frutos imaturos amarelos.;","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
"10","","","UFP","79021","Myrcia vittoriana Kiaersk.","","Myrtaceae","Myrcia","vittoriana","","Kiaersk.","Amorim, B.S.","2014-05-01","","2008","","Amorim, B.S.","2014","5","25","brazil","Bahia","Itacaré","Fazenda Pontal","-39.000278","-14.263056","HABITAT:Margem da estrada, restinga arbórea. Floresta Atlântica.; DESC:Arbusto 3m alt., frutos imaturos amarelos.;","","original coordinates","GBIF","Myrcia vittoriana Kiaersk."
