"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"USP","SPF","214634","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral","Santos, MF","2014-01-01T00:00:00.000+0000",NA,8849,"Kollmann, L",2006,4,7,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",0,0,NA,"BRA:USP:SPF:0000214634","Myrcia robusta Sobral"
"2",NA,"UnB","UB","193606","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral",NA,NA,NA,727,"Lucas, EJ; Mazine-Capelo, FF; Kollmann, L; Brummitt, NA; Campos, OR; Fl",2006,11,27,"Brazil","Espírito Santo","Santa Teresa","São Antono. Sítio do Boza.",-40.89,-19.910278,"Árvore de 17m de altura. Frutos verdes com polpa branca. Embrião verde com manchas vermelho.; Floresta Ombrófila Densa perturbada.","BRA:UnB:UB:0000193606","Myrcia robusta Sobral"
"3","2017-10-18T23:32:13.000+0000","JBRJ","RB","RB00579787","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral","M.F.SANTOS","2016-05-20T00:00:00.000+0000",NA,727,"EJ. Lucas; et.al",2006,11,27,"Brazil","Espírito Santo","Santa Teresa","São Antônio, sitio do Boza.",-40.598333,-19.910278,"Árvore de c. 17 m de altura, frutos verdes, com polpa branca, embriaão verde com manchas vermelho. Material coletado em silica. Foto","urn:catalog:JBRJ:RB:579787","Myrcia robusta Sobral"
"4",NA,"USP","SPF","214664","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral","Santos, MF","2014-01-01T00:00:00.000+0000",NA,727,"Lucas, EJ",2006,11,27,"Brazil","Espírito Santo","Santa Teresa",NA,-40.59,-19.910278,NA,"BRA:USP:SPF:0000214664","Myrcia robusta Sobral"
"5",NA,"USP","SPF","169441","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral","Lima, DF","2016-06-01T00:00:00.000+0000",NA,2707,"Fiaschi, P",2005,2,19,"Brazil","Bahia","Ilhéus",NA,-39.117222,-14.586111,NA,"BRA:USP:SPF:0000169441","Myrcia robusta Sobral"
"6",NA,"MBML","MBML-HERBARIO","14775","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral","M. Sobral/2006",NA,"PARATYPE",4166,"L. Kollmann; et al",2001,7,12,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio",-40.589167,-19.922222,"Árvore 13m. DAP 22cm. Fuste 9m. Frutos marrons.","BRA:MBML:MBML-HERBARIO:0000014775","Myrcia robusta Sobral"
"7","2017-10-18T16:31:03.000+0000","JBRJ","RB","RB00591497","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral",NA,NA,"PARATYPE",4166,"L. Kollmann; E. Bausen & W. Pizziolo",2001,7,12,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio, sítio do Boza.",NA,NA,"Árvore 13m de alt. DAP: 22cm. Fuste 9m. Frutos marrons","urn:catalog:JBRJ:RB:591497","Myrcia robusta Sobral"
"8",NA,"MBML","MBML-HERBARIO","10398","Myrcia robusta Sobral","Myrtaceae","Myrcia","robusta","Sobral",NA,NA,"HOLOTYPE",2510,"L. Kollmann; E. Bausen, W. Pizziolo & W. P. Lopes",1999,4,27,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio",-40.589167,-19.922222,"mata de encosta. Arvore 13m. Dap 34cm. Fuste 2m. Botões ferrugíneos. Estames marrons.","BRA:MBML:MBML-HERBARIO:0000010398","Myrcia robusta Sobral"
