"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"MBML","MBML-HERBARIO","52002","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","A. Giaretta/20-09-2017",NA,NA,595,"F. Z. Saiter; A. Z. Monico, J. freitas",2016,11,9,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, mata de encosta na margem direita do rio Timbuí. Parcelas permanentes no topo do morro (Área 3).",NA,NA,"Árvore com 8 m de altura, com flores velhas e frutos jovens. A3P13N378","BRA:MBML:MBML-HERBARIO:0000052002","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","167020","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,"2012-03-01T00:00:00.000+0000",NA,2481,"Faria, JEQ; Staggemeier, VG",2012,3,28,"Brazil","Espírito Santo","Santa Teresa","Estrada para Goiapabaçu.",0,0,NA,"BRA:UFMG:BHCB:0000167020","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"3","2015-11-23T00:00:00.000+0000","K","Herbarium","K001051857","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,NA,NA,2481,"FAria, J.E.Q.; Staggemeier, V.G.",2012,3,28,"Brazil",NA,"Santa Teresa","Estrada para Goiapabaçu.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001051857","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","137801","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,"2013-07-01T00:00:00.000+0000",NA,4998,"Forzza, RC; Fraga, CN; Kollmann, L; Fontana, AP; Labiak, PH",2008,2,13,"Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Bateias. Floresta Ombrófila Densa Altomontana.",-41.101667,-20.526944,"Árvore 5m alt. Folhas discolores. Sépalas verdes.","BRA:UFMG:BHCB:0000137801","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"8",NA,"MBML","MBML-HERBARIO","36691","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","J.E.Q.Faria/V-2011",NA,"PARATYPE",4999,"R. C. Forzza; et al",2008,2,13,"Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande",-41.101667,-20.526944,NA,"BRA:MBML:MBML-HERBARIO:0000036691","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"10",NA,"UFSJ","HUFSJ","8954","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","Bunger, MO","2016-03-22T00:00:00.000+0000",NA,552,"Tinti, BV",2008,6,28,"Brazil","Espirito Santo","Irupi","Distrito de Pedra Roxa, PARNA Caparaó. Atrás da casa do pesquisador.",-41.735917,-20.394389,"Arvoredo, 6m de altura. Folhas opostas, odor adocicado, não tem exsudação, frutos esféricos com o vestígio de receptáculo.","BRA:UFSJ:HUFSJ:0000008954","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"11",NA,"UFPR","UPCB","82604","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,NA,"PARATYPE",5419,"Fontana, A.P.",2008,7,18,"Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande Balança. Floresta Ombrófila Densa Altomontana.",-41.102,-20.527,"Árvore, 12m. Folhas verdes com parte abaxial esbranquiçada. Frutos verdes com cálice persistente verde claro avermelhado..","BRA:UFPR:UPCB:0000082604","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"13","2015-06-05T16:53:57.000+0000","K","Herbarium","K000812553","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","Faria, J.E.Q.",NA,NA,5419,"Fraga, C.N.; Goldenberg, R.; Labiak, P.; Saavedra, M.; Fontana, A.P.; Vianna, P.; Tedesco.; Kollmann, L.",2008,7,18,"Brazil",NA,NA,"Castelo. Parque Estadual do Forno Grande. Balança.",-41.1,-20.53,NA,"http://specimens.kew.org/herbarium/K000812553","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"15",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","150852","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,NA,NA,1686,"Vervloet, RR; Bausen, E; Pizziolo, W",2003,1,21,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, divisa, represa",0,0,NA,"BRA:UFMG:BHCB:0000150852","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"17",NA,"MBML","MBML-HERBARIO","20136","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","J.E.Q.Faria/V-2011",NA,NA,2036,"R.R. Vervloet; et al",2003,3,25,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore de 7m, frutos imaturos de cor verde, topo de morro, dossel 15m.","BRA:MBML:MBML-HERBARIO:0000020136","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"18",NA,"MBML","MBML-HERBARIO","19049","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine","M.O. Bünger/03-X-2012",NA,NA,1580,"R.R. Vervloet; et al",2002,12,19,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore, com 10m, flores com sépalas verde, pétalas e estames brancos, topo de morro, dossel 20m, altitude 910m.","BRA:MBML:MBML-HERBARIO:0000019049","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"20",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","150865","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,NA,NA,1227,"Demuner, V; Bausen, E; Pizziolo, W",2000,7,25,"Brazil","Espírito Santo","Fundão","Goiapaba-Açu",0,0,NA,"BRA:UFMG:BHCB:0000150865","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
"22",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","150866","Eugenia goiapabana Sobral & Mazine","Myrtaceae","Eugenia","goiapabana","Sobral & Mazine",NA,NA,NA,204,"Kollmann, L; Bausen, E; Pizziolo, W",1998,7,9,"Brazil","Espírito Santo","Santa Teresa","Penha, Sítio do Zurlo.",0,0,NA,"BRA:UFMG:BHCB:0000150866","Eugenia goiapabana Sobral & Mazine",NA,NA,NA,NA,NA
