"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","modified","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1","Universidade Federal da Bahia (UFBA)","ALCB",48123,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Guedes, ML","2016-12-01T00:00:00.000+0000","PCD1490","Guedes, ML; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argolo, AS",1994,12,29,"Brazil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha",-41.440278,-12.459722,"8,00 m. Folhas simples, coriáceas, discolores. Flores com sépalas averlhadas.; Terreno plano fraturado, rochoso, com instalação de espécies arbustivas e arbóreas. Afloramento rochoso de arenito.","BRA:UFBA:ALCB:0000048123","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
"2","USP","SPF",103627,"Myrcia lughadhae B.S.Amorim","Myrtaceae","Myrcia","lughadhae","B.S.Amorim","Amorim, BS","2014-12-01T00:00:00.000+0000","PCD1490","Guedes, ML",1994,12,29,"Brazil","Bahia","Lençóis","Morro da Chapadinha",-41.440278,-12.459722,NA,"BRA:USP:SPF:0000103627","Myrcia lughadhae B.S.Amorim",NA,NA,NA,NA,NA,NA,NA
