"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","UnB","UB",170214,"Eugenia valsuganana Sobral","Myrtaceae","Eugenia","valsuganana","Sobral","Faria, JEQ","2014-02-01T00:00:00.000+0000",NA,1220,"Faria, JEQ; Bausen, E",2011,5,18,"Brazil","Espírito Santo","Santa Leopoldina","Bragança, morro na propriedade da senhora Assunta",-40.5575,-20.126389,"Arbusto ca. 2 m de altura, frutos imaturos verde claro (coletado folhas em sílica); Floresta ombrófila","BRA:UnB:UB:0000170214","Eugenia valsuganana Sobral"
"2","UFSJ","HUFSJ",2733,"Eugenia valsuganana Sobral","Myrtaceae","Eugenia","valsuganana","Sobral","Sobral, M","2010-01-01T00:00:00.000+0000",NA,117,"Britto, R",2005,10,NA,"Brazil","Espírito Santo","Santa Teresa",NA,0,0,"PARÁTIPO #?# Journ. Bot. Res. Inst. Texas 4: 138. 2010.","BRA:UFSJ:HUFSJ:0000002733","Eugenia valsuganana Sobral"
"3","MBML","MBML-HERBARIO",11542,"Eugenia valsuganana Sobral","Myrtaceae","Eugenia","valsuganana","Sobral","M. Sobral, 2013",NA,NA,600,"V. Demuner; et al",2000,1,25,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Arvoreta 7m, frutos imaturos amarelos. Subida da trilha do sagui.","BRA:MBML:MBML-HERBARIO:0000011542","Eugenia valsuganana Sobral"
"4","MBML","MBML-HERBARIO",12524,"Eugenia valsuganana Sobral","Myrtaceae","Eugenia","valsuganana","Sobral","M. Sobral, 2013",NA,NA,949,"V. Demuner; et al",2000,4,27,"Brazil","Espírito Santo","Santa Teresa","Alto Lombardia, cabeceira do 25 de Julho",-40.548889,-19.844722,"Arvoreta 4m, fruto imaturo de cor verde. Borda de mata, início da trilha.","BRA:MBML:MBML-HERBARIO:0000012524","Eugenia valsuganana Sobral"
"5","UFSJ","HUFSJ",1445,"Eugenia valsuganana Sobral","Myrtaceae","Eugenia","valsuganana","Sobral",NA,NA,NA,1737,"Kollmann, L; Bausen, E; Pizziolo, W",1999,1,28,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.",0,0,"Área 1, Parc 99, Arv 2219. Arvoreto 6m. Dap 8cm. Fuste 5m. Frutos verdes.","BRA:UFSJ:HUFSJ:0000001445","Eugenia valsuganana Sobral"
