"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"F","Botany","V0121073F","Psidium bahianum Landrum & Funch","Myrtaceae","Psidium","bahianum","Landrum & Funch",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"0ccc1315-a3ba-4a1f-9a9f-8bebbd8d139c","Psidium bahianum Landrum & Funch"
"2",NA,"ASU","ASUPlants","255767","Psidium bahianum Landrum & Funch","Myrtaceae","Psidium","bahianum","Landrum & Funch",NA,NA,NA,NA,"Blanchet",NA,NA,NA,"United States","Bahia",NA,NA,NA,NA,NA,NA,"Psidium bahianum Landrum & Funch"
