"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"FZB-BH","BHZB","11372","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,NA,NA,"5121",NA,"Rezende, S.G.",2015,7,29,"Brazil","Mg","Mariana","Região do distrito de Camargos",-43.371111,-20.263056,"; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica","BRA:FZB-BH:BHZB:0000011372","Myrcia vauthiereana O.Berg"
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","160125","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,"2012-05-01T00:00:00.000+0000",NA,"s.n.",NA,"Gontijo, FD",2012,9,16,"Brazil","Minas Gerais","Mariana","Mina de Fábrica Nova",-43.433333,-20.198611,NA,"BRA:UFMG:BHCB:0000160125","Myrcia vauthiereana O.Berg"
"3",NA,"UFOP","OUPR","27116","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","Sobral, M.","2014-01-01T00:00:00.000+0000",NA,"26",NA,"Campos, N.R.; Furtado, K.L.",2010,8,7,"Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso.",0,0,"Árvore. Flores brancas, sépalas pilosas. Folhas coriáceas. Frutos pilosos e maduros. 8,53. Capoeira. Floresta secundária.","BRA:UFOP:OUPR:0000027116","Myrcia vauthiereana O.Berg"
"4",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","144302","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,NA,NA,"542",NA,"Bünger, MO; Borsali, EF; Fernandes, AC; Machado, TM",2010,10,1,"Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da Capela.",-43.510111,-20.434722,"Arbóreo ca. 4,0m alt.","BRA:UFMG:BHCB:0000144302","Myrcia vauthiereana O.Berg"
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","124238","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,"2008-10-01T00:00:00.000+0000",NA,"908",NA,"Kamino, LHY; Maielo Silva, L",2008,6,24,"Brazil","Minas Gerais","Lavras Novas","Estrada Lavras Novas - Bacia do Custódio.",-43.518611,-20.476961,NA,"BRA:UFMG:BHCB:0000124238","Myrcia vauthiereana O.Berg"
"6",NA,"UFSJ","HUFSJ","6216","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","Sobral, M","2014-01-01T00:00:00.000+0000",NA,"58",NA,"Araújo, MS; et al.",2008,9,28,"Brazil","Minas Gerais","Fervedouro","PESB, trilha do Muriqui. Ambiente semi-aberto na borda da trilha.",0,0,"Arbusto com 2m de altura, folhas cf. tricoma no caule. Folhas coreáceas. Flor com cinco pétalas brancas e estames cor creme.","BRA:UFSJ:HUFSJ:0000006216","Myrcia vauthiereana O.Berg"
"7",NA,"UFOP","OUPR","19172","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","Sobral, M.","2008-04-01T00:00:00.000+0000",NA,"s.n.",NA,"Pedreira, G.",2007,7,7,"Brazil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",0,0,"Árvore. Floresta Paludosa.","BRA:UFOP:OUPR:0000019172","Myrcia vauthiereana O.Berg"
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","88700","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,NA,NA,"2265",NA,"Mota, RC da; et al.",2002,10,11,"Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo",-43.574444,-19.103333,NA,"BRA:UFMG:BHCB:0000088700","Myrcia vauthiereana O.Berg"
"9",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","90735","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,"2010-12-10T00:00:00.000+0000",NA,"1",NA,"Ribeiro, CAN; Silva, SS; Paixão, CM",2002,10,4,"Brazil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Fazenda da Neblina",-42.486667,-20.715833,NA,"BRA:UFMG:BHCB:0000090735","Myrcia vauthiereana O.Berg"
"10","2018-09-24T10:01:21.000+0000","JBRJ","RB","RB01366506","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","E. Lucas","2006-11-24T00:00:00.000+0000",NA,"2975",NA,"L.S. Leoni; B. Cozenza",1995,6,25,"Brazil","Minas Gerais","Minas Gerais","Serra da Araponga, Fazenda Neblina. Trilha da ""Clusea"".",NA,NA,NA,"urn:catalog:JBRJ:RB:1366506","Myrcia vauthiereana O.Berg"
"11",NA,"USP","SPF","104310","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","Rosa, PO","2011-11-01T00:00:00.000+0000",NA,"PCD1412",NA,"Guedes, ML",1994,12,27,"Brazil","Bahia","Palmeiras","Morro do Pai Inácio",-41.476111,-12.456111,NA,"BRA:USP:SPF:0000104310","Myrcia vauthiereana O.Berg"
"12","2018-09-24T10:01:19.000+0000","JBRJ","RB","RB01366495","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","G.M. Barroso","1995-01-01T00:00:00.000+0000",NA,"2362",NA,"L.S. Leoni",1993,11,10,"Brazil","Minas Gerais","Minas Gerais","Serra da Araponga, Fazenda Neblina, PESB, acima do laboratório de campo.",-42.483333,-20.716667,NA,"urn:catalog:JBRJ:RB:1366495","Myrcia vauthiereana O.Berg"
"13","2018-09-24T10:01:17.000+0000","JBRJ","RB","RB01366300","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","G.M. Barroso","1995-01-01T00:00:00.000+0000",NA,"2363",NA,"L.S. Leoni",1993,11,10,"Brazil","Minas Gerais","Minas Gerais","Serra da Araponga. Fazenda Neblina. Parque Estadual. Borda de floresta acima do laboratório de campo.",NA,NA,NA,"urn:catalog:JBRJ:RB:1366300","Myrcia vauthiereana O.Berg"
"14","2018-09-24T10:01:16.000+0000","JBRJ","RB","RB01361788","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg","G.M. Barroso","1995-01-01T00:00:00.000+0000",NA,"2363",NA,"L.S. Leoni",1993,11,10,"Brazil","Minas Gerais","Minas Gerais","Serra da Araponga. Fazenda Neblina. PESB. Borda de floresta, acima do laboratório de campo.",-42.483333,-20.716667,NA,"urn:catalog:JBRJ:RB:1361788","Myrcia vauthiereana O.Berg"
"15",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","91925","Myrcia vauthiereana O.Berg","Myrtaceae","Myrcia","vauthiereana","O.Berg",NA,"2007-01-01T00:00:00.000+0000",NA,"2363",NA,"Leoni, LS",1993,11,10,"Brazil","Minas Gerais","Araponga","Paquer Estadual do Brigadeiro, Serra da Araponga",0,0,NA,"BRA:UFMG:BHCB:0000091925","Myrcia vauthiereana O.Berg"
