"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UFPE","UFP","81941","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Amorim, B.S.","2017-02-01T00:00:00.000+0000",NA,2034,"Amorim, B.S.",2014,9,9,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia-Próximo à trilha do Palmito.",-40.531389,-19.965,"HABITAT:Floresta Atlântica.; DESC:Arbusto 1,8m alt, frutos passados.;","BRA:UFPE:UFP:0000081941","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"2",NA,"MBML","MBML-HERBARIO","38323","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"ISOTYPE",5397,"R. C. Forzza; et al",2009,1,17,"Brazil","Espírito Santo","Santa Leopoldina","Arredores da Reserva Biológica de Duas Bocas",-40.522222,-20.242222,NA,"BRA:MBML:MBML-HERBARIO:0000038323","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"4","2017-10-18T13:07:10.000+0000","JBRJ","RB","RB00572021","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","PARATYPE",7849,"A. M. Amorim; R. Goldenberg, C.N. Fraga, A.P. Fontana, L. Kollmann & L. Daneu",2009,4,11,"Brazil","Espírito Santo","Cariacica","Estrada do entorno da reserva em acesso a Alegre. Floresta Ombrófila Densa Montana.",-40.481944,-20.3025,"Arvoreta ca 3m alt. Folhas brilhantes na face superior. Raque pendula, densamente ferrugínea, frutos imaturos verdes com indumento ferrugíneo.","urn:catalog:JBRJ:RB:572021","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"7",NA,"MBML","MBML-HERBARIO","32976","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE",4895,"V. Demuner; T. A. Cruz, M.Belizário.",2008,1,28,"Brazil","Espírito Santo","Santa Leopoldina","Morro Agudo, propr.: Dona Maria",-40.428889,-20.0975,"Arbusto 4m frutos jovens verdes. Interior de mata.","BRA:MBML:MBML-HERBARIO:0000032976","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"8",NA,"UFPR","UPCB","69836","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Amorim, B.S.","2016-01-01T00:00:00.000+0000","PARATYPE",5237,"Forzza, R.C. et al.",2008,7,20,"Brazil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"Árvore ca. 8m alt. Frutos verdes passando a vináceos..","BRA:UFPR:UPCB:0000069836","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"12","2017-10-18T10:07:56.000+0000","JBRJ","RB","RB01178948","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","PARATYPE",2846,"A. P. Fontana; K.A. Brahim, F. Andrikopoll & Gera Furlani",2007,2,10,"Brazil","Espírito Santo","Santa Teresa","Cabeceira do Rio Saltinho, Propriedade de Nego Furlane.",-40.616111,-20.070278,"Arbusto-escandente. Folhas verdes discolores. Caule, folhas e frutos com tricomas marrons. Frutos verdes.","urn:catalog:JBRJ:RB:1178948","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"13","2017-10-18T10:22:06.000+0000","JBRJ","RB","RB00561826","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","B.S. Amorim","2016-01-01T00:00:00.000+0000","PARATYPE",2836,"A. P. Fontana; K.A. Brahim",2007,2,8,"Brazil","Espírito Santo","Fundão","Piabas, prop. De Albino Cassimiro. Floresta Ombrófila Densa, Mata de Encosta. APA do Goiapaba-açú",-40.545,-19.998611,"Escandente. Folhas verdes discolores com pelos marrons. Flores brancas com tricomas dourados.","urn:catalog:JBRJ:RB:561826","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"17",NA,"UFPE","UFP","76047","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Amorim, B.S.","2017-04-01T00:00:00.000+0000",NA,1808,"Demuner, V.",2006,2,15,"Brazil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete-Fazenda Caioaba, Prop.: Claúdio Virloni, Trilha do córrego Caioaba.",0,0,"Alt.: 200-500m. Coord.: 20º03'30,8""S / 40º28'14,3""W.HABITAT:Beira de riacho pedregoso.; DESC:Arbusto escandente 4m, botões e flores brancas, frutos jovens verdes.;","BRA:UFPE:UFP:0000076047","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"18",NA,"MBML","MBML-HERBARIO","27759","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE",1216,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen",2006,8,8,"Brazil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.",-40.470556,-20.059167,"Arbusto 2,5m de alt. Frutos verdes e vináceos escuros. Mata fundo de vale.","BRA:MBML:MBML-HERBARIO:0000027759","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
"19",NA,"MBML","MBML-HERBARIO","10781","Myrcia espiritosantensis B.S.Amorim","Myrtaceae","Myrcia","espiritosantensis","B.S.Amorim","Bruno S. Amorim & Marccus Alves/2016",NA,"PARATYPE",1503,"L. D. Thomaz",1994,4,19,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Não amostrada, arvore com + ou - 5m, ao lado da parcela76, com frutos amarelados.","BRA:MBML:MBML-HERBARIO:0000010781","Myrcia espiritosantensis B.S.Amorim",NA,NA,NA,NA,NA
