"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","2017-08-08T14:26:07.000+0000","JBRJ","RB","RB01348920","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","B.S. Amorim",NA,NA,228,"T.N.F. Guerra; M. Chagas",2013,4,2,"Brazil","Pernambuco","Paulista","Estação Ecológica de Catés, Acesso ao interior da mata pela canaleta, coletando próximo a trilha",NA,NA,NA,"urn:catalog:JBRJ:RB:1348920","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"2",NA,"UFPR","UPCB","64862","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Sobral, M.","2008-12-01T00:00:00.000+0000",NA,355,"Lins e Silva, A.C.B.",2008,7,19,"Brazil","Pernambuco","Igarassu","Usina São José, Engenho Cruzinha, Mata da Zambana.",-34.9775,-7.721389,"Arvoreta 2,8m, frutos verdes imaturos. Mata Atlântica. Borda fundo de vale ripário..","BRA:UFPR:UPCB:0000064862","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"3",NA,"UnB","UB","167984","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","Faria, JEQ","2013-03-01T00:00:00.000+0000",NA,283,"Paixão, JL",2004,11,12,"Brazil","Bahia","Camamu","Rod. BA 650/Camamú/Travessão",-39.168611,-14.001889,"Árvore ca. 16 m alt.Flores com estames e cálice esverdeados, folhas discolores.; Floresta higrófila","BRA:UnB:UB:0000167984","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"4",NA,"MBML","MBML-HERBARIO","19569","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral/2006",NA,"HOLOTYPE",1749,"R.R. Vervloet; et al",2003,1,23,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore de 12m, flores com sépalas e estames brancos, borda de mata, meia encosta.","BRA:MBML:MBML-HERBARIO:0000019569","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"5","2017-10-17T19:21:01.000+0000","JBRJ","RB","RB00591530","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,"ISOTYPE",1749,"R.R. Vervloet; E. Bausen",2003,1,23,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, divisa com propriedade Vanildo Bragacha.",NA,NA,"Árvore de 12m de alt. Flores com sépalas verdes, pétalas e estames brancos.","urn:catalog:JBRJ:RB:591530","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","109525","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,NA,2015,"Vervloet, RR; Bausen, E",2003,3,20,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi. Linha da divisa, lado esquerdo, seguindo córrego.",0,0,NA,"BRA:UFMG:BHCB:0000109525","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"7",NA,"MBML","MBML-HERBARIO","20055","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral/2006",NA,"PARATYPE",2015,"R.R. Vervloet; et al",2003,3,20,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore de 19m, frutos imaturos de cor verde claro, rugosos. Meia encosta, beira de córrego, dossel 16m.","BRA:MBML:MBML-HERBARIO:0000020055","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"8",NA,"MBML","MBML-HERBARIO","21286","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral","M. Sobral/2006",NA,"PARATYPE",382,"J. Rossini; et al",2003,7,15,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Arbusto de 15m, DAP 35cm, frutos verdes.","BRA:MBML:MBML-HERBARIO:0000021286","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"9","2017-10-18T17:51:02.000+0000","JBRJ","RB","RB00591531","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,"PARATYPE",382,"J. Rossini; E. Bausen & W. Pizziolo",2003,7,15,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, parte final da estrada para Goiapaboa-Açu.",NA,NA,"Arbusto de 15m de alt. DAP: 35 cm. frutos verdes.","urn:catalog:JBRJ:RB:591531","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
"10","2017-10-19T10:46:05.000+0000","JBRJ","RB","RB00591527","Myrcia verrucosa Sobral","Myrtaceae","Myrcia","verrucosa","Sobral",NA,NA,"PARATYPE",452,"J. Rossini; E. Bausen & W. Pizziolo",2003,8,14,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, linha de divisa ao aldo do cafezal do Sr. Vanildo P. das Posses.",NA,NA,"Árvore 14m de alt., fuste 9m, DAP: 30cm. Frutos vináceos.","urn:catalog:JBRJ:RB:591527","Myrcia verrucosa Sobral",NA,NA,NA,NA,NA
