"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2017-10-17T18:54:41.000+0000","JBRJ","RB","RB00887275","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","Tuler, A.C",NA,NA,"501",NA,"Tuler, A.C; Carrijo, T.T; Giaretta, A.O; Ribeiro, M.",2014,1,14,"Brazil","Espírito Santo","Conceição da Barra","Mata de Tabuleiro. Km 4. Reserva Biológica de Córrego Grande",NA,NA,"Árvore 6m. Ramos ferrugíneos. Flores brancas.","urn:catalog:JBRJ:RB:887275","Myrcia amplexicaulis Hook.f."
"2",NA,"UFPE","UFP","76945","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","Amorim, B.S.","2014-03-01T00:00:00.000+0000",NA,"1953",NA,"Amorim, B.S.",2014,3,20,"Brazil","Espírito Santo","Santa Teresa","Estação Bilógica de Santa Lúcia-Próxima a ponte José Molino. Floresta Atlântica.",-40.538889,-19.963889,"DESC:Árvore 5m de alt., frutos amarelos.;","BRA:UFPE:UFP:0000076945","Myrcia amplexicaulis Hook.f."
"3",NA,"UFPE","UFP","76944","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","Amorim, B.S.","2014-03-01T00:00:00.000+0000",NA,"1940",NA,"Amorim, B.S.",2014,3,19,"Brazil","Espírito Santo","Santa Teresa","Estação Bilógica de Santa Lúcia-Trilha do palmito Floresta Atlântica.",-40.527778,-19.972222,"DESC:Árvore 7m alt., frutos verdes.;","BRA:UFPE:UFP:0000076944","Myrcia amplexicaulis Hook.f."
"4",NA,"UFES","VIES","38356","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","A. Giaretta","2017-09-01T00:00:00.000+0000",NA,"1247",NA,"Flores, T.B.; Romão, G.O.",2012,8,28,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.",NA,NA,"SW1839","BRA:UFES:VIES:0000038356","Myrcia amplexicaulis Hook.f."
"5","2017-10-19T14:04:21.000+0000","JBRJ","RB","RB00777866","Gomidesia crocea Berg",NA,"Myrtaceae","Myrcia","crocea","Berg","R. Finotti",NA,NA,"317",NA,"R. Finotti; D. Holz, E. Ramos e A. Sanchez-Tapia",2012,9,11,"Brazil","Rio de Janeiro","Teresópolis","50 metros do início da trilha do Rancho Frio. Parque Nacional da Serra dos Órgãos",-43.000278,-22.771667,"Floresta Ombrófila Densa Montana","urn:catalog:JBRJ:RB:777866","Gomidesia crocea Berg"
"6",NA,"UFPB","JPB","53011","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.",NA,NA,NA,"817",NA,"Amorim, BS; Melo, AV de; Pessoa, EM; Chagas, MA",2011,3,11,"Brazil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata Cabogi",0,0,"Floresta Atlântica","BRA:UFPB:JPB:0000053011","Myrcia amplexicaulis Hook.f."
"7",NA,"NY","NY","01874165","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","B. S. Amorim","2013-03-01T00:00:00.000+0000",NA,"817",NA,"B. S. Amorim",2010,3,11,"Brazil","Pernambuco",NA,"Jaqueira, RPPN Frei Caneca, Mata Cabogi, trilha principal, caminho para riacho do quengo, interior da mata.",0,0,NA,"0631b100-c3ec-4967-80aa-2a709a3e9627","Myrcia amplexicaulis Hook.f."
"8","2017-11-19T08:30:12.000+0000","JBRJ","RB","RB00792714","Myrcia amplexicaulis Hook.f.",NA,"Myrtaceae","Myrcia","amplexicaulis","Hook.f.","A. Giaretta",NA,NA,"1891",NA,"J.L. Paixão; et al.",2010,11,6,"Brazil","Bahia","Porto Seguro","Estação  Ecologica  da  VERACEL.",-39.170833,-13.802778,"Árvore, ca. 12 m de altura. Folhas discolores com face superior verde brilhante e face interior com tricomas vermelhos.","urn:catalog:JBRJ:RB:792714","Myrcia amplexicaulis Hook.f."
"9","2017-10-18T10:08:03.000+0000","JBRJ","RB","RB00526031","Gomidesia crocea Berg",NA,"Myrtaceae","Myrcia","crocea","Berg","A. G. Christo","2008-04-20T00:00:00.000+0000",NA,"636",NA,"A. G. Christo; A. Pintor, A. T. Oliveira",2008,2,29,"Brazil","Rio de Janeiro","Silva Jardim","Distrito de Peclas, Fazenda Santa Helena.",-42.346111,-22.532222,"árvore, ca. de 5 m de altura, flores alvo-amareladas, coletada na borda da mata.","urn:catalog:JBRJ:RB:526031","Gomidesia crocea Berg"
"10","2017-10-18T15:47:06.000+0000","JBRJ","RB","RB01361845","Gomidesia crocea Berg",NA,"Myrtaceae","Myrcia","crocea","Berg","L.S. Leoni","2008-06-06T00:00:00.000+0000",NA,"140",NA,"M.J.R. Rocha; Et al.",2008,5,22,"Brazil","Minas Gerais","Faria Lemos","Fazenda Santa Rita. Interior da floresta.",NA,NA,NA,"urn:catalog:JBRJ:RB:1361845","Gomidesia crocea Berg"
