"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"UEG-UNUCET","HUEG","5081","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","279","Paula, J.E.; Faria, J.E.Q.",2008,1,17,"Brazil","Goiás","Anápolis","Rua Silvya V.L.B. Gomes, setor Sul 3ª etapa.",0,0,"Árvore ca. de 6 m; frutos imaturos verdes com os lobos do cálice persistentes; caule estriado.; Mata de galeria.","BRA:UEG-UNUCET:HUEG:0000005081","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"2",NA,"UEG-UNUCET","HUEG","5084","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Proença, C.E.B.; Proença, C.","2008-01-01T00:00:00.000+0000","279","Heringer, E.P.; Faria, J.E.Q.",2008,1,17,"Brazil","Goiás","Anápolis","Rua Silvya V.L.B. Gomes, setor Sul 3ª etapa.",0,0,"Árvore ca. de 6 m; frutos imaturos verdes com os lobos do cálice persistentes; caule estriado.; Mata de galeria.","BRA:UEG-UNUCET:HUEG:0000005084","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"3",NA,"UnB","UB","110484","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Proença, CEB",NA,"279","Faria, JEQ",2008,1,17,"Brazil","Goiás","Anápolis","Setor Sul, 3ª etapa",0,0,"Frutos imaturos verdes com os lobos do calice persistentes; caule estriado; Árvore 6m; Mata de galeria.","BRA:UnB:UB:0000110484","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"4",NA,"UEG-UNUCET","HUEG","5082","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Oliveira, R.S.; Proença, C.","2008-01-01T00:00:00.000+0000","279","Irwin, H.S.; Faria, J.E.Q.",2008,1,17,"Brazil","Goiás","Anápolis","Rua Silvya V.L.B. Gomes, setor Sul 3ª etapa.",0,0,"Árvore ca. de 6 m; frutos imaturos verdes com os lobos do cálice persistentes; caule estriado.; Mata de galeria.","BRA:UEG-UNUCET:HUEG:0000005082","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"5",NA,"UnB","UB","112797","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Proença, CEB",NA,"258","Faria, JEQ",2007,12,13,"Brazil","Goiás","Anápolis",NA,0,0,"Botões supraxilares com 5 lobos calicínios visíveis, caule estriado em placas.; Árvore 6m; Mata de galeria.","BRA:UnB:UB:0000112797","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"6",NA,"UEG-UNUCET","HUEG","5129","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","258","Gonçalves, E.G.; Faria, J.E.Q.",2007,12,13,"Brazil","Goiás","Anápolis","Rua Sylvia V.L.B. Gomes, Setor Sul terceira etapa.",0,0,"Árvore de ca. de 6m; botões florais supraxilares, com cinco lobos calicíneos visíveis; caule estriado em placas.; Resquício de mata de galeria","BRA:UEG-UNUCET:HUEG:0000005129","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"7",NA,"UEG-UNUCET","HUEG","5128","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","258","Gonçalves, E.G.; Faria, J.E.Q.",2007,12,13,"Brazil","Goiás","Anápolis","Rua Sylvia V.L.B. Gomes, Setor Sul terceira etapa.",0,0,"Árvore de ca. de 6m; botões florais supraxilares, com cinco lobos calicíneos visíveis; caule estriado em placas.; Resquício de mata de galeria","BRA:UEG-UNUCET:HUEG:0000005128","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"8",NA,"UEG-UNUCET","HUEG","5131","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","258","Gonçalves, E.G.; Faria, J.E.Q.",2007,12,13,"Brazil","Goiás","Anápolis","Rua Sylvia V.L.B. Gomes, Setor Sul terceira etapa.",0,0,"Árvore de ca. de 6m; botões florais supraxilares, com cinco lobos calicíneos visíveis; caule estriado em placas.; Resquício de mata de galeria","BRA:UEG-UNUCET:HUEG:0000005131","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"9",NA,"UEG-UNUCET","HUEG","5132","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","258","Barboza, M.A.; Faria, J.E.Q.",2007,12,13,"Brazil","Goiás","Anápolis","Rua Sylvia V.L.B. Gomes, Setor Sul terceira etapa.",0,0,"Árvore de ca. de 6m; botões florais supraxilares, com cinco lobos calicíneos visíveis; caule estriado em placas.; Resquício de mata de galeria","BRA:UEG-UNUCET:HUEG:0000005132","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
"10",NA,"UEG-UNUCET","HUEG","5130","Psidium canum Mattos","Myrtaceae","Psidium","canum","Mattos","Gonçalves, E.G.; Proença, C.","2008-01-01T00:00:00.000+0000","258","Gonçalves, E.G.; Faria, J.E.Q.",2007,12,13,"Brazil","Goiás","Anápolis","Rua Sylvia V.L.B. Gomes, Setor Sul terceira etapa.",0,0,"Árvore de ca. de 6m; botões florais supraxilares, com cinco lobos calicíneos visíveis; caule estriado em placas.; Resquício de mata de galeria","BRA:UEG-UNUCET:HUEG:0000005130","Psidium canum Mattos",NA,NA,NA,NA,NA,NA
