"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2016-07-18T16:27:11.000+0000","JBRJ","RB","RB01070199","Eugenia agathopoda Diels","aff.","Myrtaceae","Eugenia","agathopoda","Diels","M.C. Souza","2016-03-21T00:00:00.000+0000",NA,NA,"Vanderlei Carvalho Rodinsky",2016,1,29,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Arboreto Seção 8, Canteiro C.",NA,NA,"Material cultivado. Folhas verdes. RBv 2041.","urn:catalog:JBRJ:RB:1070199","Eugenia agathopoda Diels"
"2","2017-10-11T07:02:33.000+0000","JBRJ","RB","RB01214344","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","S. Monteiro",NA,NA,"536","S. Monteiro",2016,12,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 8C, JBRJ  Tombo: 2041  Jardim Botânico do Rio de Janeiro",NA,NA,"Árvore ca 8m  DAP: 31cm  Folhas discolores verde escura, fruto verde imaturo","urn:catalog:JBRJ:RB:1214344","Eugenia agathopoda Diels"
"3",NA,"Cenargen","CEN","76619","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","A. J. Barreto dos Santos",NA,NA,"13591","Glocimar Pereira-Silva",2008,7,17,"Brazil","Ro","PORTO VELHO","Margem esquerda do rio Madeira, canteiro de obras do AHE Jirau. P 56 C 2.",-64.636944,-9.225833,"Det. in dupl.","BRA:Cenargen:CEN:0000076619","Eugenia agathopoda Diels"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","220121","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","Ramos, J.F.","2007-01-01T00:00:00.000+0000",NA,"1330","Mike Hopkins",2007,1,20,"Brazil","Mato Grosso",NA,"Propriedade particular de preservação ambiental delimitada pelo Parque Estadual do Cristalino e pelos rios Teles Pires e Cristalino. Beira do Rio Teles Pires. Vegetação marginal, com arvoretas e cipós heliófitos.",-55,-9,NA,"urn:catalog:inpa:herbarium:171910","Eugenia agathopoda Diels"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","232990","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels",NA,NA,NA,"517","Mike Hopkins",2002,1,11,"Brazil","Amazonas",NA,"Reserva Florestal Adolpho Ducke., Rodovia Manaus-Itacoatiara, km 26. Trilha L-O2, km 6.5.",-59.91,-2.927591,NA,"urn:catalog:inpa:herbarium:215419","Eugenia agathopoda Diels"
"6",NA,"USP","SPF","131776","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","Corrêa, D",NA,NA,"1741","Egler, SG",1994,8,4,"Brazil","Amazonas","Manaus","Rio Cuieiras",0,0,NA,"BRA:USP:SPF:0000131776","Eugenia agathopoda Diels"
"7",NA,"UFRGS","ICN","063186","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","Sobral, M",NA,NA,"6829","Rodrigues, W; Osmarino",1965,1,7,"Brazil","Am","Manaus","Reserva Florestal Ducke, ao lado da picada base",0,0,"Duplicata do ICN 85983. Doação do Instituto Nacional de Pesquisas da Amazônia.; Arvoreta de 10m de altura por 8cm de diametro, flores esverdeadas em botões; Mata de terra firme, solo argiloso.","BRA:UFRGS:ICN:0000063186","Eugenia agathopoda Diels"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15375","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels",NA,NA,NA,"6829","Mike Hopkins",1965,1,7,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, ao lado da picada base",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:161810","Eugenia agathopoda Diels"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","15396","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","Sobral, M.","1985-04-01T00:00:00.000+0000",NA,"6848","Mike Hopkins",1965,1,22,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, ao lado da picada base no bosque",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:161831","Eugenia agathopoda Diels"
"10",NA,"UFRGS","ICN","063187","Eugenia agathopoda Diels",NA,"Myrtaceae","Eugenia","agathopoda","Diels","Sobral, M","1985-04-01T00:00:00.000+0000",NA,"6848","Rodrigues, W; Osmarino",1965,1,22,"Brazil","Am","Manaus","Reserva Florestal Ducke, ao lado da picada basica",0,0,"Doação do Instituto Nacional de Pesquisas da Amazônia.; Arvore de 10m de altura por 8cm de diametro, flores alvas.; No bosque, mata de terra firme, solo argiloso","BRA:UFRGS:ICN:0000063187","Eugenia agathopoda Diels"
