"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UFES","VIES","28633","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Wandekoken, D.T.","2018-09-12T00:00:00.000+0000",NA,"28",NA,"Carneiro, M.A.M.",2018,5,7,"Brazil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.",-40.317778,-20.398611,"Árvore. Frutos pretos quando maduros","BRA:UFES:VIES:0000028633",NA,"Eugenia astringens Cambess.",NA,NA
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","59627","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Kassner-Filho, A.","2018-07-07T00:00:00.000+0000",NA,"3039",NA,"Kassner-Filho, A.",2018,7,7,"Brazil","Santa Catarina","Garopaba","Ouvidor - Praia Vermelha.",-48.633889,-28.111667,"fruto imaturo","BRA:FURB:FURB:0000059627",NA,"Eugenia astringens Cambess.",NA,NA
"3",NA,"Universidade Regional de Blumenau, FURB","FURB","60072","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Kassner-Filho, A.","2018-07-17T00:00:00.000+0000",NA,"3108",NA,"Kassner-Filho, A.",2018,7,17,"Brazil","Santa Catarina","Palhoça",NA,-48.599444,-27.904722,"fruto imaturo","BRA:FURB:FURB:0000060072",NA,"Eugenia astringens Cambess.",NA,NA
"4",NA,"UFES","VIES","28471","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Wandekoken, D.T.","2018-09-12T00:00:00.000+0000",NA,"288",NA,"Wandekoken, D.T.; Oliveira-Filho, N.E.; Vasconcelos, A.P.",2018,7,25,"Brazil","Espírito Santo","Anchieta","Praia Marvilla. Afloramento rochoso.",-40.668333,-20.817222,"Árvore. Frutos negros.","BRA:UFES:VIES:0000028471",NA,"Eugenia astringens Cambess.",NA,NA
"5",NA,"Universidade Regional de Blumenau, FURB","FURB","60078","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Kassner-Filho, A.","2018-07-16T00:00:00.000+0000",NA,"3124",NA,"Kassner-Filho, A.",2018,7,16,"Brazil","Santa Catarina","Palhoça","Centro de Visitantes do Parque Estadual da Serra do Tabuleiro.",-48.626389,-27.843333,"fruto imaturo","BRA:FURB:FURB:0000060078",NA,"Eugenia astringens Cambess.",NA,NA
"6","2017-02-14T14:37:20.000+0000","JBRJ","RB","RB01223365","Eugenia astringens Cambess.","cf.","Myrtaceae","Eugenia","astringens","Cambess.","J.R.Mattos e M. Nadruz","2017-02-13T00:00:00.000+0000",NA,"538",NA,"S. Monteiro; M.Nadruz, J.R.Mattos",2017,2,13,"Brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 35A, JBRJ  Tombo: 7022  Jardim Botânico do Rio de Janeiro",NA,NA,"Árvore com ca. 9 m dap 16,5 cm. Folhas discolores verde escuro, flores passadas só com o cálice amarelo.","urn:catalog:JBRJ:RB:1223365",NA,"Eugenia astringens Cambess.",NA,NA
"7","2017-11-26T22:45:52.000+0000","JBRJ","RB","RB01376241","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","C.D.M. Ferreira & T.B.S. Patusco",NA,NA,"469",NA,"Carlos D.M. Ferreira; T.B.S. Patusco; G.L. Marini",2017,6,24,"Brazil","Rio de Janeiro","Rio de Janeiro","Núcleo Pau da Fome. Trilha da padaria, subindo morrote após a escadaria. Floresta secundária de encosta. Ombrófila. Solo argiloso. Parque Estadual da Pedra Branca",-43.4425,-22.937222,"Arvoreta, 4m. Folhas cartáceas, discolores, face adaxial verde escuro, face abaxial verde amarelada. Frutos de cor amarelo esverdeada (fosco)","urn:catalog:JBRJ:RB:1376241",NA,"Eugenia astringens Cambess.",NA,NA
"8",NA,"Universidade Federal do Paraná, UFPR","EFC","15817","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.","Dall Agnol, R.T.","2017-08-15T00:00:00.000+0000",NA,"22",NA,"Dall Agnol, R.T.",2017,7,23,"Brazil","Bahia","Porto Seguro","Praia do Mucugê, Arraial d'Ajuda",-39.0633,-16.4744,"Árvore, 5 m de altura, frutos arroxeados. Cultivada","BRA:UFPR:EFC:0000015817",NA,"Eugenia astringens Cambess.",NA,NA
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","129716","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.",NA,NA,NA,"2713",NA,"Costa, G; Correia, FR; Martins, MLL",2017,8,19,"Brazil","Bahia","Jaguaribe","Praia do Garcês.",0,0,"Ca de 4,5m de altura, frutos verdes, amarelos, vermelhos e negros.; Restinga.","BRA:UFBA:ALCB:0000129716",NA,"Eugenia astringens Cambess.",NA,NA
"10",NA,"UFRB","HURB","15724","Eugenia astringens Cambess.",NA,"Myrtaceae","Eugenia","astringens","Cambess.",NA,NA,NA,"2713",NA,"Costa, G.; Correia, F.R.; Vitório, C.D.P.",2017,8,19,"Brazil","Bahia","Jaguaripe","Praia do Garcês;",NA,NA,"Hábito: árvore","BRA:UFRB:HURB:0000015724",NA,"Eugenia astringens Cambess.",NA,NA
