"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","195659","Silva, JAC da"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","195348","Cauper, G"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","154497","Zarucchi, JL"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","91538","Calder�_n, CE"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","90012","Zarucchi, JL"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","59209","Gentry, AH"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","39456","Albuquerque, BWP de"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","99868","Albuquerque, BWP de"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","41038","Prance, GT"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","21835","Prance, GT"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","16782","Co̻lho, LF"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","17580","Duarte, AP"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","18715","Prance, GT"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","13437","Rodrigues, WA"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","9536","Rodrigues, WA"
