"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","224065","Julịo, GR"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","158591","Silva, NT da"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","127738","Silva, MG da"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","92256","Rankin, JM"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","65754","Nascimento, JR"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","73360","Nascimento, JR"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","58958","Monteiro, OP"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","63037","Gomes, M"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","35204","Silva, MF da"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","31029","Albuquerque, BWP de"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","27715","Rodrigues, WA"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","23773","Prance, GT"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","15771","Rodrigues, WA"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","8160","Rodrigues, WA"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","75564","Roth, L"
