"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","195659","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Ramos, J.F.","1998-01-01T00:00:00.000+0000","836",NA,"Silva, JAC da",1998,10,3,"Brazil","Amazonas",NA,"Nos ramais entre os km 123 ao km 139 da BR 174.",NA,NA,NA,"urn:catalog:inpa:herbarium:177161",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","195348","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"INPA195348",NA,"Cauper, G",1998,10,9,"Brazil","Amazonas",NA,"Estrada Manaus-Caracaraí, km 45",NA,NA,NA,"urn:catalog:inpa:herbarium:24815",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"3",NA,"NY","NY","01251689","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","A. J. M. Leeuwenberg","1991-01-01T00:00:00.000+0000","12290",NA,"G. Martinelli",1987,12,5,"Brazil","Pará",NA,"Campos de Ariramba, confluência do rio Jaramacarú com o rio Ariramba.",-55.759129,-1.164599,NA,"697cbcc2-2891-464d-bf0c-685924290b8c",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"4","2010-01-19T10:18:00.000+0000","MO","MO","2813652","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"Zarucchi 2839",NA,"James L. Zarucchi",1983,6,18,"Brazil","Amazonas",NA,"Mun. de Manaus, km 60 of Manaus-Caracaraí road (BR-174), 45km N of junction with manaus-Itacoatiara road",-60.033333,-2.583333,NA,"urn:catalog:MO:Tropicos:2813652","http://www.tropicos.org/Specimen/2813652","Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"5",NA,"NY","NY","01251695","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi",NA,"3243",NA,"J. L. Zarucchi",1983,8,9,"Brazil","Amazonas",NA,"Km 61 of Manaus-CaracaraÃ­ road (BR-374), 46km N of junction with Manaus-Itacoatiara road.",-60.027124,-2.576664,NA,"a70aac84-7821-48e1-80cf-a08639cf7ab4",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","91538","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","2941",NA,"Calder�_n, CE",1979,8,6,"Brazil","Amazonas",NA,"""Rio Urubú, Iracema waterfall and nearby stream. In """"igapó"""". Forest at edge of river.""",NA,NA,NA,"urn:catalog:inpa:herbarium:20925",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"8",NA,"F","Botany","V0423865F","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"2941",NA,"C. Calderon & et al.",1979,8,6,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"52052bd6-b477-40f8-b0fb-ab6bcbf93cdb",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"10","2011-02-12T12:58:00.000+0000","MO","MO","2813698","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. Zarucchi","1987-01-01T00:00:00.000+0000","Calderón 2941",NA,"Cleofé E. Calderón|O.P. Monteiro|J.O. Guedes",1979,8,6,"Brazil","Amazonas",NA,"Rio Urubú, Iracema waterfall and nearby stream",NA,NA,NA,"urn:catalog:MO:Tropicos:2813698","http://www.tropicos.org/Specimen/2813698","Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"11","2015-06-23T14:34:00.000+0000","MO","MO","2794470","Ambelania longiloba Markgr.","Apocynaceae","Spongiosperma","longiloba","Markgr.","J. Zarucchi (MO), 9","1979-01-01T00:00:00.000+0000","Zarucchi 2541",NA,"James L. Zarucchi|F. Almeida|Dionizio F. Coêlho",1979,9,14,"Brazil","Amazonas",NA,"Along Manaus-Caracarai Road (BR-174).  Igarapé at km 46.",NA,NA,NA,"urn:catalog:MO:Tropicos:2794470","http://www.tropicos.org/Specimen/2794470","Ambelania longiloba Markgr.",NA,NA,NA,NA
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","90012","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","2541",NA,"Zarucchi, JL",1979,9,14,"Brazil","Amazonas",NA,"Along Manaus-Caracaraí Road (BR 174), Igarapé at Km 46.",NA,NA,NA,"urn:catalog:inpa:herbarium:207207",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"13","2009-02-20T13:42:00.000+0000","MO","MO","1805342","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","James L. Zarucchi","1981-01-01T00:00:00.000+0000","Gentry 12991",3758,"Alwyn H. Gentry",1974,12,1,"Brazil","Amazonas",NA,"SEPLAC, Km 60 Manaus-Caracaria Road (BR 174). Forest and stream edge.",-60.043333,-2.2975,NA,"urn:catalog:MO:Tropicos:1805342","http://www.tropicos.org/Specimen/1805342","Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","59209","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","12991",NA,"Gentry, AH",1974,12,1,"Brazil","Amazonas",NA,"BR-174, CEPLAC, km 60 on Manaus-Caracaraí road.",NA,NA,NA,"urn:catalog:inpa:herbarium:60028",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"16","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","39456","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","657",NA,"Albuquerque, BWP de",1973,5,3,"Brazil","Amazonas",NA,"Estrada Manaus-Caracaraí, Km 61. Reserva Biológica de Campina. Na campina de solo arenoso.",NA,NA,NA,"urn:catalog:inpa:herbarium:244423",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"18","2013-02-22T05:41:00.000+0000","MO","MO","2813661","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"Coêlho 657",NA,"Byron Coêlho|Luis Coêlho|Francisco Mello",1973,5,3,"Brazil","Amazonas",NA,"Estranda Manaus-Caracaraí, km 61, Reserva Biológica de Campina",NA,NA,NA,"urn:catalog:MO:Tropicos:2813661","http://www.tropicos.org/Specimen/2813661","Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"21","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","99868","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","INPA99868",NA,"Albuquerque, BWP de",1973,8,16,"Brazil","Amazonas",NA,"Estrada Manaue-Caracaraí, Km 60. Estação Experimental de Silvicultura Tropical. Margem inundável de igarapé, solo argiloso.",NA,NA,NA,"urn:catalog:inpa:herbarium:2186",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"22","2008-05-27T22:02:00.000+0000","MO","MO","2813687","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"Prance 17734",NA,"Ghillean T. Prance",1973,9,11,"Brazil","Amazonas",NA,"Above mouth of Rio Brancinho. Flooded river bank",NA,NA,NA,"urn:catalog:MO:Tropicos:2813687","http://www.tropicos.org/Specimen/2813687","Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"23",NA,NA,"Botany","U.1095105","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,NA,NA,"Prance GT; et al.",1973,9,11,"Brazil",NA,NA,"Plants of Brazilian Amazonia. State of Amazonas. Rio Cuieras. Above mouth of Rio Brancinho.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1095105",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"24","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","41038","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","17734",NA,"Prance, GT",1973,9,11,"Brazil","Amazonas",NA,"Above mouth of Rio Brancinho. Flooded river bank.",NA,NA,NA,"urn:catalog:inpa:herbarium:141182",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"27",NA,"NY","NY","01251692","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1981-09-01T00:00:00.000+0000","5075",NA,"G. T. Prance",1968,6,8,"Brazil","Amazonas",NA,"Banks of Rio Urubu, between Cachoeira Iracema and Manaus-Itacaotiara Road",0,0,NA,"953eec07-f6a6-4039-9776-55227f284b24",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"29","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","16782","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","INPA16782",NA,"Co̻lho, LF",1966,1,14,"Brazil","Amazonas",NA,"Rio Preto, Km 78 da Estrada Manaus-Itacoatiara. Mata de terra firme, temporariamente inundável.",NA,NA,NA,"urn:catalog:inpa:herbarium:29364",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"30",NA,"UFAC","UFACPZ","458","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,NA,NA,"Coêlho, L.",1966,1,14,"Brazil","Acre",NA,NA,NA,NA,NA,"BRA:UFAC:UFACPZ:0000000458",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"31","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17580","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-08-01T00:00:00.000+0000","9845",NA,"Duarte, AP",1966,7,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara Km 74, Estrada Manaus-Itacoatiara, Km 74, Rio Preto.",NA,NA,NA,"urn:catalog:inpa:herbarium:242772",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"40",NA,"NY","NY","01251693","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","J. L. Zarucchi","1981-09-01T00:00:00.000+0000","3162",NA,"G. T. Prance",1966,11,14,"Brazil","Amazonas",NA,"Manaus-Itacoatiara Highway, Rio Preto, km 80",-59.578042,-2.649164,NA,"7c842e5a-3c1d-4846-9b13-76d43801cb62",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"43","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","13437","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","4904",NA,"Rodrigues, WA",1962,11,28,"Brazil","Amazonas",NA,"Rio Branquinho, afluente do Cuieiras., Rio Branquinho, afluente do Cuieiras. Igapó.",NA,NA,NA,"urn:catalog:inpa:herbarium:160617",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"44","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","9536","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi","Zarucchi, J.L.","1983-01-01T00:00:00.000+0000","2192",NA,"Rodrigues, WA",1961,7,19,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara, Km 90, Rio Preto.",NA,NA,"""Arbusto de 4m de altura; frutos verdes; flores alvas.""","urn:catalog:inpa:herbarium:238305",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
"45",NA,"F","Botany","V0423866F","Spongiosperma longilobum (Markgr.) Zarucchi","Apocynaceae","Spongiosperma","longilobum","(Markgr.) Zarucchi",NA,NA,"798",NA,"A. Ducke",1941,9,26,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"6de417ce-f32f-443d-bbb3-abd607a265af",NA,"Spongiosperma longilobum (Markgr.) Zarucchi",NA,NA,NA,NA
