"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-05-10T15:11:49.000+0000","JBRJ","RB","RB01386440","Chromolucuma apiculata Alves-Araújo & M.Alves","Sapotaceae","Chromolucuma","apiculata","Alves-Araújo & M.Alves","C. Baez",NA,1591,"C. Baez; E. P. Fernandez & R. C. Gomes",2018,4,7,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçu. REGUA - Trilha verde-claro. Parque Estadual dos Três Picos/Reserva Ecológica de Guapiaçu",-42.741944,-22.409167,"Árvore matriz nº 155; CAP 133 cm; Etipulas apicais em formato de coroa. Látex alvo.","urn:catalog:JBRJ:RB:1386440","Chromolucuma apiculata Alves-Araújo & M.Alves"
"2","2014-09-12T09:58:37.000+0000","JBRJ","RB","RB00790425","Chromolucuma apiculata Alves-Araújo & M.Alves","Sapotaceae","Chromolucuma","apiculata","Alves-Araújo & M.Alves","A. Alves-Araújo",NA,160,"Vivas, C.V; Paixão, J.L & Moraes, R.C.S",2010,12,16,"Brazil","Bahia","Una","Reserva Biológica de Una. Floresta ombrofila.",-39.078611,-15.193333,"Árvore. Folhas discolores com face adaxial verde brilhante e adaxial verde-claro. Cálice verde amarelado. Frutos imaturos verdes e avermelhados quando maduros. Cerca de 14 metros de altura, 6,1 cm de DAP e látex branco.","urn:catalog:JBRJ:RB:790425","Chromolucuma apiculata Alves-Araújo & M.Alves"
"4",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","37655","Chromolucuma apiculata Alves-Araújo & M.Alves","Sapotaceae","Chromolucuma","apiculata","Alves-Araújo & M.Alves","Brittonia, 64(1), pp. 23-29",NA,88,"R. Voeks",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Faz. Barra do Manguinho, KM 11 Rod. Ilhéus/Olivença/Uruçuca (BA-01).",-39.033333,-14.783333,"Ambiente: Restinga, estragada anteriormente pelo homem. Solo sílico-argiloso. Habito: Árvore, 11m. Tronco com látex","BRA:CEPLAC:CEPEC:0000037655","Chromolucuma apiculata Alves-Araújo & M.Alves"
