"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2/06/17 15:46","INPA","INPA","250454","Pradosia longipedicellata","Sapotaceae","Pradosia",NA,NA,"Alves-Ara̼jo","Terra-Araujo, MH",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,"Estrada para Pedras de Una, Sentido Ilh̩us -Una, entrada �� esquerda, 200 m, beira de estrada.",NA,NA,NA,NA,"Pradosia longipedicellata Alves-Ara̼jo"
"2","2/06/17 15:46","INPA","INPA","250456","Pradosia longipedicellata","Sapotaceae","Pradosia",NA,NA,"Alves-Ara̼jo","Terra-Araujo, MH",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,"Esta̤̣o Experimental Lemos Maia, CEPLAC, Sede da esta̤̣o.",NA,NA,NA,NA,"Pradosia longipedicellata Alves-Ara̼jo"
