"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","occurrenceRemarks","comments","bibliographicCitation"
"1",NA,"Faculdade São Lucas (FSL)","HFSL","1899","Pouteria ericoides T.D.Penn.","Sapotaceae","Pouteria","ericoides","T.D.Penn.",NA,NA,"03","Sobreira, F.C.L.",2004,5,22,"Brazil","Rondônia","Porto Velho","Campus Universidade Federal de Rondônia - UNIR, Campus Universidade Federal de Rondônia - UNIR",0,0,"BRA:FSL:HFSL:0000001899","Pouteria ericoides T.D.Penn.",NA,NA,NA,NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","214532","Pouteria ericoides T.D.Penn.","Sapotaceae","Pouteria","ericoides","T.D.Penn.","Ramos, J.F.","2004-05-01T00:00:00.000+0000","3","Sobreira, FCL",2003,9,19,"Brazil","Rondônia",NA,"Mata da Univresidade Federal de Rondônia, Campus José Ribeiro Filho.",NA,NA,"urn:catalog:inpa:herbarium:187044","Pouteria ericoides T.D.Penn.",NA,NA,NA,NA,NA,NA,NA
"3",NA,"NY","NY","1579617","Pouteria ericoides T.D.Penn.","Sapotaceae","Pouteria","ericoides","T.D.Penn.","T. D. Pennington","2006-01-01T00:00:00.000+0000","472","M. A. de Freitas",1990,11,21,"Brazil","Amazonas",NA,"Distrito AgropecuÃ¡rio, Reserva 1501, km 41 do Smithsonian/INPA, Projeto DinÃ¢mica BiolÃ³gica dos Fragmentos Florestais.",-59.74583,-2.41625,"fb916e57-ffc5-4797-bd2f-75fa40277d90","Pouteria ericoides T.D.Penn.",NA,NA,NA,NA,NA,NA,NA
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","184135","Pouteria ericoides T.D.Penn.","Sapotaceae","Pouteria","ericoides","T.D.Penn.",NA,NA,"386","Cunha, NML da",1989,9,21,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Distrito Agropecuário, Reserva 1501 (Km41) da WWF/INPA. Projeto Dinâmica Biológica dos Fragmentos Florestais.",-59.72,-2.4,"urn:catalog:inpa:herbarium:35606","Pouteria ericoides T.D.Penn.",NA,NA,NA,NA,NA,NA,NA
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","175417","Pouteria ericoides T.D.Penn.","Sapotaceae","Pouteria","ericoides","T.D.Penn.",NA,NA,"2303.483.2","Silva, AP da",1989,10,24,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Reserva nº 203, Arvore nº 483",-60,-2.316667,"urn:catalog:inpa:herbarium:174431","Pouteria ericoides T.D.Penn.",NA,NA,NA,NA,NA,NA,NA
