"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2/06/17 15:46","INPA","INPA","175846","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Distrito AgropecuÃ¡rio, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, depois 7 km leste na ZF-3, Fazenda Porto Alegre. Reserva nÂº 3304, Arvore nÂº 274.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"2","2/06/17 15:46","INPA","INPA","183440","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"3","2/06/17 15:46","INPA","INPA","188949","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"4","2/06/17 15:46","INPA","INPA","188949","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"5","2/06/17 15:46","INPA","INPA","188951","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÃ© do Barro Branco a montante do alojamento.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"6","2/06/17 15:46","INPA","INPA","191023","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"7","2/06/17 15:46","INPA","INPA","232808","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O1, km 0. Solo argiloso.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"8","2/06/17 15:46","INPA","INPA","232957","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O3, km 4.5.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"9","2/06/17 15:46","INPA","INPA","233006","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 0.5. Solo arenoso.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"10","2/06/17 15:46","INPA","INPA","256575","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Ramos, JF",NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Rio TapajÃ_s - Crepori, Margem direita do Rio TapajÃ_s",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"11","2/06/17 15:46","INPA","INPA","256824","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Ramos, JF",NA,NA,NA,NA,NA,NA,NA,"Brasil","ParÃ¡",NA,"Rio TapajÃ_s - Terra Preta - Penedo, Margem esquerda do Rio TapajÃ_s",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
