"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Jardim Botânico de Brasília (JBB)","HEPH","31622","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,"2016-01-01T00:00:00.000+0000",NA,"s.n.","VALEC",2015,4,9,"Brazil","Bahia","São Félix do Coribe",NA,0,0,"SIRGAS 2000 23 S - N 8515956,78 / L 587885,48; Arbórea","BRA:JBB:HEPH:0000031622",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"2",NA,"UEFS","HUEFS","171834","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"2995","Carvalho-Sobrinho, J.G.de",2011,3,17,"Brazil","Bahia","Iuiú","Estrada de terra 10,5km em direção a Pindorama.",-43.547778,-14.502222,"Caatinga sobre afloramentos calcários.","BRA:UEFS:HUEFS:0000171834",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"3",NA,"UEFS","HUEFS","118298","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter","R.M.Santos","2007-08-01T00:00:00.000+0000",NA,"12800","Queiroz, L.P.de",2007,4,11,"Brazil","Bahia","Coribe","Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.",-44.32,-13.586111,"Floresta estacional.","BRA:UEFS:HUEFS:0000118298",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","219445","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"3759","Pereira, B.A.S.",2006,10,22,"Brazil","Bahia","São Félix do Coribe","CODEVASF.",-44.0775,-13.383333,"Floresta estacional decidual.","BRA:UEFS:HUEFS:0000219445",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"5",NA,"UEFS","HUEFS","96427","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter","I.Cordeiro","2007-04-01T00:00:00.000+0000",NA,"1179","Castro, R.M.",2005,4,10,"Brazil","Bahia","Coribe","Alagoinha.",-44.732222,-14.933333,NA,"BRA:UEFS:HUEFS:0000096427",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","67950","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter","I.Cordeiro","2004-05-01T00:00:00.000+0000",NA,"7505","Queiroz, L.P.de",2003,1,8,"Brazil","Minas Gerais","Riacho da Cruz","Entrocamento da estrada para Januária.",-44.247778,-15.2875,"Floresta estacional degradada.","BRA:UEFS:HUEFS:0000067950",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","48978","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"s.n.","Costa, LV; Amado, JC",2003,3,20,"Brazil","Minas Gerais","Januária","Vale do Rio Peruaçu.",-44.166667,-15.012778,NA,"BRA:UFMG:BHCB:0000048978",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"8",NA,"FZB-BH","BHZB","3818","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,NA,"Andrade, I.R. et al.",2003,5,8,"Brazil","Mg","Matias Cardoso","Lajedão",NA,NA,"; Habitat: Caatinga sobre afloramento calcáreo; Fruto: carpoteca 1378; Bioma: Caatinga","BRA:FZB-BH:BHZB:0000003818",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"9",NA,"UEFS","HUEFS","62371","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter","I.Cordeiro","2004-07-01T00:00:00.000+0000",NA,"3425","Jardim, J.G.",2001,4,2,"Brazil","Bahia","Malhada","Rod. para o Distr. de Cana Brava, 18 km S da sede municial; I,6 km do povoado de Serra de João Alves.",-43.753333,-14.4525,"Caatinga Arbórea.","BRA:UEFS:HUEFS:0000062371",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"11","2015-02-23T00:00:00.000+0000","E","E","E00705685","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"R7991","Ratter, J.A.",1998,7,19,"Brazil","State of Minas Gerais",NA,"Municipio de Januaria, Serra de Itapiracaba, c. 10km from Januaria on the road to Pandeiros",-44.466667,-15.533333,NA,"http://data.rbge.org.uk/herb/E00705685",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"12",NA,"UnB","UB","133077","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"7991","Ratter, JA",1998,7,19,"Brazil","Minas Gerais","Januária","Ca. 10km from Januária on the road to Pandeiros",-44.466667,-15.533333,"Tree 15m.; Dry deciduous forest","BRA:UnB:UB:0000133077",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
"13","2000-03-22T00:00:00.000+0000","E","E","E00102315","Piranhea securinega Radcl.-Sm. & Ratter","Picrodendraceae","Piranhea","securinega","Radcl.-Sm. & Ratter",NA,NA,NA,"R 7991","Ratter, J.A., Bridgewater, S. & dos Santos, J. Batista",1998,7,19,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00102315",NA,"Piranhea securinega Radcl.-Sm. & Ratter",NA,NA,NA,NA
