"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"USP","SPF","188493","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lorenzi, H","2008-01-01T00:00:00.000+0000",NA,"7120",NA,"Lombardi, JA",2008,1,23,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale",-39.977792,-19.1375,NA,"BRA:USP:SPF:0000188493","Ziziphus glaziovii Warm."
"2",NA,"MBM","MBM","347719","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lorenzi, H","2008-01-01T00:00:00.000+0000",NA,"7120",NA,"Lombardi, JA; et al.",2008,1,23,"Brazil","Espírito Santo","Linhares","Reserva Natural da Companhia Vale do Rio Doce (CVRD), estrada Flamengo km 0,3 lado esquerdo",0,0,"Quina-preta. Área plantada. Árvore ca. 13m, folhas cartáceas, flores verde-amareladas.","BRA:MBM:MBM:0000347719","Ziziphus glaziovii Warm."
"3",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","4427","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","H. Lorenzi","2008-01-23T00:00:00.000+0000",NA,"7120",NA,"J.A. Lombardi, H. Lorenzi, R. Tsuji et al.",2008,1,23,"Brazil","Es","Linhares","Coletado na Reserva Natural da Companhia Vale do Rio Doce (CVRD), estrada Flamengo, km 0,3 (lado esquerdo); em área plantada. ca. 19° 08-15' S, 39° 58'-40°05' W",NA,NA,NA,"BRA:JBP:HPL:0000004427","Ziziphus glaziovii Warm."
"4",NA,"USP","SPF","198913","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Farney, C","2004-07-01T00:00:00.000+0000",NA,"4179",NA,"Farney, C",2000,9,11,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba",0,0,NA,"BRA:USP:SPF:0000198913","Ziziphus glaziovii Warm."
"5","2017-10-18T11:47:43.000+0000","JBRJ","RB","RB00452155","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","C.Farney (Rev)",NA,NA,"1370",NA,"C.Farney; J.Caruso Gomes,Miriam Pereira,T.F.Alves,C.F.Barros",1987,3,24,"Brazil","Rio de Janeiro","Saquarema","Restinga de Ipitangas. Mata de Restinga remanescente.",NA,NA,"Zizyphus cf platycarpa Reiss por C.Farney em 1989.  Árvore; 15 m; tronco de casca lisa; aprox 20 cm DAP; folhas levemente discolores verdes; frutos imaturos verdes.","urn:catalog:JBRJ:RB:452155","Ziziphus glaziovii Warm."
"6","2017-10-19T14:07:11.000+0000","JBRJ","RB","RB00452152","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","C.Farney (Rev)",NA,NA,"282",NA,"M.Leitman; Angela Vaz, G.Martinelli, Jorge Caruso",1987,9,10,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Morro de Sapiatiba. Morro de Sapiatiba.",NA,NA,"Zizyphus jujuba Gaertn. por G.M.Barroso,M.P.M.Lima & A.Vaz  s/data  Árvore, 16 m, folhas levemente discolores, frutos verdes.","urn:catalog:JBRJ:RB:452152","Ziziphus glaziovii Warm."
"7",NA,"USP","SPF","113267","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lima, RB","2002-01-01T00:00:00.000+0000",NA,"282",NA,"Leitman, M",1987,9,10,"Brazil","Rio de Janeiro","São Pedro da Aldeia",NA,0,0,NA,"BRA:USP:SPF:0000113267","Ziziphus glaziovii Warm."
"8","2017-10-17T14:19:44.000+0000","JBRJ","RB","RB00452154","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","C.Farney (Rev)",NA,NA,"1496",NA,"C.Farney; H.C.Lima,M.Pereira,J.C.Gomes",1987,11,4,"Brazil","Rio de Janeiro","Saquarema","Restinga de Ipitangas. Mata de Restinga.",NA,NA,"Zizyphus cf. platycarpa Reiss por C.Farney em 1989.  Árvore; aprox. 8 m.; folhas discolores verdes; folhas sub-coriáceas; frutos maduros nigrescentes.","urn:catalog:JBRJ:RB:452154","Ziziphus glaziovii Warm."
"9",NA,"UNICAMP","UEC","66041","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lima, R.","2003-04-01T00:00:00.000+0000",NA,"380",NA,"Silva, I.A.",1982,12,27,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. Oiticica, ant. 151, km 0,651, lado esquerdo.",0,0,"Árvore em floresta Alta, +-25 m de altura e fuste de +- 14m, DAP 48cm, da copa +-12m. Com flor creme e botão verde. Fuste achatado e casca áspera.","BRA:UNICAMP:UEC:0000066041","Ziziphus glaziovii Warm."
"10","2015-09-05T12:25:49.000+0000","MNHN","P","P06867158","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.",NA,NA,NA,NA,1474,"Glaziou, A.",1867,7,28,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907.","http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867158","Ziziphus glaziovii Warm."
