"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","15718","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Domingos A. Folli","2017-02-23T00:00:00.000+0000",NA,"7549",NA,"Folli, D.A.",2017,2,23,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000015718","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"2",NA,"UFES","VIES","31182","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.",NA,NA,NA,"200",NA,"Curto, R.A.; Martins, L.T.; Klippel, V.H. & Silva, A.E.",2010,8,29,"Brazil","Espírito Santo","Guaçuí","Floresta do Rosal.",NA,NA,"SW2041","BRA:UFES:VIES:0000031182","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"3",NA,"NY","NY","1181682","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","H. Lorenzi","2008-01-01T00:00:00.000+0000",NA,"7120",NA,"J. A. Lombardi",2008,1,23,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural da Companhia Vale do Rio Doce. (CVRD), estrada Flamengo km 0.3, lado esquerdo.",-40.025,-19.192,NA,"139c9847-f7d5-4b1d-9040-988fd799f7b9","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"4","2015-12-10T14:55:14.000+0000","JBRJ","RB","RB00569358","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","H. Lorenzi",NA,NA,"7120",NA,"J.A. Lombardi ; H. Lorenzi; R. Tsuji; G.S. Siqueira",2008,1,23,"Brazil","Espírito Santo","Linhares","Reserva Natural da Companhia Vale do Rio Doce (CVRD), estrada Flamengo km 0,3 lado esquerdo.",-39.966667,-19.133333,"Árvore ca. 13 m, folhas cartáceas, flores verde-amareladas. Prensado em álcool.","urn:catalog:JBRJ:RB:569358","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"6",NA,"Reserva Natural Vale (CVRD)","CVRD","10674","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Julio A. Lombardi","2008-01-23T00:00:00.000+0000",NA,"7120",NA,"Lombardi, J.A.",2008,1,23,"Brazil","Es","LINHARES",NA,NA,NA,"Plantado no Arboreto na parcela 143 <ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000010674","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"9",NA,"UFES","VIES","33311","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.",NA,NA,NA,"73",NA,"Moreira, L.N.",2007,7,9,"Brazil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.",NA,NA,"SW2041","BRA:UFES:VIES:0000033311","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"10",NA,"Reserva Natural Vale (CVRD)","CVRD","8836","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Domingos A. Folli","2004-08-18T00:00:00.000+0000",NA,"4900",NA,"Folli, D.A.",2004,8,18,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000008836","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"11",NA,"Reserva Natural Vale (CVRD)","CVRD","8119","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Vanuza B. Ribeiro-Ferreira","2003-02-01T00:00:00.000+0000",NA,"18",NA,"Ferreira, V.B.R.",2003,2,1,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000008119","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"12","2017-10-19T13:22:24.000+0000","JBRJ","RB","RB00451622","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","C.Farney",NA,NA,"4179",NA,"C. Farney; J.C.Gomes",2000,9,11,"Brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba. estrada para a Torre, mata de encosta.",NA,NA,"Árvore; 15 m; folhas levemente discolores verdes; frutos imaturos verdes, maduros vináceos.","urn:catalog:JBRJ:RB:451622","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"14",NA,"USP","SPF","171673","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lima, RB","2001-01-01T00:00:00.000+0000",NA,"619",NA,"Folli, DA",1993,7,15,"Brazil","Espírito Santo","Linhares",NA,0,0,NA,"BRA:USP:SPF:0000171673","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"15",NA,"Reserva Natural Vale (CVRD)","CVRD","4514","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Rita Baltazar de Lima","1999-02-04T00:00:00.000+0000",NA,"619",NA,"Farias, G.L.",1993,7,15,"Brazil","Es","LINHARES","8 km da Gávea.",NA,NA,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000004514","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"16",NA,"USP","SPF","171683","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lima, RB","2001-01-01T00:00:00.000+0000",NA,"1261",NA,"Folli, DA",1991,1,9,"Brazil","Espírito Santo","Montanha",NA,0,0,NA,"BRA:USP:SPF:0000171683","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"17",NA,"Reserva Natural Vale (CVRD)","CVRD","3012","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Rita Baltazar de Lima","1999-02-04T00:00:00.000+0000",NA,"1261",NA,"Folli, D.A.",1991,1,9,"Brazil","Es","MONTANHA","Próximo ao pasto.",NA,NA,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000003012","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"18",NA,"USP","SPF","171682","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Lima, RB","2001-01-01T00:00:00.000+0000",NA,"1094",NA,"Folli, DA",1990,2,13,"Brazil","Espírito Santo","Linhares",NA,0,0,NA,"BRA:USP:SPF:0000171682","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"19",NA,"Reserva Natural Vale (CVRD)","CVRD","2540","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Rita Baltazar de Lima","1999-02-04T00:00:00.000+0000",NA,"1094",NA,"Folli, D.A.",1990,2,13,"Brazil","Es","LINHARES",NA,-39.926989,-19.146842,"<ll>dwc_commonname:</ll> Quina preta","BRA:CVRD:CVRD:0000002540","Ziziphus glaziovii Warm.",NA,NA,NA,NA
"20",NA,"USP","SPF","71058","Ziziphus glaziovii Warm.","Rhamnaceae","Sarcomphalus","glaziovii","Warm.","Pirani, JR","2005-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Rollo, MAL",1990,4,NA,"Brazil","Minas Gerais","Vespasiano",NA,0,0,NA,"BRA:USP:SPF:0000071058","Ziziphus glaziovii Warm.",NA,NA,NA,NA
