"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"NY","NY","02703343","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani",NA,NA,NA,"646","M. F. Santos",2011,2,12,"Brazil","Minas Gerais",NA,"Estrada Botumirim - povoado do ""Canta Galo"" - Varzea da Estiva. Vereda na Vargem da Estiva.",-43.08525,-17.14183,NA,"54b8ae9b-26e7-4da5-b286-50d9db4a3e45",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"2","2017-10-19T07:30:47.000+0000","JBRJ","RB","RB00599174","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P.Fiaschi","2011-01-01T00:00:00.000+0000",NA,"2585","D.C. Zappi; et al.",2009,11,25,"Brazil","Minas Gerais","Santana de Pirapama","Capela de São José, Trilha da Senhorinha, caminho a Congonhas do Norte. Serra do Cipó.",-45.015,-18.951111,"Arvoretas xx m alt, folhas abaxialmente alvacentas. Infloresc~encias esverdeadas.","urn:catalog:JBRJ:RB:599174",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"4",NA,"NY","NY","1018688","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P. Fiaschi","2008-01-01T00:00:00.000+0000",NA,"4880","R. C. Forzza",2007,11,17,"Brazil","Minas Gerais",NA,"Chapada dos Columbis, estrada Diamantina - Virgem da Lapa (BR 367), 76 km NE da ponte sobre o rio Jequitinhonha em Menhanha (Diamantina).",-43.2508,-17.6383,NA,"e1198899-eff8-4682-804a-681f4490bb77",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"7","2017-10-19T11:17:57.000+0000","JBRJ","RB","RB00655417","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P. Fiaschi",NA,"PARATYPE","CFCR 7870","R. Mello Silva; J. R. Pirani & M. Meguro",1985,8,1,"Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ombrósio, Espigão do Meio.",NA,NA,"Arbusto com ca. de 1,8 m. Flores internamente bem claras e cheias de pilosidade amarelo-ferrugínosa.","urn:catalog:JBRJ:RB:655417",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"9",NA,"NY","NY","00955410","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P. Fiaschi","2005-07-01T00:00:00.000+0000",NA,"40869","G. G. Hatschbach",1978,1,24,"Brazil","Minas Gerais",NA,"Serra do MourÃ£o.",-43.6004898201051,-18.2531772779915,NA,"c91fa43f-262d-4b08-a5ac-5a09ff3154e9",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"11",NA,"MBM","MBM","30325","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","Fiaschi, P","2006-08-01T00:00:00.000+0000",NA,"31681","Hatschbach, G; Ahumada, LZ",1973,2,16,"Brazil","Minas Gerais","Felisberto Caldeira","Curtidor",0,0,"Arbusto, 2m.; Do cerrado, crista de morro.","BRA:MBM:MBM:0000030325",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"12","2008-05-27T22:02:00.000+0000","MO","MO","3243012","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P. Fiaschi","2007-01-01T00:00:00.000+0000",NA,"Anderson 8736","William R. Anderson",1973,4,13,"Brazil","Minas Gerais",NA,"5 km by road NE of Rio Manso and Couto de Magalhães. Steep hillside cerrado, with pebbly clay soil.",NA,NA,NA,"urn:catalog:MO:Tropicos:3243012","http://www.tropicos.org/Specimen/3243012","Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"13",NA,"UnB","UB","17869","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","Fiaschi, P",NA,"PARATYPE","8736","Anderson, WR",1973,4,13,"Brazil","Minas Gerais",NA,"5km by road NE of Rio Manso and Couto de Magalhães",0,0,"Small tree 2m; Steep hillside cerrado, with pebbly clay soil.","BRA:UnB:UB:0000017869",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"15","2008-12-11T11:45:58.000+0000","K","Herbarium","K000588151","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","Frodin, D.","2008-04-11T00:00:00.000+0000","HOLOTYPE","20809","Irwin, H.S.; Maxwell, H.; Wasshausen, D.C.",1968,2,24,"Brazil",NA,NA,"Serra do Espinhaço at Lapinha, Minas Gerais, ca. 19km N. of Sêrro on road (MG2) to Diamantina",NA,NA,"Sheet I/II","http://specimens.kew.org/herbarium/K000588151",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
"17",NA,"NY","NY","00955384","Schefflera villosissima Fiaschi & Pirani","Araliaceae","Schefflera","villosissima","Fiaschi & Pirani","P. Fiaschi","2009-01-01T00:00:00.000+0000",NA,"4706","G. Gardner",1841,NA,NA,"Brazil","Minas Gerais",NA,"Prov. Minas Geraes. Brasilia Tropica",0,0,NA,"09b4e82c-17ba-4bd0-a5ec-089b68c68804",NA,"Schefflera villosissima Fiaschi & Pirani",NA,NA,NA,NA
