"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1","2018-06-25T13:28:30.000+0000","JBRJ","RB","RB01391771","Schefflera plurifolia Fiaschi & Frodin","cf.","Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","F. Obermuller",NA,NA,"2061","Castro, W.; Oliveira, E.C.; Cunha-Neto, J.P.; Martins, J.C.; Silva, L.S.",2017,8,16,"Brazil","Rondônia","Vale do Anari","Reserva Biológica do Jaru, Unidade amostral 3 (Ponto amostral Oeste). Reserva Biológica do Jaru",-61.678889,-9.691944,"Árvore 36 m, DAP=560 mm  Placa:#822. Estéril","urn:catalog:JBRJ:RB:1391771",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"2","2018-06-25T13:28:27.000+0000","JBRJ","RB","RB01391770","Schefflera plurifolia Fiaschi & Frodin","cf.","Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","F. Obermuller",NA,NA,"2786","Castro, W.; Oliveira, E.C.; Cunha-Neto, J.P.; Obermuller, F.A.; Silva, L.S.",2017,10,20,"Brazil","Mato Grosso","Nova Bandeirantes","Parque Nacional do Juruena, Unidade amostral UA1_Saruê (Ponto amostral norte). Parque Nacional do Juruena",-58.545,-8.959722,"Árvore 35 m, Placa:#38. Estéril","urn:catalog:JBRJ:RB:1391770",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"3",NA,"MBM","MBM","377289","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","Fiaschi, P","2012-08-01T00:00:00.000+0000",NA,"8389","Silva, JM; Ribas, OS; Cordeiro, J",2012,4,21,"Brazil","Rondônia","Vilhena","Fazenda Ecológica Luz Maior, Estrada Velha para Colorado do Oeste.",0,0,"Arbusto 3,5m, flores esverdeadas.; Floresta Amazônica.","BRA:MBM:MBM:0000377289",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"4",NA,"USP","SPFW","3592","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","P. Fiaschi 2008",NA,NA,"3026","Fiaschi, P. Geremias, I.J.",2006,1,1,"Brazil","Rondônia","Vilhena",NA,-60.149556,-12.642611,NA,"BRA:USP:SPFW:0000003592",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"5",NA,"USP","SPF","185000","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","Fiaschi, P","2008-01-01T00:00:00.000+0000","HOLOTYPE","3027","Fiaschi, P",2006,6,8,"Brazil","Rondônia","Vilhena","Estrada de Vilhena (RO) para Juína (MT), BR174. Estrada vicinal à esquerda, ca. 10 km de Vilhena. Ramo de acesso à sede da fazenda, a ca. 3 km. Floresta junto a curso d'água próximo da sede da fazenda.",-60.131361,-12.664639,NA,"BRA:USP:SPF:0000185000",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"6","2009-09-26T13:11:00.000+0000","MO","MO","100215677","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","fiaschi","2006-01-01T00:00:00.000+0000","ISOTYPE","Fiaschi 3027","Pedro Fiaschi|I. J. Geremias",2006,6,8,"Brazil","Rondônia",NA,"Rondonia. Vilhena: Estrada de Vilhena (RO) para Juina (MT) (BR174). Estrada vicinal a esq., ca. 10km de Vilhena, Ramo de acesso a sede da fazenda, a ca, 3km. Floresta junto a curso d'agua proximo da sede da fazenda.",-60.131389,-12.664722,NA,"urn:catalog:MO:Tropicos:100215677","http://www.tropicos.org/Specimen/100215677","Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"7",NA,"NY","NY","1184204","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","P. Fiaschi","2008-01-01T00:00:00.000+0000",NA,"3026","P. Fiaschi",2006,6,8,"Brazil","RondÃ´nia",NA,"Estrada de Vilhena para JuÃ­na (MT) (BR174). Estrada vicinal Ã  esq., ca. 10 km de Vilhena. Mata junto a buritizal, ca. 7 km da estrada.",-60.14956,-12.64261,NA,"129c408b-09e5-45dc-867a-280ca7825937",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","2207030","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","Fiaschi, P.","2008-09-01T00:00:00.000+0000",NA,"3026",NA,2006,6,8,"Brazil","Rondônia",NA,"Estrada de Vilhena (RO) para Juína (MT) (BR174). Estrada vicinal à esquerda, ca. 10 km de Vilhena. Mata junto a buritizal, ca. 7 km da estrada.",-60.15,-12.6425,NA,"urn:catalog:inpa:herbarium:209188",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","2207032","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","Fiaschi, P.","2008-09-01T00:00:00.000+0000",NA,"3027",NA,2006,6,8,"Brazil","Rondônia",NA,"Estrada de Vilhena (RO) para Juína (MT) (BR174). Estrada vicinal à esquerda, ca. 10 km de Vilhena. Ramo de acesso à sede da fazenda, a ca. 3 km. Flores junto a curso d'água próximo da sede da fazenda.",-60.13,-12.664722,NA,"urn:catalog:inpa:herbarium:209190",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
"10",NA,"NY","NY","1184205","Schefflera plurifolia Fiaschi & Frodin",NA,"Araliaceae","Schefflera","plurifolia","Fiaschi & Frodin","P. Fiaschi","2008-01-01T00:00:00.000+0000",NA,"3027","P. Fiaschi",2006,6,8,"Brazil","RondÃ´nia",NA,"Estrada de Vilhena para JuÃ­na (MT) (BR174). Estrada vicinal Ã  esq., ca. 10 km de Vilhena. Ramo de acesso Ã  sede da fazenda, a ca. 3 km.",-60.13136,-12.66464,NA,"cdd3fdc3-0ec2-4a9d-a7b8-4686eb4b21c8",NA,"Schefflera plurifolia Fiaschi & Frodin",NA,NA,NA
