"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1",NA,"NY","NY","528668","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","L. A. Mattos Silva",NA,NA,"3126","L. A. Mattos Silva",1995,5,6,"Brazil","Bahia",NA,"Fazenda Altalea. Situada na zona da Choro (Zona do Aderno), Distrito de Castelo Novo. Aprox. 13 km a Oeste do Povodao de Mamoan",-39.0490868076529,-14.7929067831182,NA,"e90854f3-ac21-435c-82ae-3bbc3494b29f",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"2","2017-10-19T13:53:22.000+0000","JBRJ","RB","RB01186567","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","I. Cordeiro",NA,NA,"188","R.R. Rodrigues; et al.",1995,9,4,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, núcleo da Caverna do Diabo. Trilha do abismo",-48.400278,-24.638055,"Arbusto 1,8 m de altura. Frutos","urn:catalog:JBRJ:RB:1186567",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"3",NA,"Instituto de Botânica, IBT","SP","290510","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","Martins, ER","2009-09-17T00:00:00.000+0000",NA,"188","Rodrigues, RR; Souza, VC; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR; Farah, FT; Ma",1995,9,4,"Brazil","São Paulo","Eldorado","Parque Estadual Jacupiranga",-48.336111,-24.638056,"Arbusto, 1,8m alt., frutos","BRA:IBt:SP:0000290510",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"4",NA,"NY","NY","590262","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","G. L. Webster","1999-01-01T00:00:00.000+0000",NA,"301","Grupo Pedra do Cavalo",1980,6,NA,"Brazil","Bahia",NA,"EstaÃ§ao da Mata. Vale dos Rios ParaguaÃ§u e Jacuipe",-39.08,-12.53,NA,"5ce4cb6c-22d6-40fd-bd37-27c1d1fb5133",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"5",NA,"NY","NY","528669","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","G. L. Webster",NA,NA,"12176","S. A. Mori",1979,7,13,"Brazil","Bahia",NA,"Fazenda dos PÃ¡ssaros. BA 250 (=BA 554 na carta ao milionÃ©simo), a 24 km a E de MaracÃ¡s",-40.4305779061221,-13.4447768317091,NA,"a1de92c3-dd54-4949-8465-f6524bda25ca",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"6",NA,"US","Botany","2854236","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"12176","S. A. Mori & R. M. King",1979,7,13,"Brazil","Bahia",NA,"Mun de Maracas. Fazenda dos Passaros.",NA,NA,NA,"http://n2t.net/ark:/65665/39b034917-0b25-4d40-9a40-f3a4d78b8828",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"7",NA,NA,"Botany","U  0075289","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,NA,"Krukoff BA",1933,8,3,"Brazil","Acre",NA,"Basin of Rio Purus",-69,-9.333333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200075289",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"8",NA,NA,"Botany","U.1474218","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,NA,"Krukoff BA",1933,8,3,"Brazil","Acre",NA,"Basin of Rio Purus",-69,-9.333333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1474218",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"9",NA,NA,"Botany","U  0062276","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,NA,"Krukoff BA",1933,8,3,"Brazil","Acre",NA,"Basin of Rio Purus",-69,-9.333333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200062276",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"10",NA,NA,"Botany","L.1076241","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,NA,"Krukoff BA",1933,8,3,"Brazil","Acre",NA,"Basin of Rio Purus",-69,-9.333333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1076241",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
