"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1","2017-10-19T05:35:45.000+0000","JBRJ","RB","RB00514793","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro","A. Souza",NA,NA,"4477","J. G. Jardim ; L. Aona, J. L. da Paixão & S. Sant´Ana",2005,2,24,"Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7 km da cidade. Faz. Teimoso.",-39.536111,-15.160278,"Árvore ca. 15 m de alt. Folhas verde-brilhantes na face superior e a face inferior mais clara. Frutos imaturos verdes com indumento ferrugíneo","urn:catalog:JBRJ:RB:514793",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"2","2017-10-19T07:20:07.000+0000","JBRJ","RB","RB00517426","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro","A. Souza",NA,NA,"4477","J. G. Jardim ; L. Aona, P. Fiaschi & J. L. da Paixão",2005,2,24,"Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7 km da cidade. Faz. Teimoso.",-39.536111,-15.160278,"Árvore ca. 15 m de alt. Folhas verde-brilhantes na face superior e a face inferior mais clara. Frutos imaturos verdes com indumento ferrugíneo","urn:catalog:JBRJ:RB:517426",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"3",NA,"UEFS","HUEFS","110910","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro",NA,NA,NA,"1672","Fiaschi, P.",2003,10,11,"Brazil","Bahia","Jussari","Ca. 7,5 km da estrada de Jussarí para Palmira, ramal à esq. Acesso para a sede da Fazenda Teimoso. RPPN Serra do Teimoso.",-39.528611,-15.158056,NA,"BRA:UEFS:HUEFS:0000110910",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"4","2013-06-11T20:33:26.000+0000","JBRJ","RB","RB00538449","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro","P. Fiaschi","2005-01-01T00:00:00.000+0000","ISOTYPE","1672","Fiaschi, P.; A.M. Amorim, S.C. Sant´Ana & J.L. Paixão",2003,10,11,"Brazil","Bahia","Jussari","Ca. 7,5 km da estrada de Jussarí para Palmira, ramal à esquerda. Acesso para a sede Serraa Fazenda Teimoso. . RPPN Serra do Teimoso",NA,NA,"Árvore ca. 12m alt. Folhas levemente discolores. Flores femininas com pedicelo verde-claro, ovário e estiletes verdes.","urn:catalog:JBRJ:RB:538449",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"5",NA,"USP","SPF","174174","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro","Fiaschi, P","2005-01-01T00:00:00.000+0000","ISOTYPE","1672","Fiaschi, P; Amorim, AM; Sant'Ana, S; Paixão, JL",2003,10,11,"Brazil","Bahia","Jussari","RPPN Serra do Teimoso, Ca. 7.5 km da estrada de Jussari para Palmira, ramal à esquerda. Acesso para a sede Fazenda Teimoso.",-39.528611,-16.558333,"Árvore ca. 12 m alt. Folhas levemente discolores. Flores femininas com pedicelo verde-claro,ovário e estiletes verdes.","BRA:USP:SPF:0000174174",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"6",NA,"NY","NY","842345","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro","P. Fiaschi","2005-01-01T00:00:00.000+0000","ISOTYPE","1672","P. Fiaschi",2003,10,11,"Brazil","Bahia",NA,"Ca. 7.5 km. da estrada de JussarÃ­ para Palmira, ramal a esq. Acesso para a sede da Fazenda Teimoso. RPPN Serra do Teimoso.",-39.5286,-15.1581,NA,"e5ccf721-6c08-49c8-8657-edc7778ad0c4",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"7",NA,"Instituto de Botânica, IBT","SP","369859","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro",NA,NA,"ISOTYPE","1672","Fiaschi, P; Amorim, AM; Sant'Ana, SC; Paixão, JL",2003,10,11,"Brazil","Bahia","Jussari","Ca. 7,5 km da estrada de Jussari para Palmira, ramal à esq. Acesso para a sede da Fazenda Teimoso. RPPN Serra do Teimoso",-39.528611,-15.158056,"Árvore ca. 12 m alt. Folhas levemente discolores. Flores femininas com pedicelo verde-claro, ovário e estiletes verdes","BRA:IBt:SP:0000369859",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"8",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","1650","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro",NA,NA,NA,"1650","Fiaschi, P.",2003,10,11,"Brazil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari - Palmira, entrada ca. 7,5 km de Jussari, Fazenda Teimoso.",-39.538889,-15.161944,"Floresta Ombrófila.","BRA:CEPLAC:CEPEC:0000001650",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"9",NA,"Instituto de Botânica, IBT","SP","369860","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro",NA,NA,"PARATYPE","1650","Fiaschi, P; Amorim, AM; Sant'Ana, SC; Paixão, JL",2003,10,11,"Brazil","Bahia","Jussari","Ca. 7,5 km da estrada de Jussari para Palmira, ramal à esq. Acesso para a sede da Fazenda Teimoso. RPPN Serra do Teimoso",-39.528611,-15.158056,"Árvore ca. 25 m alt., muito comum. DAP 45 cm. Folhas cartáceas, levemente discolores. Flores masculinas amarelo-esverdeadas","BRA:IBt:SP:0000369860",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
"10",NA,"UEFS","HUEFS","110911","Discocarpus pedicellatus Fiaschi & Cordeiro",NA,"Phyllanthaceae","Discocarpus","pedicellatus","Fiaschi & Cordeiro",NA,NA,NA,"1650","Fiaschi, P.",2003,10,11,"Brazil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari - Palmira, entrada ca. 7,5 km de Jussari, Fazenda Teimoso.",-39.538889,-15.161944,"Floresta Ombrófila.","BRA:UEFS:HUEFS:0000110911",NA,"Discocarpus pedicellatus Fiaschi & Cordeiro",NA,NA,NA
