"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Instituto de Botânica, IBT","SP","490521","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","Aragaki, S; Petri, L","2016-12-19T00:00:00.000+0000",NA,"261",NA,"Petri, L; Pou, HV",2016,4,7,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga",0,0,NA,"BRA:IBt:SP:0000490521","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"2",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA130537","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","Souza, V.C.","2013-01-01T00:00:00.000+0000",NA,"35740",NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",2013,2,21,"Brazil","São Paulo","Jacareí","Fragmento 21 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.",-46.098,-23.3085,NA,"BRA:ESALQ:ESA:0ESA130537","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","126031","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.",NA,"2016-12-01T00:00:00.000+0000",NA,"3676",NA,"Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML",2008,8,29,"Brazil","Minas Gerais","Felício dos Santos","APA Felício, Mata do Isidoro e arredores",-43.466667,-18.283333,NA,"BRA:UFMG:BHCB:0000126031","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"4",NA,"Instituto de Botânica, IBT","SP","447341","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","Cordeiro, I","2007-03-01T00:00:00.000+0000",NA,"1014",NA,"Arzolla, FARDP; Paula, GCR; Vilela, FESP; Santos, JR; Nunes, CS; Gregorato, V",2006,7,19,"Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira",-46.623333,-23.439444,NA,"BRA:IBt:SP:0000447341","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"5",NA,"IF","SPSF","36792","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","I.Cordeiro","2007-03-01T00:00:00.000+0000",NA,"1014",NA,"F. A. R. D. P. Arzolla & G.C.R.de Paula & F.E.S.P.Vilela & J.R.dos Santos & C.S.Nunes & V.Gregorato",2006,7,19,"Brazil","Sp","São Paulo","Parque Estadual da Cantareira",-46.623333,-23.439444,"COLETA: Árvore 4m., frutos.; GEOGRAFIA: Floresta Ombrofila Densa Montana. Floresta madura.;","BRA:IF:SPSF:0000036792","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","85802","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.",NA,NA,NA,"2141",NA,"Mota, RC da",2003,7,1,"Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo",0,0,"Mata ciliar na parte de baixo da cachoeira. Árvore. Flores masculinas creme","BRA:UFMG:BHCB:0000085802","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"7",NA,"Cenargen","CEN","55455","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","A. Furlan",NA,NA,"59",NA,"Antônio Furlan",1998,10,20,"Brazil","Sp","SAO PAULO","Clube SESC - Interlagos - Região Metropolitana de São Paulo.",NA,NA,"Doação do Herbarium Rioclarense - HRCB. Rio Claro - SP.","BRA:Cenargen:CEN:0000055455","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"8",NA,"Instituto de Botânica, IBT","SP","331407","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","Cordeiro, I",NA,NA,"1772",NA,"Cordeiro, I",1998,11,23,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica. Crescendo na trilha junto ao prédio do herbário, que leva até o horto do Hoehne.&nf;Mata ombrófila.",0,0,NA,"BRA:IBt:SP:0000331407","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"9","2017-10-06T10:25:03.000+0000","JBRJ","RB","RB00475820","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","I.Cordeiro",NA,NA,"2757",NA,"J.M.A. Braga; et al.",1995,8,24,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Microparcela B.",-44.566667,-22.25,NA,"urn:catalog:JBRJ:RB:475820","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
"10","2017-10-06T10:25:05.000+0000","JBRJ","RB","RB00475822","Gonatogyne brasiliensis Müll.Arg.","Phyllanthaceae","Gonatogyne","brasiliensis","Müll.Arg.","I.Cordeiro",NA,NA,"2761",NA,"J.M.A. Braga; et al.",1995,8,24,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Microparcela B. .",-44.566667,-22.25,"Árvore caída e quebrada.","urn:catalog:JBRJ:RB:475822","Gonatogyne brasiliensis Müll.Arg.",NA,NA,NA,NA
