"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UFRB","HURB","14638","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"978","Victor Jr., V.",2013,1,11,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014638",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"2",NA,"UFRB","HURB","14639","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"2096","Victor Jr., V.",2013,1,16,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014639",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"3",NA,"MBML","MBML-HERBARIO","45669","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"3217","A. M. Assis; A. M. Vago & J. Santos",2012,7,1,"Brazil","Espírito Santo","Cariacica","PNM Monte Mochuara - trilha na vertente para Sertão Velho - vegetação preservada",-40.442194,-20.297861,"Subarbusto 1,5m; pedunculo floral e calice vermelhos; frutos verdes. Floresta em estagio avançado de regeneraçao","BRA:MBML:MBML-HERBARIO:0000045669",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"4",NA,"MBML","MBML-HERBARIO","45682","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"3268","A. M. Assis; A. M. Vago & J. Santos",2012,7,4,"Brazil","Espírito Santo","Cariacica","PNM Monte Mochuara - trilha para o topo do Morro - estágio inicial",-40.441694,-20.288694,"Subarbusto 0,5m; flores brancas e frutos verdes. Macega sobre afloramento rochoso","BRA:MBML:MBML-HERBARIO:0000045682",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"5",NA,"Reserva Natural Vale (CVRD)","CVRD","13630","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","Geovane S. Siqueira","2011-12-06T00:00:00.000+0000",NA,"681","Siqueira, G.S.",2011,12,6,"Brazil","Es","LINHARES","Depois do entrocamento das Reservas, REBIO, FIBRIA, VALE",-39.954139,-19.075222,"<ll>dwc_commonname:</ll> Badalo","BRA:CVRD:CVRD:0000013630",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"6","2017-11-19T08:15:16.000+0000","JBRJ","RB","RB00706306","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","SILVA, O.L.M.","2016-09-22T00:00:00.000+0000",NA,"13820","W.W. Thomas; A.M.Amorim; G. Macedo; P. Fiaschi; J.L. Paixão & S. Sant´Ana",2004,2,5,"Brazil","Bahia","Jequié","10.5  Km  S  of  Mandacaru  (  junction  of  stadium  road  and  road  to  Jequié)  on  road  to  Serra  do  Brejos.  Southern  Bahian  moist  forest.",-40.111111,-13.943611,"Tree 5 m. Leaves dark above, glaucous green beneath. Fruit green","urn:catalog:JBRJ:RB:706306",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"7",NA,"NY","NY","01807138","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","M. J. da Silva",NA,NA,"12679","W. W. Thomas",2001,10,30,"Brazil","Bahia",NA,"11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco",-39.381867,-14.34533,NA,"bba267a0-3820-4569-9ea2-5f2539131655",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"8",NA,"MBML","MBML-HERBARIO","9532","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","E. R. Martins/03-XI-2011",NA,NA,"1723","L. Kollmann; E. Bausen & W. Pizziolo",1999,1,27,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Arvoreto 7m. DAP 12cm. Fuste 3m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000009532",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"9",NA,"UEFS","HUEFS","41547","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"3903","Mattos-Silva, L.A.",1999,3,17,"Brazil","Bahia","Ilhéus","Olivença Olivença: Zona da Sapucaeira. Fazenda São José (de Mário Bunchaft).",NA,NA,"Mata atlântica.","BRA:UEFS:HUEFS:0000041547",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"10",NA,"UEFS","HUEFS","23390","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","M.J.Silva","2006-03-01T00:00:00.000+0000",NA,"3126","Mattos-Silva, L.A.",1995,5,6,"Brazil","Bahia","Ilhéus",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000023390",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"12",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA021774","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","Cordeiro, I.","2008-06-01T00:00:00.000+0000",NA,"188","Rodrigues, R.R. et al.",1995,9,4,"Brazil","São Paulo","Eldorado",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA021774",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"15",NA,"US","Botany","3387252","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.",NA,NA,NA,"2204","D. Folli",1994,2,8,"Brazil","Espirito Santo",NA,"Reserva Florestal de Linhares. Linhares.",NA,NA,NA,"http://n2t.net/ark:/65665/347f6d258-1e88-4403-92d5-5fa6b16a9394",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"16",NA,"Reserva Natural Vale (CVRD)","CVRD","4828","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","Erika Ramos Martins","2011-04-20T00:00:00.000+0000",NA,"2204","Folli, D.A.",1994,2,8,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Badalo","BRA:CVRD:CVRD:0000004828",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"17",NA,"IF","SPSF","24104","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","E.R.Martins",NA,NA,"1096","M.R.F.Melo & I.Cordeiro",1994,6,24,"Brazil","Sp","Peruíbe","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo&nf;mata de encosta&nf;Subarbusto 30cm altura; fruto maduro amarelo; flores avermelhadas.&nf;Nome popular: ""muxita""; GEOGRAFIA: Guarauzinho, Trilha dos Caçadores.;","BRA:IF:SPSF:0000024104",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"18","2017-11-19T09:55:30.000+0000","JBRJ","RB","RB00559278","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","I. Cordeiro","2012-07-16T00:00:00.000+0000",NA,"215","C.M.Vieira; et al.",1992,3,19,"Brazil","Rio de Janeiro","Guapimirim","Estação  Ecológica  Estadual  de  Paraíso.  Próximo  a  represa  2  da  CEDAE.  Parcela  15B.",-42.833333,-22.433333,"Subarbusto.  Folhas discolores verdes. Flores com pedicelo e perianto vermelho-vináceo; estames alvacentos.","urn:catalog:JBRJ:RB:559278",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"19",NA,"UNICAMP","UEC","60128","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","Cordeiro, I.","2012-08-01T00:00:00.000+0000",NA,"26228","Vieira, A.O.S.; Yamamoto, K.",1992,5,2,"Brazil","Rio de Janeiro","Magé","Bairro Paraíso. Centro de Primatologia d, mata úmida, atravessada por curso d'água.",0,0,"Árvore ca. 1 m alt, pedicelo e corola avermelhada e frutos amarelos","BRA:UNICAMP:UEC:0000060128",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"20",NA,"IF","SPSF","24100","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","E.R.Martins",NA,NA,"1047","L.Rossi & S.A.Nicolau & D.F.Pereira",1992,6,24,"Brazil","Sp","Iguape","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000024100",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
"21",NA,"IF","SPSF","24103","Phyllanthus cladotrichus Müll.Arg.",NA,"Phyllanthaceae","Phyllanthus","cladotrichus","Müll.Arg.","L.R.Lima",NA,NA,"20","M.P.Costa & I.Cordeiro & E.Chu & S.J.G.Silva & E.Piacentin",1990,12,13,"Brazil","Sp","Iguape","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 7m altura; botões róseos.; GEOGRAFIA: Trilha da Figueira, pouco acima do Pocinho; beira do rio Verde.;","BRA:IF:SPSF:0000024103",NA,"Phyllanthus cladotrichus Müll.Arg.",NA,NA,NA
