"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","dateIdentified","fieldNumber","decimalLongitude","decimalLatitude","comments","bibliographicCitation"
"1","2017-10-18T15:21:15.000+0000","JBRJ","RB","RB00569781","Pera androgyna Rizzini","Peraceae","Pera","androgyna","Rizzini","C.T. Rizzini","HOLOTYPE",4492,"Goodland, A.R.",1971,5,3,"Brazil","Distrito Federal","Distrito Federal","BR 251, 11 Km E of DF 9.","Cerradão, árvore de 4 m de altura, escasso. Stand nº 186 800-1200 m, 47º19´-48º15´ W, 15º29´-16º07´ S","urn:catalog:JBRJ:RB:569781","Pera androgyna Rizzini",NA,NA,NA,NA,NA,NA,NA,NA
"2","2017-10-18T15:43:25.000+0000","JBRJ","RB","RB00538502","Pera androgyna Rizzini","Peraceae","Pera","androgyna","Rizzini","C.T. Rizzini","HOLOTYPE",4492,"Goodland, A.R.",1971,5,3,"Brazil","Distrito Federal","Distrito Federal","BR 251, 11 Km E of DF 9.","Cerradão, árvore de 4 m de altura, escasso. Stand nº 186 800-1200 m, 47º19´-48º15´ W, 15º29´-16º07´ S","urn:catalog:JBRJ:RB:538502","Pera androgyna Rizzini",NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,"Cenargen","CEN","71904","Pera androgyna Rizzini","Peraceae","Pera","androgyna","Rizzini",NA,NA,4492,"A. R. Goodland",1971,5,3,"Brazil","Df","BRASILIA","BR 251, 11km E of DF 9. 47°19'-48°15'W, 15°29'-16°07'S. 800-1200m.","ISOTYPUS. Stand n° 186. Doação Jardim Botânico do Rio de Janeiro. RB 149286.","BRA:Cenargen:CEN:0000071904","Pera androgyna Rizzini",NA,NA,NA,NA,NA,NA,NA,NA
