"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UFRGS","ICN","171984","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","Molz, M",NA,NA,"s.n.","Molz, M; M. Grings, G Seger",2014,1,19,"Brazil","Rs","Torres","Campo Bonito",-49.796111,-29.351389,"WGS-84; Arvoreta com 8 m de altura, flores brancas; Em restinga arbórea","BRA:UFRGS:ICN:0000171984",NA,"Prunus ulei Koehne"
"2",NA,"Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)","HAS","89615","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","Molz, M.","2014-01-19T00:00:00.000+0000",NA,"s.n.","Molz, M.",2014,1,NA,"Brazil","Rio Grande do Sul","Torres","Campo Bonito",NA,NA,"Arvoreta; H = 8m. Flores Brancas.","BRA:MCN/FZBRS:HAS:0000089615",NA,"Prunus ulei Koehne"
"3",NA,"PUCRS","MPUC","9346","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","N.I. Matzenbacher",NA,NA,NA,NA,1999,2,20,"Brazil","Rs","São Francisco de Paula","CPCN Pró-Mata",-50.174444,-29.480833,"Cognição da Mata de Araucária do CPCN Pró-Mata","BRA:PUCRS:MPUC:0000009346",NA,"Prunus ulei Koehne"
"4",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","23224","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","Falkenberg, D.B.","1993-01-01T00:00:00.000+0000",NA,"6242","Falkenberg, D.B.",1993,10,2,"Brazil","Santa Catarina","Laguna","Margem leste da BR 101, cerca de 5 km ao norte da cidade.",NA,NA,"arbusto, flor branco-amarelada, Fruto Imaturo, verde, 2,5m altura","BRA:UFSC:FLOR:0000023224",NA,"Prunus ulei Koehne"
"5",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","62349","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","D.B. Falkenberg","1993-01-01T00:00:00.000+0000",NA,"6242","D.B. Falkenberg",1993,10,2,"Brazil","Santa Catarina","Laguna","Margem Leste da BR 101, à ca. de 5Km ao Norte da cidade.",0,0,NA,"BRA:UFJF:CESJ:0000062349",NA,"Prunus ulei Koehne"
"6",NA,"NY","NY","00656605","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","J. A. PÃ©rez-Zabala","2007-01-01T00:00:00.000+0000",NA,"25495","R. M. Harley",1988,11,3,"Brazil","Minas Gerais",NA,"Serra da Piedade",-43.57,-19.92,NA,"fa7f91ad-fe63-488e-93c8-f3db8248bcef",NA,"Prunus ulei Koehne"
"7",NA,"UFRGS","ICN","174264","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","Falkenberg, DB",NA,NA,"2903","Falkenberg, DB",1985,10,25,"Brazil","Rs","Torres","Itapeva",0,0,"FLOR 9527; Arbusto de 3m; Campo arenoso","BRA:UFRGS:ICN:0000174264",NA,"Prunus ulei Koehne"
"8",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","9527","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","Falkenberg, D.B.","1999-01-01T00:00:00.000+0000",NA,"2903","Falkenberg, D.B.",1985,10,25,"Brazil","Rio Grande do Sul","Torres","Itapeva.",NA,NA,"arbusto, 3m altura","BRA:UFSC:FLOR:0000009527",NA,"Prunus ulei Koehne"
"9",NA,NA,"Botany","WAG.1429769","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne",NA,NA,NA,NA,"Hatschbach GG",1975,1,21,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/WAG.1429769",NA,"Prunus ulei Koehne"
"10","2014-07-08T02:01:19.000+0000","JBRJ","RB","RB00327836","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne",NA,NA,NA,"146","Y.Saito; L.T.Dombrowski",1964,9,14,"Brazil","Paraná","Curitiba","Capão da Imbuia. (IDPN).",NA,NA,"Árvore, mais ou menos frequente.","urn:catalog:JBRJ:RB:327836",NA,"Prunus ulei Koehne"
"11","2014-07-08T02:01:21.000+0000","JBRJ","RB","RB00327851","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne","G.M.B.",NA,NA,"264","Therezinha Isaia Paviani",1963,9,8,"Brazil","Rio de Janeiro","Santa Maria","Itaara.",NA,NA,NA,"urn:catalog:JBRJ:RB:327851",NA,"Prunus ulei Koehne"
"12","2017-10-19T03:04:54.000+0000","JBRJ","RB","RB00327875","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne",NA,NA,NA,"6368","E.Pereira; Pabst",1961,10,22,"Brazil","Santa Catarina","Lages","Entre Lages e S.Joaquim.",NA,NA,"Arbusto de 2 a 5 metros, de flores alvas.","urn:catalog:JBRJ:RB:327875",NA,"Prunus ulei Koehne"
"13","2014-07-08T02:04:49.000+0000","JBRJ","RB","RB00327952","Prunus ulei Koehne","Rosaceae","Prunus","ulei","Koehne",NA,NA,NA,"5341","A.P. Duarte; G. Hatschbach",1960,7,26,"Brazil","Paraná","Tijucas do Sul","Matulão.",NA,NA,"Árvore de pequeno porte","urn:catalog:JBRJ:RB:327952",NA,"Prunus ulei Koehne"
