"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","213671","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi",NA,NA,NA,"54",NA,"Santos, A.P.B.",2014,3,24,"Brazil","Bahia","Ilhéus","Segunda entrada para o povoado de Vila Brasil, ca. de 1 Km da entrada de Lençois.",-39.011944,-15.105278,NA,"BRA:UEFS:HUEFS:0000213671","Kielmeyera elata Saddi",NA,NA,NA,NA
"2",NA,"UNICAMP","UEC","184913","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","Trad, R.J.","2015-03-15T00:00:00.000+0000",NA,"369",NA,"Trad, R.J.; Kato, L.",2014,4,13,"Brazil","Bahia","Porto Seguro","Santa Cruz Cabrália. Estrada entre Brasil Colônia e Santa Cruz de Cabrália; loteamento imobiliário em frente à placa Res. Pataxó C. Vermelha (aldeia), C. Vermelha, Porto Seguro. Praia de Mutari.",-39.023611,-16.323333,"Árvore ca. 8 m. Botões florais verdes e brancos. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex translúcido/amarelado.; Restinga","BRA:UNICAMP:UEC:0000184913","Kielmeyera elata Saddi",NA,NA,NA,NA
"3",NA,"UNICAMP","UEC","196244","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","Trad, R.J.","2015-03-15T00:00:00.000+0000",NA,"370",NA,"Trad, R.J.; Kato, L.",2014,4,13,"Brazil","Bahia","Porto Seguro","Santa Cruz Cabrália. Estrada entre Brasil Colônia e Santa Cruz de Cabrália; loteamento imobiliário em frente à placa Res. Pataxó C. Vermelha (aldeia), C. Vermelha, Porto Seguro. Praia de Mutari.",-39.023056,-16.323889,"Árvore ca. 12 m. Botões florais verdes e brancos. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex translúcido/amarelado.; Restinga","BRA:UNICAMP:UEC:0000196244","Kielmeyera elata Saddi",NA,NA,NA,NA
"4",NA,"Universidade Federal da Bahia (UFBA)","ALCB","70889","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","Santos, APB","2014-04-08T00:00:00.000+0000",NA,"62",NA,"Alves, L. de J.",2005,10,10,"Brazil","Bahia","Porto Seguro","Extremo Sul, RPPN Manona",0,0,"de ca 6,5m., látex amarelo. Folhas coriáceas discolores. Fruto lenhoso, cápsula com sementes aladas.","BRA:UFBA:ALCB:0000070889","Kielmeyera elata Saddi",NA,NA,NA,NA
"5",NA,"Universidade Estadual Paulista, UNESP","HRCB","23365","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","Hics, V.J","1997-04-25T00:00:00.000+0000",NA,"722",NA,"Assis, M.A. de",1996,1,30,"Brazil","Bahia","Camaçari","Reserva de Sapiranga",NA,NA,"Arvoreta com látex amarelado, botões verdes esbranquiçados","BRA:UNESPRC:HRCB:0000023365","Kielmeyera elata Saddi",NA,NA,NA,NA
"6",NA,"UESC","UESC","387","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi",NA,NA,NA,"4583",NA,"Santos, T.S.",1995,7,20,"Brazil","Bahia","Ilhéus",NA,NA,NA,"Área com piaçaval.; Árvore com aproximadamente 15,0m de altura e 15,0cm de diâmetro.; Látex amarelado, abundante. Estéril,","BRA:UESC:UESC:0000000387","Kielmeyera elata Saddi",NA,NA,NA,NA
"7",NA,"NY","NY","01405683","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","A. P. B. Santos",NA,NA,"12107",NA,"S. A. Mori",1979,7,6,"Brazil","Bahia",NA,"Mun. Santa Cruz de CabrÃ¡lia/Porto Seguro. Rod. BR 500, 18.7 km ao N de S. C. de Cabralia.",-39.03,-16.33,NA,"25a141a6-497e-4f3d-9eb5-9d7ce642339d","Kielmeyera elata Saddi",NA,NA,NA,NA
"9","2006-09-27T00:00:00.000+0000","BR",NA,"BR0000006424558","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi",NA,NA,NA,"BA-21",NA,"Saddi Nagib",1978,2,24,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000006424558","Kielmeyera elata Saddi",NA,NA,NA,NA
"10","2015-09-05T05:45:23.000+0000","MNHN","P","P04634824","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi",NA,NA,NA,NA,"BA 21","Saddi, N.",1978,2,24,"Brazil","Bahia",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04634824","Kielmeyera elata Saddi",NA,NA,NA,NA
"11","2014-11-24T00:00:00.000+0000","K","Herbarium","K001071469","Kielmeyera elata Saddi","Calophyllaceae","Kielmeyera","elata","Saddi","Saddi, N.",NA,NA,"20",NA,"Saddi, N.",1978,2,24,"Brazil",NA,NA,"Entre Porto Seguro e Santa Cruz de Cabrália, próximo a Coroa Vermelha, c 2km depois area da FLONIBRA.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001071469","Kielmeyera elata Saddi",NA,NA,NA,NA
