"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","33461","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Franco, G.A.D.C.","2012-02-01T00:00:00.000+0000",NA,"6346","Ivanauskas, N.M.",2011,8,30,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal (Datum SAD69, Zona 23K).",-75.298055,-56.897222,"árvore, Fruto Imaturo, verde. Recebido de SPSF Nª 45599.","BRA:UFSC:FLOR:0000033461","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"2",NA,"IF","SPSF","45599","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","G.A.D.C. Franco","2012-02-27T00:00:00.000+0000",NA,"6346","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves",2011,8,30,"Brazil","Sp","Bananal","Estação Ecológica de Bananal",-44.363333,-22.808333,"COLETA: Árvore 8m altura; frutos imaturos verdes.;","BRA:IF:SPSF:0000045599","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"3",NA,"IF","SPSF","45416","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","G.A.D.C. Franco","2011-10-30T00:00:00.000+0000",NA,"6416","N.M.Ivanauskas & R.B.Martins & R.S.Lima",2011,10,26,"Brazil","Sp","Piracaia","Bairro Matão",NA,NA,"COLETA: Árvore com 12m altura; frutos.;","BRA:IF:SPSF:0000045416","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"4",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA104744","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi",NA,NA,NA,"690","Lima, R.A.F.",2008,3,10,"Brazil","São Paulo","Bertioga",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA104744","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"5",NA,"IF","SPSF","34159","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","G.A.D.C. Franco","2011-05-27T00:00:00.000+0000",NA,"478","F.M.Souza & M.T.Z.Toniato",2005,2,22,"Brazil","Sp","Salesópolis","Parque Estadual da Serra do Mar",NA,NA,"COLETA: XLS: SPSFNovo; Árvore 10,5m altura, látex amarelo forte, frutos amarelo avermelhados; GEOGRAFIA: floresta ombrofila densa montana&nf;UTM: X=433869 Y=7380922;","BRA:IF:SPSF:0000034159","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"6",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA031211","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Bittrich, V.","2011-04-01T00:00:00.000+0000",NA,"34613","Leitão Filho, H.F. et al.",1996,2,2,"Brazil","São Paulo","Ubatuba",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA031211","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"7",NA,"UNICAMP","UEC","65308","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Bittrich, V.","1994-06-01T00:00:00.000+0000",NA,"265","Árbocz, G.F.",1994,4,8,"Brazil","São Paulo","Bauru","Arboreto do Horto Florestal.",0,0,"Flores, Árvore de ????, flores vistosas com estames amarelos bem visíveis.","BRA:UNICAMP:UEC:0000065308","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"8",NA,"Universidade Estadual Paulista, UNESP","HRCB","15869","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Bittrich, V.","2011-04-01T00:00:00.000+0000",NA,"110","Assis, M.A. de",1993,3,15,"Brazil","Ubatuba","Picinguaba",NA,-45.083333,-23.4,"Árvore 8m altura. Látex amarelado pouco abundante. Botões esverdeados. Flores brancas perfumadas.","BRA:UNESPRC:HRCB:0000015869","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"9",NA,"UNICAMP","UEC","67940","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Bittrich, V.","1997-06-01T00:00:00.000+0000",NA,"29355","Franco, A.L.M.",1993,11,13,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha das Três Lagoas.",0,0,"Frutos, Árvore 9m, frutos.","BRA:UNICAMP:UEC:0000067940","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
"10",NA,"Instituto de Botânica, IBT","SP","247460","Kielmeyera decipiens Saddi","Calophyllaceae","Kielmeyera","decipiens","Saddi","Trad, RJ","2017-10-01T00:00:00.000+0000",NA,"2431","Kirizawa, M",1991,3,22,"Brazil","São Paulo","Salesópolis","Reserva Florestal da SABESP, junto à Estação Biológica de Boracéia. Campo serrano na parte média do morro, distante 2 km da Pedra da Boracéia.",0,0,NA,"BRA:IBt:SP:0000247460","Kielmeyera decipiens Saddi",NA,NA,NA,NA,NA
