"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","VIES","24234","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","","","","21","","Silva, H.L. da.; Caitano, H.A.; Guarnier, J.C.; Mota, R.H.","2018","1","25","brazil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.421111","-20.586111","Flores brancas","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"2","","","VIES","24091","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Gomes, J.M.L.","2018-02-01","","28","","Guarnier, J.C.; Caitano, H.A.; Cardoso, W.C. & Pereira, W.C","2018","1","8","brazil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha. Restinga próxima às antenas da Rodovia do Sol.","-40.420556","-20.587778","Flor branca. Arbusto 1,8m de altura.","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"3","","","VIES","28482","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Wandekoken, D.T.","2018-09-12","","297","","Wandekoken, D.T.; Oliveira-Filho, N.E.; Vasconcelos, A.P.","2018","7","25","brazil","Espírito Santo","Anchieta","Praia Marvilla. Afloramento rochoso.","-40.668333","-20.817222","Árvore decídua.","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"4","","","VIES","24531","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","","","","","","Gurtler, J.; Costa-Lima, J.L.; Hollunder, R.K.; Frade, M.S. & Scheidegger, A.F.A.","2017","3","14","brazil","Espírito Santo","Conceição da Barra","Distrito de Itaúnas. ao longo da Trilha Borboleta. Parque Estadual de Itaúnas","-39.832833","-18.445026","Flores com coroloa branca. Estames amarelos.","","centroide mpo","GBIF","Kielmeyera albopunctata Saddi"
"5","","","RB","RB01177427","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","H.C. de Lima","","","8131","","Haroldo C. de Lima; Marina M. de Lima, Marcos Vinicius & Martim de Lima Santos","2016","1","21","brazil","Espírito Santo","Guarapari","APA Setiba, Rodovia do Sol km 35,5. Restinga.","-40.418333","-20.581667","Arbusto com 1,5-2 m alt. Ramos castanho-vinosos, látex branco. Flores com cálice verde, corola alva e estames amarelo-esverdeados. Muito frequennte. Fotos HCL e mat. banco DNA.","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"6","","","HUEFS","217923","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","","","","78","","Santos, A.P.B.","2015","1","22","brazil","Bahia","Linhares","Rserva da Vale, estrada Paraju, mussununga.","-39.887222","-19.135556","","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"7","","","CVRD","14870","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Geovane S. Siqueira","2014-02-28","","740","","Marinho, L.C.","2014","2","21","brazil","Es","LINHARES","","-40.028138","-19.38214","Estrada após o alojamento <ll>dwc_commonname:</ll> Nagib","","centroide mpo","GBIF","Kielmeyera albopunctata Saddi"
"8","","","CVRD","14760","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Geovane S. Siqueira","2014-02-28","","939","","Biral, L.","2014","2","17","brazil","Es","LINHARES","","-40.059028","-19.135444","Entre o estacionamento e viveiro de mudas <ll>dwc_commonname:</ll> Nagib","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"9","","","UEC","184958","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Trad, R.J.","2015-03-15","","335","","Trad, R.J.; Trad, M.F.D.J.","2014","3","15","brazil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha, trilha para a praiae trilha da mata seca.","-40.417778","-20.604167","Árvore ca. 2,5 m. Látex translúcido/amarelado.; Restinga","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
"10","","","UEC","196233","Kielmeyera albopunctata Saddi","","Calophyllaceae","Kielmeyera","albopunctata","","Saddi","Trad, R.J.","2015-03-15","","336","","Trad, R.J.; Trad, M.F.D.J.","2014","3","15","brazil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha, trilha para a praia e trilha da mata seca.","-40.417222","-20.607778","Árvore ca. 3m. Inflorescência abortade. Látex translúcido/amarelado.; Restinga.","","original coordinates","GBIF","Kielmeyera albopunctata Saddi"
